ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,42,76,0,1810,-13.5,,LN,1,,,
1975,arroz,,30,63,0,2100,0,16.1,LN,0,,,
1976,arroz,,30,63,0,2100,-0.1,0,LN,1,,,
1977,arroz,,15,32,0,2133,1.5,1.6,EN,0,,,
1978,arroz,,20,42,0,2100,0.2,-1.6,EN,0,,,
1979,arroz,,23,48,0,2087,-0.2,-0.6,N,0,,,
1980,arroz,,23,48,0,2087,-0.2,0,EN,0,,,
1981,arroz,,30,63,0,2100,0.2,0.6,N,0,981,5,1
1982,arroz,,30,63,0,2100,0,0,N,0,1261,5,0
1983,arroz,,30,63,0,2100,0,0,EN,1,1301,7,1
1984,arroz,,30,63,0,2100,0.2,0,LN,0,1049,9,22
1985,arroz,,35,73,0,2086,-0.4,-0.7,LN,0,1024,8,1
1986,arroz,,40,84,0,2100,0.1,0.7,N,0,658,12,9
1987,arroz,,50,105,0,2100,-0.1,0,EN,0,921,9,11
1988,arroz,55,55,116,0,2109,0.4,0.4,EN,0,843,7,10
1989,arroz,55,55,115,0,2091,-0.3,-0.9,LN,1,845,6,1
1990,arroz,55,55,115,3e-04,2091,0.1,0,N,0,820,6,3
1979,cana,,100,6281,0,62810,4.7,,N,0,,,
1980,cana,,120,7200,0,60000,0,-4.5,EN,0,,,
1981,cana,,120,7200,0,60000,0,0,N,0,981,5,1
1982,cana,,120,7200,0,60000,0,0,N,0,1261,5,0
1983,cana,,120,7200,0,60000,0,0,EN,1,1301,7,1
1984,cana,,694,41640,0,60000,0,0,LN,0,1049,9,22
1985,cana,,725,43500,0,60000,0,0,LN,0,1024,8,1
1986,cana,,725,43500,0,60000,0,0,N,0,658,12,9
1987,cana,,725,43500,0,60000,0,0,EN,0,921,9,11
1988,cana,450,450,36000,0,80000,33.3,33.3,EN,0,843,7,10
1989,cana,925,925,55500,0.002,60000,0,-25,LN,1,845,6,1
1990,cana,925,925,55500,0.0248,60000,0,0,N,0,820,6,3
1991,cana,925,925,55500,0.0807,60000,0,0,N,0,597,6,3
1992,cana,925,925,55500,1.388,60000,0,0,EN,1,1051,10,10
1993,cana,925,925,55500,36.3273,60000,0,0,N,0,842,8,10
