ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,arroz,2520,2520,4536,96.7076,1800,-2,,1876,EN,0,0.5,1538,6,0
1994,arroz,3480,3480,6264,679,1800,7.6,0,1704,N,0,0.3,1330,5,1
1995,arroz,4176,4176,7517,1654,1800,17,0,1558,EN,0,1.3,1550,6,3
1996,arroz,1836,1836,2387,525,1300,-9.4,-27.8,1446,LN,0,-0.9,1426,8,4
1997,arroz,1919,1919,2495,419,1300,-4.3,0,1370,N,0,-0.2,1452,2,0
1998,arroz,2100,2100,2730,819,1300,-0.9,0,1329,EN,1,2.2,1438,4,3
1999,arroz,2100,2100,2730,601,1300,-0.3,0,1318,LN,1,-1.5,1521,3,4
2000,arroz,1000,1000,1300,286,1300,-1.9,0,1332,LN,1,-1.7,1347,12,7
2001,arroz,800,800,1040,270,1300,-5.3,0,1361,LN,0,-0.6,1512,4,0
2002,arroz,770,770,1155,404,1500,5.4,15.4,1397,N,0,-0.1,1413,4,3
2003,arroz,1210,1210,1815,826,1500,2.7,0,1432,EN,0,0.9,1666,4,1
2004,arroz,1452,1452,2178,1050,1500,0.4,0,1463,N,0,0.3,1388,5,4
2005,arroz,1576,1576,2364,863,1500,-0.1,0,1488,EN,0,0.6,1581,5,1
2006,arroz,1600,1600,2400,936,1500,0.1,0,1510,LN,0,-0.9,1457,3,13
2007,arroz,1600,1600,2400,1032,1500,-0.4,0,1534,EN,0,0.6,1477,7,3
2008,arroz,1280,896,1344,731,1500,-2.1,0,1562,LN,1,-1.6,1401,3,3
2009,arroz,847,847,1271,788,1501,-4.1,0,1598,LN,0,-0.9,1553,3,8
2010,arroz,762,762,1372,800,1801,11.3,20,1638,EN,1,1.5,1553,3,4
2011,arroz,593,593,996,514,1680,0.3,-6.7,1680,LN,0,-1.4,1548,3,13
2012,arroz,593,593,996,543,1680,-2.3,0,1718,LN,0,-0.8,1432,2,1
2013,arroz,50,50,90,48,1800,2.3,7.2,1747,LN,0,-0.6,1436,3,6
2014,arroz,25,25,45,30,1800,0.8,0,1767,LN,0,-0.5,1574,4,1
2015,arroz,25,25,45,28,1800,-0.3,0,1779,EN,0,0.5,1492,4,8
2016,arroz,15,15,27,18,1800,-1,0,1794,EN,1,2.2,1366,5,30
2017,arroz,20,20,36,25,1800,-3.5,0,1821,LN,0,-0.7,1332,4,10
2018,arroz,13,13,24,14,1846,-5.7,2.6,1873,LN,0,-1.1,1440,3,4
2021,arroz,5,5,9,14,1800,-24.5,,2264,LN,0,-1.2,1592,6,22
2022,arroz,5,5,15,18,3000,16.3,66.7,2498,LN,0,-1.2,1815,4,7
2023,arroz,4,4,12,16,3000,7.2,0,2793,LN,0,-0.8,1440,8,2
2024,arroz,4,4,12,22,3000,-1.5,0,3142,EN,0,1.2,1291,6,38
1996,cana,7,7,336,57,48000,10.9,,32010,LN,0,-0.9,1426,8,4
1997,cana,7,7,336,50,48000,-2.8,0,34036,N,0,-0.2,1452,2,0
1998,cana,7,7,336,50,48000,-13.2,0,36223,EN,1,2.2,1438,4,3
1999,cana,8,8,32,4,4000,-93.4,-91.7,38621,LN,1,-1.5,1521,3,4
2000,cana,8,8,320,22,40000,-38.9,200,41262,LN,1,-1.7,1347,12,7
2001,cana,8,8,330,25,41250,-40.6,3.1,44148,LN,0,-0.6,1512,4,0
2002,cana,1,1,75,2,75000,3.4,81.8,47227,N,0,-0.1,1413,4,3
2003,cana,1,1,75,3,75000,0.7,0,50398,EN,0,0.9,1666,4,1
2004,cana,3,3,226,9,75333,2.7,0.4,53517,N,0,0.3,1388,5,4
2005,cana,5,5,351,15,70200,-0.7,-6.8,56427,EN,0,0.6,1581,5,1
2006,cana,10,10,687,34,68700,1.9,-2.1,58990,LN,0,-0.9,1457,3,13
2007,cana,10,10,660,40,66000,2.9,-3.9,61117,EN,0,0.6,1477,7,3
2008,cana,10,10,584,37,58400,-4.4,-11.5,62779,LN,1,-1.6,1401,3,3
2009,cana,15,15,876,38,58400,-0.6,0,64004,LN,0,-0.9,1553,3,8
2010,cana,15,15,876,34,58400,0.3,0,64847,EN,1,1.5,1553,3,4
2011,cana,15,15,855,251,57000,-4,-2.4,65361,LN,0,-1.4,1548,3,13
2012,cana,15,15,876,373,58400,-4.5,2.5,65570,LN,0,-0.8,1432,2,1
2013,cana,15,15,1020,449,68000,8.1,16.4,65463,LN,0,-0.6,1436,3,6
2014,cana,15,15,1020,490,68000,4.9,0,64991,LN,0,-0.5,1574,4,1
2015,cana,15,15,985,133,65667,-0.8,-3.4,64096,EN,0,0.5,1492,4,8
2016,cana,16,16,1060,155,66250,-1.8,0.9,62733,EN,1,2.2,1366,5,30
2017,cana,15,15,975,195,65000,-5.4,-1.9,60893,LN,0,-0.7,1332,4,10
2018,cana,15,15,1020,194,68000,-1.7,4.6,58621,LN,0,-1.1,1440,3,4
