ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,4000,6000,0,1500,18.6,,1047,LN,1,-1.9,,,
1975,arroz,,15000,16200,0,1080,-14.3,-28,1064,N,0,-0.2,,,
1976,arroz,,8750,7875,0,900,-28.9,-16.7,1086,LN,0,-1.1,,,
1977,arroz,,2324,3486,0,1500,16.9,66.7,1114,EN,0,1.1,,,
1978,arroz,,3000,1290,0,430,-67.2,-71.3,1153,EN,0,1.1,,,
1979,arroz,,3049,3659,0,1200,-10.8,179.1,1204,N,0,0.2,,,
1980,arroz,,3200,4800,0,1500,7.5,25,1267,EN,0,0.7,,,
1981,arroz,,106,164,0,1547,6.6,3.1,1341,N,0,0.2,924,11,7
1982,arroz,,94,149,0,1585,5.3,2.5,1421,N,0,0,1028,10,0
1983,arroz,,92,120,0,1304,-16.4,-17.7,1504,EN,1,2.5,1350,12,0
1984,arroz,,180,270,0,1500,-7.4,15,1586,LN,0,-1,789,7,5
1985,arroz,,100,220,0,2200,30.8,46.7,1665,LN,0,-1,1046,8,7
1986,arroz,,110,195,0,1773,1,-19.4,1738,N,0,-0.2,827,16,37
1987,arroz,,110,210,0,1909,4.5,7.7,1805,EN,1,1.5,813,11,13
1988,arroz,110,110,154,0,1400,-25.7,-26.7,1866,EN,0,0.9,826,13,13
1989,arroz,200,190,380,0,2000,3.2,42.9,1918,LN,1,-1.9,992,8,12
1990,arroz,240,240,490,0.0015,2042,2.6,2.1,1957,N,0,0,790,13,11
1991,arroz,160,120,240,0.0047,2000,-1.5,-2,1980,EN,0,0.5,640,11,17
1992,arroz,120,100,200,0.0264,2000,-3.9,0,1982,EN,1,2.1,790,13,9
1993,arroz,100,100,200,0.3564,2000,-5.1,0,1960,N,0,0.3,741,5,15
1994,arroz,100,100,220,38,2200,6.4,10,1915,N,0,0.3,1009,8,7
1995,arroz,100,100,220,37,2200,10.1,0,1850,EN,0,1.4,1133,10,19
1996,arroz,30,30,59,11,1967,4.7,-10.6,1768,LN,0,-0.9,1277,9,8
1997,arroz,30,30,51,9,1700,-2.5,-13.6,1676,N,0,-0.3,1324,7,5
1998,arroz,30,30,36,6,1200,-25.6,-29.4,1579,EN,1,2.3,1129,9,38
2000,arroz,60,60,72,14,1200,-11,,1376,LN,1,-1.6,613,8,22
2001,arroz,60,60,72,13,1200,-5,0,1274,LN,0,-0.7,1080,7,8
2002,arroz,50,50,60,10,1200,1.1,0,1174,N,0,-0.3,888,15,17
2003,arroz,20,20,24,10,1200,7.3,0,1077,EN,0,1.2,1014,10,34
2004,arroz,20,15,18,9,1200,13.2,0,984,N,0,0.3,782,12,27
2005,arroz,20,20,24,8,1200,18.6,0,897,EN,0,0.7,887,11,29
2006,arroz,10,10,5,2,500,-48.7,-58.3,816,LN,0,-0.8,856,10,17
1974,cana,,115,4600,0,40000,10.6,,38670,LN,1,-1.5,,,
1975,cana,,115,4600,0,40000,-9.6,0,41959,N,0,-0.1,,,
2004,cana,938,938,112778,3383,120232,3.9,,100534,N,0,0.3,782,12,27
2005,cana,2200,2200,176000,5280,80000,-24,-33.5,94298,EN,0,0.6,887,11,29
2006,cana,2607,2607,223449,8938,85711,-10.4,7.1,87827,LN,0,-0.9,856,10,17
2007,cana,4350,4350,403858,10500,92841,6.8,8.3,81452,EN,0,0.6,1131,13,22
2008,cana,6900,6900,572700,16751,83000,4.1,-10.6,75483,LN,1,-1.6,689,13,14
2009,cana,7180,7180,501904,19323,69903,-4.5,-15.8,70156,LN,0,-0.9,755,16,40
2010,cana,6101,6101,399056,16740,65408,2,-6.4,65619,EN,1,1.5,1076,8,28
2011,cana,7138,7138,415728,20786,58242,-0.3,-11,61934,LN,0,-1.4,944,7,8
2012,cana,9711,9711,481970,24099,49631,-9.2,-14.8,59101,LN,0,-0.8,827,7,26
2013,cana,6982,6982,392891,18859,56272,3.5,13.4,57069,LN,0,-0.6,960,9,45
2014,cana,6134,6134,330178,16509,53828,2.3,-4.3,55760,LN,0,-0.5,808,7,31
2015,cana,2562,2562,183654,11754,71684,40.6,33.2,55072,EN,0,0.5,742,12,27
2016,cana,3237,3237,148915,10467,46004,-1,-35.8,54895,EN,1,2.2,1455,10,32
2017,cana,3977,3977,157739,11042,39663,-19.1,-13.8,55113,LN,0,-0.7,1172,9,23
