ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1983,arroz,,3000,3300,0,1100,3.7,,EN,1,1361,7,26
1984,arroz,,3600,3600,0,1000,-4.4,-9.1,LN,0,1154,4,4
1985,arroz,,3800,3800,0,1000,-3.4,0,LN,0,1284,6,19
1986,arroz,,5300,5300,0,1000,-2.9,0,N,0,1793,4,5
1987,arroz,,5100,5050,0,990,-3.9,-1,EN,0,1371,7,17
1988,arroz,6000,6000,7200,1e-04,1200,15.7,21.2,EN,0,1491,6,33
1989,arroz,6200,6200,9300,6e-04,1500,42.9,25,LN,1,1234,5,23
1990,arroz,2000,1200,900,0.0023,750,-29.9,-50,N,0,1578,12,28
1991,arroz,700,700,910,0.0136,1300,19.1,73.3,N,0,1241,6,44
1992,arroz,2600,2400,2040,0.2448,850,-24.1,-34.6,EN,1,1281,7,39
1993,arroz,1600,1600,1920,3.2465,1200,3.1,41.2,N,0,1238,5,29
1994,arroz,1000,1000,1300,146,1300,6.8,8.3,N,0,1425,6,34
1995,arroz,800,800,1040,104,1300,1.5,0,EN,0,1349,9,28
1996,arroz,380,380,396,67,1042,-24.5,-19.8,LN,0,1174,6,37
1997,arroz,150,150,225,38,1500,1.1,43.9,N,0,1650,6,23
1998,arroz,500,500,700,119,1400,-10.6,-6.7,EN,1,1085,4,61
1999,arroz,1850,1850,3330,666,1800,8.8,28.6,LN,1,1334,6,39
2000,arroz,1800,1800,3780,643,2100,21.8,16.7,LN,1,1585,13,32
2001,arroz,1600,1600,3360,1075,2100,19.1,0,LN,0,1570,9,34
2002,arroz,2175,2175,3263,1207,1500,-16.4,-28.6,N,0,1586,5,39
2003,arroz,2200,2200,3960,1960,1800,-0.7,20,EN,0,1143,7,61
2004,arroz,3300,3300,5940,3193,1800,-0.8,0,N,0,1392,6,45
2005,arroz,3200,3200,5760,1915,1800,-1.6,0,EN,0,1219,5,43
2006,arroz,2200,2200,3960,1485,1800,-2.4,0,LN,0,1138,9,52
2007,arroz,2000,2000,3600,1613,1800,-3.3,0,EN,0,1227,7,34
2008,arroz,800,800,1440,929,1800,-5.1,0,LN,1,1062,7,46
2009,arroz,560,560,1176,721,2100,8.4,16.7,LN,0,1275,14,44
2010,arroz,1000,1000,2100,1254,2100,5.1,0,EN,1,1554,6,42
2011,arroz,2000,2000,4200,2520,2100,1.1,0,LN,1,1410,6,35
