ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,300,375,0,1250,-24.2,,1443,LN,1,-1.9,,,
1975,arroz,,420,800,0,1905,14.8,52.4,1465,N,0,-0.2,,,
1976,arroz,,320,608,0,1900,14.3,-0.3,1488,LN,0,-1.1,,,
1977,arroz,,350,620,0,1771,7.1,-6.8,1512,EN,0,1.1,,,
1978,arroz,,350,630,0,1800,9.7,1.6,1536,EN,0,1.1,,,
1979,arroz,,350,357,0,1020,-36.9,-43.3,1560,N,0,0.2,,,
1980,arroz,,360,1065,0,2958,86.5,190,1584,EN,0,0.7,,,
1981,arroz,,129,232,0,1798,17,-39.2,1609,N,0,0.2,961,13,2
1982,arroz,,150,162,0,1080,-27.5,-39.9,1634,N,0,0,595,18,9
1983,arroz,,130,195,0,1500,1.6,38.9,1660,EN,1,2.5,1346,12,8
1984,arroz,,150,270,0,1800,22,20,1686,LN,0,-1,872,11,14
1985,arroz,,180,270,0,1500,0.7,-16.7,1712,LN,0,-1,1016,11,6
1986,arroz,,220,198,0,900,-40.6,-40,1739,N,0,-0.2,608,15,22
1987,arroz,,410,870,0,2122,36.7,135.8,1766,EN,1,1.5,1115,14,5
1988,arroz,410,410,324,0,790,-51.3,-62.8,1794,EN,0,0.9,596,11,42
1989,arroz,210,210,540,1e-04,2571,50.8,200,1822,LN,1,-1.9,749,11,17
1990,arroz,150,150,270,8e-04,1800,0.1,-30,1851,N,0,0,870,12,23
1991,arroz,325,175,188,0.0076,1074,-43.5,-40.3,1880,EN,0,0.5,813,12,38
1992,arroz,175,175,440,0.1006,2514,23.9,134,1909,EN,1,2.1,993,13,19
1993,arroz,190,190,430,3.1218,2263,4.1,-10,1939,N,0,0.3,1040,9,11
1994,arroz,150,150,270,48,1800,-20.7,-20.5,1969,N,0,0.3,1205,9,21
1995,arroz,190,190,470,75,2474,6.4,37.4,2000,EN,0,1.4,996,9,15
1996,arroz,190,80,200,36,2500,6.3,1.1,2032,LN,0,-0.9,940,15,38
1997,arroz,80,80,336,67,4200,82.7,68,2063,N,0,-0.3,899,16,25
1998,arroz,80,80,336,101,4200,88.8,0,2096,EN,1,2.3,1881,9,12
1999,arroz,80,80,220,48,2750,29.5,-34.5,2129,LN,1,-1.6,782,9,35
2000,arroz,40,40,60,13,1500,-25.8,-45.5,2162,LN,1,-1.6,873,14,28
