ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,3600,3888,0,1080,-6.8,,LN,1,,,
1975,arroz,,4800,5880,0,1225,4.1,13.4,LN,0,,,
1976,arroz,,3139,4776,0,1522,28,24.2,LN,1,,,
1977,arroz,,3000,3600,0,1200,0.5,-21.1,EN,0,,,
1978,arroz,,3130,3756,0,1200,0.6,0,EN,0,,,
1979,arroz,,2275,2730,0,1200,1,0,N,0,,,
1980,arroz,,4700,5640,0,1200,2.1,0,EN,0,,,
1981,arroz,,4800,2880,0,600,-48.1,-50,N,0,1165,6,8
1982,arroz,,4360,5232,0,1200,5.8,100,N,0,1201,5,4
1983,arroz,,4500,3150,0,700,-36.3,-41.7,EN,1,906,7,6
1984,arroz,,5000,5000,0,1000,-5.8,42.9,LN,0,1325,3,0
1985,arroz,,4500,5940,0,1320,28.3,32,LN,0,1225,6,1
1986,arroz,,8850,8850,0,1000,1,-24.2,N,0,1317,4,0
1987,arroz,,12000,6000,0,500,-48.1,-50,EN,0,787,7,0
1988,arroz,16000,16000,16800,1e-04,1050,10.7,110,EN,0,963,7,16
1989,arroz,11000,11000,9240,5e-04,840,-10.6,-20,LN,1,1061,6,2
1990,arroz,6000,3000,2700,0.0059,900,-5,7.1,N,0,1292,10,5
1991,arroz,4000,4000,4000,0.0364,1000,3.7,11.1,N,0,1108,2,0
1992,arroz,3500,2500,2500,0.2118,1000,1.4,0,EN,1,1052,5,4
1993,arroz,800,700,700,1.12,1000,-1.9,0,N,0,890,6,4
1994,arroz,500,500,500,45,1000,-5.4,0,N,0,1417,3,4
1995,arroz,650,650,780,98,1200,9.4,20,EN,0,1272,7,8
1996,arroz,512,512,157,30,307,-73.2,-74.4,LN,0,1473,6,17
1997,arroz,300,300,348,66,1160,-2,200,N,0,1239,5,4
1998,arroz,300,180,130,27,722,-40.8,-37.7,EN,1,809,6,26
1999,arroz,300,300,396,119,1320,5.5,82.8,LN,1,1034,9,10
2000,arroz,300,300,378,83,1260,-0.9,-4.5,LN,1,1295,5,10
2001,arroz,350,350,441,154,1260,-2,0,LN,0,1051,7,9
2002,arroz,400,400,520,260,1300,0.1,3.2,N,0,999,8,13
2003,arroz,400,400,520,312,1300,-0.3,0,EN,0,1081,6,13
2004,arroz,580,520,780,437,1500,14.6,15.4,N,0,1381,5,12
2005,arroz,180,180,234,80,1300,-0.9,-13.3,EN,0,1284,7,17
2006,arroz,180,180,234,80,1300,-1.1,0,LN,0,1066,7,28
2007,arroz,240,240,312,131,1300,-3.7,0,EN,0,943,5,17
2008,arroz,240,240,312,144,1300,-8.7,0,LN,1,1262,11,19
2009,arroz,50,50,75,53,1500,-1.3,15.4,LN,0,1009,8,29
2010,arroz,50,50,75,52,1500,-8.7,0,EN,1,972,9,21
2011,arroz,50,50,75,53,1500,-16.1,0,LN,1,1209,6,20
