ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1989,arroz,40,40,60,0,1500,-2.3,,962,LN,1,-1.9,949,9,0
1990,arroz,70,70,105,3e-04,1500,3.8,0,1020,N,0,0,837,14,0
1991,arroz,130,100,12,3e-04,120,-91.4,-92,1082,EN,0,0.5,809,6,1
1992,arroz,10,10,14,0.0029,1400,1.3,200,1147,EN,1,2.1,962,13,0
1993,arroz,60,60,84,0.7295,1400,-0.7,0,1216,N,0,0.3,816,7,0
1994,arroz,60,60,84,17,1400,-5,0,1289,N,0,0.3,986,11,0
1995,arroz,60,60,144,26,2400,44.6,71.4,1364,EN,0,1.4,1043,12,2
1996,arroz,55,55,55,11,1000,-46.3,-58.3,1442,LN,0,-0.9,810,11,4
1997,arroz,60,40,84,17,2100,5.4,110,1521,N,0,-0.3,650,10,0
1998,arroz,40,40,84,23,2100,1.1,0,1600,EN,1,2.3,1657,6,0
1999,arroz,55,55,116,30,2109,-1.1,0.4,1679,LN,1,-1.6,584,9,0
2000,arroz,55,55,116,25,2109,-1.1,0,1757,LN,1,-1.6,813,11,1
2001,arroz,55,55,121,36,2200,1.5,4.3,1834,LN,0,-0.7,1225,9,0
2002,arroz,55,55,121,45,2200,-0.6,0,1910,N,0,-0.3,738,7,1
2003,arroz,55,55,138,76,2509,10.2,14,1984,EN,0,1.2,1357,8,0
2004,arroz,55,35,35,17,1000,-57.4,-60.1,2057,N,0,0.3,861,17,1
2005,arroz,35,,,,,,,,EN,0,0.7,577,13,4
2006,arroz,30,30,75,24,2500,0.6,,2202,LN,0,-0.8,831,9,5
2007,arroz,30,30,75,27,2500,-0.3,0,2273,EN,0,0.9,876,19,1
2008,arroz,30,30,75,35,2500,-0.6,0,2343,LN,1,-1.5,743,10,1
2009,arroz,30,30,75,35,2500,0.5,0,2413,LN,0,-0.8,980,13,2
2010,arroz,15,15,37,18,2467,1.8,-1.3,2483,EN,1,1.6,1500,8,2
2011,arroz,15,15,45,15,3000,29.2,21.6,2553,LN,1,-1.6,803,10,0
2012,arroz,10,10,20,9,2000,-8.5,-33.3,2624,LN,0,-1,547,9,3
2013,arroz,5,5,10,5,2000,-0.5,0,2696,N,0,-0.4,908,11,5
1990,cana,5,5,75,0,15000,0,,14696,N,0,0.2,837,14,0
1991,cana,5,5,75,4e-04,15000,0,0,14476,EN,0,0.6,809,6,1
1992,cana,5,5,75,0.0027,15000,0,0,14271,EN,1,2.3,962,13,0
1993,cana,5,5,75,0.064,15000,0,0,14094,EN,0,0.5,816,7,0
1994,cana,5,5,75,4,15000,0,0,13961,N,0,0.3,986,11,0
1995,cana,5,5,75,4,15000,0,0,13884,EN,0,1.3,1043,12,2
1996,cana,1,1,8,1,8000,-46.7,-46.7,13873,LN,0,-0.9,810,11,4
1997,cana,2,2,30,2,15000,0,87.5,13936,N,0,-0.2,650,10,0
1998,cana,5,5,75,5,15000,0,0,14076,EN,1,2.2,1657,6,0
1999,cana,5,5,75,6,15000,0,0,14293,LN,1,-1.5,584,9,0
2000,cana,5,5,75,6,15000,0,0,14586,LN,1,-1.7,813,11,1
2001,cana,5,5,75,6,15000,0,0,14951,LN,0,-0.6,1225,9,0
2002,cana,5,5,75,7,15000,-1,0,15383,N,0,-0.1,738,7,1
2003,cana,5,5,75,7,15000,-3.1,0,15870,EN,0,0.9,1357,8,0
2004,cana,5,5,75,7,15000,-6,0,16401,N,0,0.3,861,17,1
2005,cana,5,5,75,8,15000,-9.2,0,16958,EN,0,0.6,577,13,4
2006,cana,5,5,100,12,20000,12.5,33.3,17519,LN,0,-0.9,831,9,5
2007,cana,5,5,100,30,20000,5.1,0,18060,EN,0,0.6,876,19,1
2008,cana,5,5,100,30,20000,2.7,0,18558,LN,1,-1.6,743,10,1
2009,cana,5,5,100,31,20000,0.8,0,18992,LN,0,-0.9,980,13,2
2010,cana,5,5,100,31,20000,0,0,19347,EN,1,1.5,1500,8,2
