ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1975,arroz,,100,100,0,1000,11.7,,N,0,,,
1976,arroz,,100,50,0,500,-46.9,-50,LN,0,,,
1977,arroz,,100,100,0,1000,0.5,100,EN,0,,,
1978,arroz,,100,100,0,1000,-5.4,0,EN,0,,,
1979,arroz,,100,125,0,1250,11.2,25,N,0,,,
1980,arroz,,100,100,0,1000,-16.3,-20,EN,0,,,
1981,arroz,,100,100,0,1000,-21.5,0,N,0,1077,17,4
1982,arroz,,118,118,0,1000,-26.5,0,N,0,1553,7,1
1983,arroz,,185,185,0,1000,-30.9,0,EN,1,987,9,11
1984,arroz,,285,456,0,1600,3.2,60,LN,0,858,11,0
1985,arroz,,175,292,0,1669,0.1,4.3,LN,0,1391,14,1
1986,arroz,,176,278,0,1580,-10.9,-5.3,N,0,898,14,0
1987,arroz,,165,384,0,2327,22.8,47.3,EN,1,680,11,7
1988,arroz,165,165,406,0,2461,20.8,5.7,EN,0,1114,18,16
1989,arroz,180,180,290,0,1611,-24.7,-34.5,LN,1,896,10,0
1990,arroz,180,180,413,0.0023,2294,4.9,42.4,N,0,781,16,4
1991,arroz,180,180,413,0.0108,2294,3.6,0,EN,0,981,13,2
1992,arroz,165,165,381,0.0949,2309,3.3,0.6,EN,1,1119,10,0
1993,arroz,160,160,374,0.9385,2338,5,1.2,EN,0,1061,16,3
1994,arroz,125,125,295,38,2360,8,1,N,0,1136,18,10
1995,arroz,64,64,126,30,1969,-8.5,-16.6,EN,0,885,18,21
1996,arroz,47,47,93,20,1979,-6.3,0.5,LN,0,886,8,3
1997,arroz,12,12,23,5,1917,-6.7,-3.1,N,0,1194,7,2
1998,arroz,10,10,20,6,2000,-0.6,4.3,EN,1,865,14,21
1999,arroz,10,10,20,6,2000,0.2,0,LN,1,897,16,6
2000,arroz,10,10,20,6,2000,0.7,0,LN,1,1173,13,5
2001,arroz,5,5,10,2,2000,1.1,0,LN,0,758,13,10
2002,arroz,2,2,4,2,2000,1.1,0,N,0,1225,8,2
2003,arroz,1,1,2,1,2000,0.8,0,EN,1,901,17,3
2004,arroz,25,25,50,13,2000,0.5,0,N,0,1132,23,6
2005,arroz,28,28,56,14,2000,0.4,0,EN,0,1119,17,2
2006,arroz,30,30,60,17,2000,0.1,0,LN,0,987,29,19
2007,arroz,25,25,50,23,2000,-0.1,0,EN,0,1197,12,2
2008,arroz,15,15,30,18,2000,-0.1,0,LN,1,543,32,18
2009,arroz,12,12,24,16,2000,0,0,LN,0,1082,11,19
2010,arroz,10,10,20,13,2000,0,0,EN,1,925,14,5
2011,arroz,8,8,16,12,2000,0,0,LN,1,786,13,4
2012,arroz,7,7,10,6,1429,-28.6,-28.6,LN,0,941,25,0
2013,arroz,7,7,10,7,1429,-28.6,0,LN,0,657,18,18
2014,arroz,7,7,10,8,1429,-28.6,0,N,0,982,16,3
2017,arroz,1,1,3,4,3000,50,,LN,0,729,20,7
2018,arroz,2,2,4,6,2000,0,-33.3,LN,0,872,23,7
2019,arroz,2,2,4,7,2000,0,0,EN,0,732,18,13
2020,arroz,2,2,4,8,2000,0,0,N,0,918,21,16
2021,arroz,2,2,4,7,2000,0,0,LN,1,874,18,10
2022,arroz,1,1,2,3,2000,0,0,LN,0,1176,10,5
2023,arroz,1,1,2,4,2000,0,0,LN,0,970,13,3
2024,arroz,1,1,2,5,2000,0,0,EN,1,778,13,33
1974,cana,,150,6000,0,40000,59.2,,LN,1,,,
1975,cana,,180,4500,0,25000,-0.8,-37.5,N,0,,,
1976,cana,,360,9000,0,25000,-1.1,0,LN,0,,,
1977,cana,,316,7900,0,25000,-1.4,0,EN,0,,,
1978,cana,,316,7900,0,25000,-1.6,0,EN,0,,,
1979,cana,,316,8295,0,26250,3.1,5,N,0,,,
1980,cana,,316,8295,0,26250,2.8,0,EN,0,,,
1981,cana,,316,8295,0,26250,2.6,0,N,0,1077,17,4
1982,cana,,316,8295,0,26250,2.4,0,N,0,1553,7,1
1983,cana,,476,12495,0,26250,2,0,EN,1,987,9,11
1984,cana,,476,12495,0,26250,1.8,0,LN,0,858,11,0
1985,cana,,476,12495,0,26250,1.8,0,LN,0,1391,14,1
1986,cana,,476,12495,0,26250,1.4,0,N,0,898,14,0
1987,cana,,513,13466,0,26250,0.8,0,EN,1,680,11,7
1988,cana,513,513,13466,0,26250,0.5,0,EN,0,1114,18,16
1989,cana,513,513,13466,0,26250,-0.5,0,LN,1,896,10,0
1990,cana,513,513,13466,0.0019,26250,-2.8,0,N,0,781,16,4
1991,cana,513,513,13466,0.0112,26250,-6.1,0,EN,0,981,13,2
1992,cana,513,513,13466,0.1459,26250,-9.8,0,EN,1,1119,10,0
1993,cana,445,445,13350,9.9324,30000,-1.6,14.3,EN,0,1061,16,3
1994,cana,350,350,12600,88,36000,11.4,20,N,0,1136,18,10
1995,cana,300,300,10800,162,36000,4.4,0,EN,0,885,18,21
1996,cana,300,300,10800,194,36000,-1.8,0,LN,0,886,8,3
1997,cana,300,300,12000,240,40000,2.4,11.1,N,0,1194,7,2
1998,cana,200,200,8000,160,40000,-4.2,0,EN,1,865,14,21
1999,cana,200,200,8000,168,40000,-9.8,0,LN,1,897,16,6
2000,cana,230,230,11500,265,50000,6.7,25,LN,1,1173,13,5
2001,cana,230,230,11500,288,50000,0.9,0,LN,0,758,13,10
