ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,arroz,227,227,300,72,1322,11.1,,1213,N,0,-0.3,1125,8,0
1998,arroz,227,227,271,81,1194,-9.9,-9.7,1288,EN,1,2.3,742,13,8
1999,arroz,225,225,266,80,1182,-18.3,-1,1367,LN,1,-1.6,921,15,1
2000,arroz,150,150,270,65,1800,15.6,52.3,1451,LN,1,-1.6,1127,13,1
2001,arroz,150,150,165,46,1100,-33.6,-38.9,1537,LN,0,-0.7,683,20,4
2002,arroz,150,150,270,189,1800,3.3,63.6,1624,N,0,-0.3,1123,6,0
2003,arroz,100,100,180,126,1800,-0.7,0,1704,EN,0,1.2,799,16,0
2004,arroz,50,45,81,94,1800,-2.2,0,1770,N,0,0.3,925,21,1
2005,arroz,100,100,180,126,1800,-2.6,0,1813,EN,0,0.7,949,18,0
2006,arroz,100,100,210,147,2100,12.2,16.7,1826,LN,0,-0.8,885,29,5
2007,arroz,100,100,180,126,1800,-4,-14.3,1805,EN,0,0.9,1228,12,0
2008,arroz,80,80,144,101,1800,-1.4,0,1750,LN,1,-1.5,634,20,5
2009,arroz,80,80,144,101,1800,3.3,0,1666,LN,0,-0.8,964,21,5
2010,arroz,80,80,144,100,1800,11.6,0,1563,EN,1,1.6,836,12,0
2011,arroz,80,70,84,59,1200,-18.1,-33.3,1451,LN,1,-1.6,896,10,0
2012,arroz,70,70,84,59,1200,-9.1,0,1340,LN,0,-1,738,26,0
2013,arroz,70,70,84,59,1200,-0.8,0,1239,N,0,-0.4,765,16,2
2014,arroz,70,70,84,59,1200,7.6,0,1151,N,0,-0.3,1075,11,0
2015,arroz,40,40,60,45,1500,40,25,1080,EN,0,0.6,640,22,1
2017,arroz,10,9,5,4,556,-46.9,,987,LN,0,-1,782,15,2
2018,arroz,5,5,5,5,1000,-1.8,80,962,LN,0,-1.3,847,23,1
2019,arroz,5,5,5,6,1000,-0.3,0,950,EN,0,0.7,833,14,0
2020,arroz,5,5,5,10,1000,0.7,0,948,N,0,0.2,974,15,5
2021,arroz,5,5,5,7,1000,1.2,0,955,LN,0,-1.4,892,18,5
2022,arroz,3,3,3,4,1000,1,0,967,LN,0,-1.2,1206,12,2
2023,arroz,3,3,3,5,1000,0.2,0,983,LN,0,-1,917,14,0
2024,arroz,3,3,3,8,1000,-1.1,0,1001,EN,1,1.5,719,22,12
1997,cana,150,150,3750,56,25000,27.9,,22890,N,0,-0.2,1125,8,0
1998,cana,150,150,3750,75,25000,-6.9,0,25961,EN,1,2.2,742,13,8
1999,cana,150,150,3750,60,25000,-26.1,0,29437,LN,1,-1.5,921,15,1
2000,cana,200,200,8000,120,40000,-0.4,60,33327,LN,1,-1.7,1127,13,1
2001,cana,200,200,5000,75,25000,-45.7,-37.5,37566,LN,0,-0.6,683,20,4
2002,cana,200,200,8000,240,40000,-21.7,60,41981,N,0,-0.1,1123,6,0
2003,cana,150,150,9000,270,60000,7.6,50,46278,EN,0,0.9,799,16,0
2004,cana,150,150,9000,450,60000,3.9,0,50087,N,0,0.3,925,21,1
2005,cana,200,200,12000,600,60000,2.8,0,53045,EN,0,0.6,949,18,0
2006,cana,300,300,18000,900,60000,5.7,0,54908,LN,0,-0.9,885,29,5
2007,cana,300,300,15000,750,50000,-7.8,-16.7,55619,EN,0,0.6,1228,12,0
2008,cana,300,300,15000,750,50000,-4.1,0,55313,LN,1,-1.6,634,20,5
2009,cana,300,300,15000,750,50000,-0.4,0,54240,LN,0,-0.9,964,21,5
2010,cana,300,300,15000,750,50000,0.7,0,52670,EN,1,1.5,836,12,0
2011,cana,220,220,11000,550,50000,-0.5,0,50817,LN,0,-1.4,896,10,0
2012,cana,240,240,12000,720,50000,-1.5,0,48803,LN,0,-0.8,738,26,0
2013,cana,240,240,12000,840,50000,0.7,0,46678,LN,0,-0.6,765,16,2
2014,cana,200,200,10000,800,50000,4.5,0,44455,LN,0,-0.5,1075,11,0
2015,cana,160,160,8000,1280,50000,14,0,42164,EN,0,0.5,640,22,1
2016,cana,150,150,6000,780,40000,0.7,-20,39876,EN,1,2.2,791,23,12
2017,cana,70,70,2100,294,30000,-16.4,-25,37711,LN,0,-0.7,782,15,2
2018,cana,100,100,3000,600,30000,-11.6,0,35807,LN,0,-1.1,847,23,1
2019,cana,100,100,3000,600,30000,-8,0,34291,EN,0,0.6,833,14,0
2020,cana,100,100,3667,711,36670,14.6,22.2,33242,N,0,0.1,974,15,5
2021,cana,100,100,3556,711,35560,11.2,-3,32672,LN,0,-1.2,892,18,5
2022,cana,80,80,2880,533,36000,11.2,1.2,32521,LN,0,-1.2,1206,12,2
2023,cana,100,100,3321,631,33210,-0.2,-7.8,32668,LN,0,-0.8,917,14,0
2024,cana,100,100,3120,624,31200,-9.6,-6.1,32957,EN,0,1.2,719,22,12
1997,feijao,350,350,140,56,400,17,,355,N,0,-0.3,1125,8,0
1998,feijao,350,350,73,51,209,-45.1,-47.9,373,EN,1,2.3,742,13,8
1999,feijao,348,348,129,84,371,-11.2,77.7,392,LN,1,-1.6,921,15,1
2000,feijao,308,308,166,96,539,18.8,45.4,411,LN,1,-1.6,1127,13,1
2001,feijao,308,308,98,65,318,-35.1,-41,430,LN,0,-0.7,683,20,4
2002,feijao,308,308,166,332,539,2.6,69.4,448,N,0,-0.3,1123,6,0
2003,feijao,308,308,166,274,539,-4.2,0,465,EN,0,1.2,799,16,0
2004,feijao,650,400,354,363,885,51.6,64.2,481,N,0,0.3,925,21,1
2005,feijao,700,600,384,384,640,7,-27.7,495,EN,0,0.7,949,18,0
2006,feijao,500,500,75,139,150,-75.5,-76.6,508,LN,0,-0.8,885,29,5
2007,feijao,500,500,300,555,600,-3.1,200,518,EN,0,0.9,1228,12,0
2008,feijao,400,400,240,840,600,-1.9,0,526,LN,1,-1.5,634,20,5
2009,feijao,400,400,240,600,600,0,0,532,LN,0,-0.8,964,21,5
2010,feijao,700,450,306,765,680,14.6,13.3,534,EN,1,1.6,836,12,0
2011,feijao,690,690,374,855,542,-9.6,-20.3,533,LN,1,-1.6,896,10,0
2012,feijao,690,690,374,859,542,-9.9,0,528,LN,0,-1,738,26,0
