ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,50,90,0,1800,,,LN,1,,,
1975,arroz,,50,90,0,1800,,0,LN,0,,,
1985,arroz,,25,12,0,480,,,LN,0,835,37,0
1986,arroz,,10,12,0,1200,,150,N,0,621,26,0
1987,arroz,,8,1,0,125,,-89.6,EN,0,536,51,0
1988,arroz,10,10,8,0,800,,200,EN,0,261,103,2
1989,arroz,20,15,12,0,800,,0,LN,1,299,47,0
1991,arroz,10,10,8,2e-04,800,,,N,0,402,43,0
1993,arroz,2,0,0,0,,,,N,0,80,56,0
1994,arroz,10,10,10,2,1000,,,N,0,681,29,2
1995,arroz,10,10,8,2,800,,-20,EN,0,436,46,0
1996,arroz,12,12,8,3,667,,-16.7,LN,0,481,52,1
1997,arroz,5,5,3,1,600,,-10,N,0,392,31,0
2000,arroz,6,5,2,1,400,,,LN,1,595,22,1
1974,cana,,90,1800,0,20000,-16.3,,LN,1,,,
1975,cana,,100,2650,0,26500,14.1,32.5,LN,0,,,
1976,cana,,110,2750,0,25000,10.6,-5.7,LN,1,,,
1977,cana,,110,2750,0,25000,13.1,0,EN,0,,,
1978,cana,,90,2250,0,25000,15.1,0,EN,0,,,
1979,cana,,60,1020,0,17000,-20.6,-32,N,0,,,
1980,cana,,40,600,0,15000,-29.2,-11.8,EN,0,,,
1981,cana,,50,900,0,18000,-14.3,20,N,0,504,42,0
1982,cana,,60,1080,0,18000,-14,0,N,0,160,41,0
1983,cana,,50,900,0,18000,-13.8,0,EN,1,255,28,0
1984,cana,,80,2000,0,25000,18.9,38.9,LN,0,241,58,0
1985,cana,,90,2250,0,25000,17.2,0,LN,0,835,37,0
1986,cana,,70,1750,0,25000,15.8,0,N,0,621,26,0
1987,cana,,21,420,0,20000,-9.3,-20,EN,0,536,51,0
1988,cana,30,30,660,0,22000,-3,10,EN,0,261,103,2
1989,cana,20,20,440,0,22000,-4.7,0,LN,1,299,47,0
1990,cana,15,15,225,1e-04,15000,-34.8,-31.8,N,0,187,25,0
1991,cana,15,15,450,6e-04,30000,31.8,100,N,0,402,43,0
1992,cana,15,15,450,0.0221,30000,32.9,0,EN,1,417,42,2
1993,cana,10,5,100,0.04,20000,-9.6,-33.3,N,0,80,56,0
1994,cana,5,5,100,3,20000,-6.8,0,N,0,681,29,2
1995,cana,20,20,400,10,20000,-6.4,0,EN,0,436,46,0
1996,cana,70,50,1406,21,28120,28,40.6,LN,0,481,52,1
1997,cana,50,50,1000,16,20000,-12.2,-28.9,N,0,392,31,0
1999,cana,50,20,400,20,20000,-19.8,,LN,1,376,39,5
2000,cana,20,20,400,20,20000,-25.6,0,LN,1,595,22,1
2001,cana,20,20,300,15,15000,-49.4,-25,LN,0,351,31,0
2002,cana,25,25,375,19,15000,-53.7,0,N,0,709,30,5
2003,cana,25,25,1000,150,40000,16.2,166.7,EN,0,535,30,13
2004,cana,15,15,600,150,40000,9.9,0,N,0,793,21,12
2005,cana,20,20,800,120,40000,3.3,0,EN,0,443,38,7
2006,cana,20,20,800,120,40000,0,0,LN,0,459,64,4
2007,cana,20,20,800,125,40000,0,0,EN,0,425,23,18
2008,cana,20,20,800,120,40000,1.4,0,LN,1,632,48,5
2009,cana,20,20,800,120,40000,3.6,0,LN,0,447,70,9
2010,cana,25,20,800,120,40000,9.7,0,EN,1,315,26,14
2011,cana,10,10,350,46,35000,5.7,-12.5,LN,1,654,39,7
2012,cana,12,8,80,13,10000,-67.1,-71.4,LN,0,218,45,2
2013,cana,12,6,60,9,10000,-64.6,0,N,0,172,69,26
2014,cana,2,2,40,8,20000,-23,100,N,0,466,24,5
2015,cana,5,2,42,21,21000,-13.3,5,EN,0,324,39,6
2016,cana,5,5,100,40,20000,-12.7,-4.8,EN,1,411,48,27
2017,cana,5,5,80,48,16000,-26.4,-20,N,0,288,77,36
2018,cana,5,5,100,61,20000,-4,25,LN,0,381,55,27
2019,cana,10,10,224,108,22400,10.8,12,EN,0,560,36,13
2020,cana,13,13,286,186,22000,11,-1.8,EN,0,784,35,42
2021,cana,12,12,240,108,20000,1.7,-9.1,LN,0,432,23,13
2022,cana,14,14,280,185,20000,0.8,0,LN,0,570,20,22
2023,cana,14,14,289,198,20643,1.8,3.2,LN,0,619,25,2
2024,cana,7,7,144,72,20571,-1.8,-0.3,EN,1,569,36,55
1974,feijao,,2100,890,0,424,26.5,,LN,1,,,
1975,feijao,,2150,600,0,279,-3.8,-34.2,LN,0,,,
1976,feijao,,2200,264,0,120,-52.1,-57,LN,1,,,
1977,feijao,,2400,720,0,300,38,150,EN,0,,,
1978,feijao,,2300,1242,0,540,185.4,80,EN,0,,,
1979,feijao,,720,72,0,100,-39.6,-81.5,N,0,,,
1980,feijao,,400,14,0,35,-76.2,-65,EN,0,,,
1981,feijao,,900,90,0,100,-25.3,185.7,N,0,504,42,0
1982,feijao,,900,81,0,90,-27.5,-10,N,0,160,41,0
1983,feijao,,500,35,0,70,-42.3,-22.2,EN,1,255,28,0
1984,feijao,,3000,720,0,240,90.9,200,LN,0,241,58,0
1985,feijao,,1960,246,0,126,-4,-47.7,LN,0,835,37,0
1986,feijao,,2020,604,0,299,116.3,138.2,N,0,621,26,0
1987,feijao,,370,23,0,62,-58.7,-79.2,EN,0,536,51,0
1988,feijao,1380,1170,292,0,250,55.2,200,EN,0,261,103,2
1989,feijao,1350,1030,147,1e-04,143,-15.6,-42.8,LN,1,299,47,0
1990,feijao,50,50,2,0,40,-77.4,-72,N,0,187,25,0
1991,feijao,1700,1450,279,0.0154,192,5,200,N,0,402,43,0
1992,feijao,2800,1120,144,0.1418,129,-30.8,-33.2,EN,1,417,42,2
1993,feijao,1010,0,0,0,,,,N,0,80,56,0
1994,feijao,3200,3200,1000,450,312,66.1,,N,0,681,29,2
1995,feijao,3520,2860,758,239,265,39,-15.2,EN,0,436,46,0
1996,feijao,3600,2062,453,296,220,12.7,-17.1,LN,0,481,52,1
1997,feijao,3400,2800,570,303,204,2.2,-7.3,N,0,392,31,0
1998,feijao,200,50,3,5,60,-70.5,-70.5,EN,1,305,24,33
1999,feijao,3200,130,12,10,92,-55.6,53.8,LN,1,376,39,5
2000,feijao,3200,1920,474,287,247,16.1,167.4,LN,1,595,22,1
2001,feijao,3200,0,0,0,,,,LN,0,351,31,0
2002,feijao,3700,3060,820,1189,268,22.6,,N,0,709,30,5
2003,feijao,2770,2770,831,1108,300,36.2,12,EN,0,535,30,13
2004,feijao,2780,2500,225,221,90,-59.6,-70,N,0,793,21,12
2005,feijao,2470,1870,453,528,242,8.5,169.2,EN,0,443,38,7
2006,feijao,2500,2500,760,651,304,38.5,25.5,LN,0,459,64,4
2007,feijao,2500,2450,490,577,200,-6.5,-34.2,EN,0,425,23,18
2008,feijao,2500,2500,765,1160,306,46.8,53,LN,1,632,48,5
2009,feijao,2500,2500,333,415,133,-32.9,-56.5,LN,0,447,70,9
2010,feijao,2610,180,17,49,94,-48.7,-29.1,EN,1,315,26,14
2011,feijao,2620,2080,375,635,180,4.1,90.9,LN,1,654,39,7
2012,feijao,2620,,,,,,,LN,0,218,45,2
2013,feijao,320,100,12,43,120,-27.3,,N,0,172,69,26
2014,feijao,1700,1700,454,716,267,64.1,122.5,N,0,466,24,5
2015,feijao,1500,,,,,,,EN,0,324,39,6
2016,feijao,1580,1015,91,391,90,-43.4,,EN,1,411,48,27
2017,feijao,1580,1220,203,511,166,6.5,85.6,N,0,288,77,36
2018,feijao,1420,1420,258,367,182,17.5,9.2,LN,0,381,55,27
2019,feijao,1370,1220,151,340,124,-19.1,-31.9,EN,0,560,36,13
2020,feijao,1525,1520,218,752,143,-5.2,15.9,EN,0,784,35,42
2021,feijao,1730,1530,343,1713,224,49.8,56.3,LN,0,432,23,13
2022,feijao,1650,1650,562,1993,341,129.6,51.9,LN,0,570,20,22
2023,feijao,1550,1350,57,230,42,-71.3,-87.6,LN,0,619,25,2
2024,feijao,1150,1150,122,553,106,-27,151.3,EN,1,569,36,55
1974,milho,,3500,3150,0,900,19.1,,LN,1,,,
1975,milho,,3200,2240,0,700,9.3,-22.2,LN,0,,,
1976,milho,,2400,864,0,360,-33.7,-48.6,LN,1,,,
1977,milho,,3000,1200,0,400,-13.8,11.1,EN,0,,,
1978,milho,,2800,1960,0,700,74.8,75,EN,0,,,
1979,milho,,750,180,0,240,-31.6,-65.7,N,0,,,
1980,milho,,300,18,0,60,-81.1,-75,EN,0,,,
1981,milho,,600,72,0,120,-60.2,100,N,0,504,42,0
1982,milho,,800,72,0,90,-69.4,-25,N,0,160,41,0
1983,milho,,600,36,0,60,-80.5,-33.3,EN,1,255,28,0
1984,milho,,3000,2400,0,800,132.9,200,LN,0,241,58,0
1985,milho,,2100,1050,0,500,32.1,-37.5,LN,0,835,37,0
1986,milho,,2200,1200,0,545,29,9.1,N,0,621,26,0
1987,milho,,400,52,0,130,-73.1,-76.2,EN,0,536,51,0
1988,milho,1300,1200,1080,0,900,69.1,200,EN,0,261,103,2
1989,milho,1200,1000,900,2e-04,900,57.3,0,LN,1,299,47,0
1990,milho,120,120,6,0,50,-91.8,-94.4,N,0,187,25,0
1991,milho,1500,1400,840,0.0185,600,-6.5,200,N,0,402,43,0
1992,milho,2500,1000,240,0.0687,240,-63.1,-60,EN,1,417,42,2
1993,milho,1000,0,0,0,,,,N,0,80,56,0
1994,milho,3000,3000,3000,390,1000,56.6,,N,0,681,29,2
1995,milho,3200,2560,2304,300,900,40.4,-10,EN,0,436,46,0
1996,milho,3000,2400,1615,286,673,3.6,-25.2,LN,0,481,52,1
1997,milho,3000,2200,1320,224,600,-8.9,-10.8,N,0,392,31,0
1998,milho,500,0,0,0,,,,EN,1,305,24,33
1999,milho,3000,50,5,1,100,-85.8,,LN,1,376,39,5
2000,milho,2700,1800,1080,286,600,-18.1,200,LN,1,595,22,1
2001,milho,2700,0,0,0,,,,LN,0,351,31,0
2002,milho,3500,2800,2800,1624,1000,31.6,,N,0,709,30,5
2003,milho,2700,2700,2160,827,800,5.8,-20,EN,0,535,30,13
2004,milho,2700,2300,552,187,240,-67.9,-70,N,0,793,21,12
2005,milho,2400,1800,1800,590,1000,35.9,200,EN,0,443,38,7
2006,milho,2400,2400,2400,821,1000,39.5,0,LN,0,459,64,4
2007,milho,2400,2400,1920,774,800,15.6,-20,EN,0,425,23,18
2008,milho,2400,1920,1344,524,700,5.3,-12.5,LN,1,632,48,5
2009,milho,2400,2400,1440,547,600,-2.4,-14.3,LN,0,447,70,9
2010,milho,2600,150,30,17,200,-63.4,-66.7,EN,1,315,26,14
2011,milho,2600,2080,1040,603,500,1.4,150,LN,1,654,39,7
2012,milho,2200,,,,,,,LN,0,218,45,2
2013,milho,90,80,14,8,175,-59.8,,N,0,172,69,26
2014,milho,1600,1600,1224,689,765,85,200,N,0,466,24,5
2015,milho,1500,,,,,,,EN,0,324,39,6
2016,milho,1500,500,90,90,180,-53.1,,EN,1,411,48,27
2017,milho,1500,1300,432,180,332,-11.9,84.6,N,0,288,77,36
2018,milho,1500,1500,540,356,360,-4,8.3,LN,0,381,55,27
2019,milho,1470,1300,664,448,511,35.7,41.9,EN,0,560,36,13
2020,milho,1600,1600,757,537,473,24.1,-7.4,EN,0,784,35,42
2021,milho,1800,1500,630,1260,420,7.5,-11.2,LN,0,432,23,13
2022,milho,1900,1900,1140,1520,600,48.6,42.9,LN,0,570,20,22
2023,milho,1800,1600,672,1008,420,0,-30,LN,0,619,25,2
2024,milho,1300,1300,273,318,210,-52.3,-50,EN,1,569,36,55
