ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,700,840,0,1200,14.1,,LN,1,,,
1975,arroz,,400,336,0,840,-3.2,-30,N,0,,,
1976,arroz,,364,202,0,555,-25.1,-33.9,LN,0,,,
1977,arroz,,400,120,0,300,-54.3,-45.9,EN,0,,,
1978,arroz,,400,220,0,550,-12.5,83.3,EN,0,,,
1979,arroz,,300,270,0,900,41.2,63.6,N,0,,,
1980,arroz,,330,248,0,752,2.9,-16.5,EN,0,,,
1981,arroz,,433,173,0,400,-47.6,-46.8,N,0,1132,11,1
1982,arroz,,600,540,0,900,14.7,125.3,N,0,2096,13,0
1983,arroz,,600,540,0,900,13.9,0,EN,1,1767,6,0
1984,arroz,,600,360,0,600,-27,-33.3,LN,0,1230,9,0
1985,arroz,,450,360,0,800,-6,33.3,LN,0,1495,13,0
1986,arroz,,600,600,0,1000,16.4,25,N,0,1400,15,0
1987,arroz,,600,510,0,850,0.2,-15,EN,1,1127,14,0
1988,arroz,600,600,540,0,900,6.5,5.9,EN,0,1308,13,2
1989,arroz,300,300,240,0,800,-7,-11.1,LN,1,1274,14,0
1990,arroz,350,350,210,0.0011,600,-32.2,-25,N,0,1085,8,0
1991,arroz,400,400,400,0.0109,1000,4.3,66.7,EN,0,1563,9,0
1992,arroz,510,510,585,0.15,1147,10.8,14.7,EN,1,1592,8,0
1993,arroz,450,450,515,2.2847,1144,7.7,-0.2,EN,0,1671,2,0
1994,arroz,370,370,395,87,1068,-3.2,-6.7,N,0,1274,7,0
1995,arroz,330,330,355,65,1076,-6,0.8,EN,0,1195,9,0
1996,arroz,280,280,305,74,1089,-8.7,1.3,LN,0,1094,7,0
1997,arroz,100,100,120,49,1200,-2,10.2,N,0,1585,10,0
1998,arroz,150,150,216,60,1440,15.9,20,EN,1,1319,13,0
2004,arroz,40,40,48,38,1200,-1.3,,N,0,1374,10,0
1974,cana,,19,1181,0,62158,72.3,,LN,1,,,
1975,cana,,30,1050,0,35000,-1.6,-43.7,N,0,,,
1976,cana,,30,1050,0,35000,-0.6,0,LN,0,,,
1977,cana,,30,1050,0,35000,0,0,EN,0,,,
1978,cana,,30,1108,0,36933,5.6,5.5,EN,0,,,
1979,cana,,30,1050,0,35000,-0.1,-5.2,N,0,,,
1980,cana,,30,1050,0,35000,-0.8,0,EN,0,,,
1981,cana,,30,1050,0,35000,-3.9,0,N,0,1132,11,1
2008,cana,177,177,15930,478,90000,-27.4,,LN,1,1587,16,2
2009,cana,498,498,55124,1917,110691,0,23,LN,0,1424,9,0
2010,cana,498,498,55124,2204,110691,11.3,0,EN,1,1153,6,0
2011,cana,622,622,56254,2813,90441,0.2,-18.3,LN,1,1466,6,0
2012,cana,704,704,44101,2285,62643,-24.7,-30.7,LN,0,1366,11,0
2013,cana,985,985,74871,3625,76011,-3.3,21.3,LN,0,1274,12,3
2014,cana,724,724,55748,2899,77000,1.6,1.3,N,0,873,17,0
2015,cana,579,579,39689,2580,68547,-8.5,-11,EN,0,1287,17,5
2016,cana,579,579,44598,3033,77026,3.6,12.4,EN,1,1129,14,6
2017,cana,608,608,46847,3279,77051,3.9,0,LN,0,858,15,0
2018,cana,725,725,50750,3806,70000,-3.8,-9.2,LN,0,1014,18,0
2019,cana,725,725,52200,3915,72000,0.6,2.9,EN,0,1322,6,0
2020,cana,754,754,53157,4024,70500,0.1,-2.1,N,0,1369,8,0
2021,cana,650,650,43550,5736,67000,-3.9,-5,LN,1,969,7,4
2022,cana,600,600,42600,5678,71000,2.6,6,LN,0,1442,10,0
2023,cana,550,550,38500,5390,70000,1.5,-1.4,LN,0,1072,7,0
2024,cana,570,570,38760,5620,68000,-1.3,-2.9,EN,1,1021,6,7
1974,feijao,,2585,1867,0,722,5.1,,LN,1,,,
1975,feijao,,2560,1552,0,606,-6,-16.1,N,0,,,
1976,feijao,,2520,1522,0,604,-0.6,-0.4,LN,0,,,
1977,feijao,,2160,1404,0,650,13.1,7.6,EN,0,,,
1978,feijao,,870,328,0,377,-31,-42,EN,0,,,
1979,feijao,,880,466,0,530,1.5,40.5,N,0,,,
1980,feijao,,710,391,0,551,9.7,4,EN,0,,,
1981,feijao,,975,433,0,444,-8.8,-19.4,N,0,1132,11,1
1982,feijao,,540,267,0,494,3.7,11.3,N,0,2096,13,0
1983,feijao,,260,156,0,600,27.4,21.3,EN,1,1767,6,0
1984,feijao,,250,120,0,480,2.1,-20,LN,0,1230,9,0
1985,feijao,,250,107,0,428,-9.7,-10.8,LN,0,1495,13,0
1986,feijao,,245,93,0,380,-21.2,-11.3,N,0,1400,15,0
1987,feijao,,290,116,0,400,-18.8,5.4,EN,1,1127,14,0
1988,feijao,180,180,108,0,600,18.2,50,EN,0,1308,13,2
1989,feijao,180,180,108,1e-04,600,14.1,0,LN,1,1274,14,0
1990,feijao,190,190,93,0.0013,489,-10.4,-18.4,N,0,1085,8,0
1991,feijao,220,220,124,0.0079,564,-1.2,15.2,EN,0,1563,9,0
1992,feijao,295,211,144,0.089,682,13.9,21.1,EN,1,1592,8,0
1993,feijao,240,240,168,1.5578,700,10.9,2.6,EN,0,1671,2,0
1994,feijao,280,280,168,102,600,-10.8,-14.3,N,0,1274,7,0
1995,feijao,330,330,219,99,664,-7.9,10.6,EN,0,1195,9,0
1996,feijao,300,300,210,98,700,-8.3,5.5,LN,0,1094,7,0
1997,feijao,200,200,280,183,1400,72.5,100,N,0,1585,10,0
1998,feijao,320,320,224,149,700,-19.5,-50,EN,1,1319,13,0
1999,feijao,590,590,579,223,981,7.8,40.2,LN,1,1215,8,0
2000,feijao,590,590,639,362,1083,15.8,10.4,LN,1,1515,13,0
2001,feijao,570,570,522,487,916,-4.4,-15.4,LN,0,964,12,0
2002,feijao,550,460,537,526,1167,19.8,27.5,N,0,1438,9,0
2003,feijao,400,398,434,465,1090,11.5,-6.6,EN,1,1400,20,2
2004,feijao,320,310,282,310,910,-4.5,-16.6,N,0,1374,10,0
2005,feijao,570,570,502,503,881,-3,-3.2,EN,0,1245,9,0
2006,feijao,400,370,310,260,838,-4.8,-4.9,LN,0,1357,11,0
2007,feijao,400,400,340,578,850,-1.5,1.5,EN,0,1585,14,0
2008,feijao,450,450,355,479,789,-6.9,-7.2,LN,1,1587,16,2
2009,feijao,550,550,425,531,773,-10.5,-2,LN,0,1424,9,0
2010,feijao,600,600,500,750,833,-9.4,7.8,EN,1,1153,6,0
2011,feijao,450,450,395,798,878,-11.9,5.3,LN,1,1466,6,0
2012,feijao,1420,1420,3010,8835,2120,96.3,141.5,LN,0,1366,11,0
2013,feijao,4965,4752,9514,27294,2002,68.5,-5.5,LN,0,1274,12,3
2014,feijao,4965,4965,9820,14442,1978,49.8,-1.2,N,0,873,17,0
2015,feijao,4965,4965,9870,22779,1988,38.5,0.5,EN,0,1287,17,5
2016,feijao,4255,4255,7794,35034,1832,19.3,-7.9,EN,1,1129,14,6
2017,feijao,3124,3124,6290,11394,2013,22.4,9.9,LN,0,858,15,0
2018,feijao,3217,3217,5788,11461,1799,2.8,-10.6,LN,0,1014,18,0
2019,feijao,3217,3217,5800,17728,1803,-2.9,0.2,EN,0,1322,6,0
2020,feijao,3395,3395,6176,22279,1819,-7.4,0.9,N,0,1369,8,0
2021,feijao,3175,3175,8390,39081,2643,27.4,45.3,LN,1,969,7,4
2022,feijao,3075,3075,6444,38377,2096,-3.9,-20.7,LN,0,1442,10,0
2023,feijao,3167,3167,7376,32069,2329,1.9,11.1,LN,0,1072,7,0
2024,feijao,3270,3200,7637,36171,2387,-0.2,2.5,EN,1,1021,6,7
1974,milho,,2000,4500,0,2250,30.7,,LN,1,,,
1975,milho,,3000,3960,0,1320,-20,-41.3,N,0,,,
1976,milho,,3000,4285,0,1428,-10.2,8.2,LN,0,,,
1977,milho,,2160,2808,0,1300,-15.8,-9,EN,0,,,
1978,milho,,2160,3240,0,1500,-0.4,15.4,EN,0,,,
1979,milho,,1800,3240,0,1800,21.5,20,N,0,,,
1980,milho,,2050,3075,0,1500,2,-16.7,EN,0,,,
1981,milho,,2050,3075,0,1500,1.9,0,N,0,1132,11,1
1982,milho,,970,1552,0,1600,7.6,6.7,N,0,2096,13,0
1983,milho,,980,1764,0,1800,18.8,12.5,EN,1,1767,6,0
1984,milho,,1500,1786,0,1191,-23.2,-33.9,LN,0,1230,9,0
1985,milho,,1200,1800,0,1500,-5.8,26,LN,0,1495,13,0
1986,milho,,1150,1955,0,1700,3.1,13.3,N,0,1400,15,0
1987,milho,,1550,2945,0,1900,10,11.8,EN,1,1127,14,0
1988,milho,1300,1300,1950,0,1500,-17.8,-21.1,EN,0,1308,13,2
1989,milho,1100,1100,2200,2e-04,2000,3.4,33.3,LN,1,1274,14,0
1990,milho,1200,1194,1689,0.0065,1415,-30.9,-29.3,N,0,1085,8,0
1991,milho,1350,1350,3240,0.0573,2400,10.2,69.7,EN,0,1563,9,0
1992,milho,1500,1500,3750,0.7127,2500,7.4,4.2,EN,1,1592,8,0
1993,milho,1700,1700,4420,14.8673,2600,5.3,4,EN,0,1671,2,0
1994,milho,1800,1800,4680,593,2600,-0.3,0,N,0,1274,7,0
1995,milho,2100,2100,5460,592,2600,-5.5,0,EN,0,1195,9,0
1996,milho,2000,2000,5600,663,2800,-3.2,7.7,LN,0,1094,7,0
1997,milho,2100,2100,7980,1125,3800,26.2,35.7,N,0,1585,10,0
1998,milho,2100,2100,5880,882,2800,-10.3,-26.3,EN,1,1319,13,0
1999,milho,2200,2200,7700,2048,3500,7.7,25,LN,1,1215,8,0
2000,milho,2200,2200,7700,2156,3500,3.1,0,LN,1,1515,13,0
2001,milho,2200,2200,7920,1327,3600,1.7,2.9,LN,0,964,12,0
2002,milho,2200,2200,7700,1991,3500,-5.4,-2.8,N,0,1438,9,0
2003,milho,2000,2000,7600,2379,3800,-2.2,8.6,EN,1,1400,20,2
2004,milho,2300,2300,9200,2300,4000,-2,5.3,N,0,1374,10,0
2005,milho,2250,2250,11588,3824,5150,20,28.8,EN,0,1245,9,0
2006,milho,1500,1300,5200,1212,4000,-11.6,-22.3,LN,0,1357,11,0
2007,milho,2000,2000,10000,4000,5000,3.9,25,EN,0,1585,14,0
2008,milho,1800,1800,9000,2997,5000,-2.5,0,LN,1,1587,16,2
2009,milho,1800,1800,9900,3020,5500,1.4,10,LN,0,1424,9,0
2010,milho,2000,2000,12000,3960,6000,4.6,9.1,EN,1,1153,6,0
2011,milho,2000,2000,11000,4510,5500,-9.4,-8.3,LN,1,1466,6,0
2012,milho,2523,2523,15795,6235,6260,-1.6,13.8,LN,0,1366,11,0
2013,milho,3941,3941,37354,15803,9478,43.6,51.4,LN,0,1274,12,3
2014,milho,3941,3941,31208,13637,7919,16.1,-16.5,N,0,873,17,0
2015,milho,3900,3900,30480,13730,7815,11.5,-1.3,EN,0,1287,17,5
2016,milho,3175,3175,27039,20283,8516,18.8,9,EN,1,1129,14,6
2017,milho,4100,4100,31426,14043,7665,4.9,-10,LN,0,858,15,0
2018,milho,4300,4300,30120,14490,7005,-5.6,-8.6,LN,0,1014,18,0
2019,milho,4250,4250,32236,18005,7585,1.1,8.3,EN,0,1322,6,0
2020,milho,3930,3930,28195,21452,7174,-5.1,-5.4,N,0,1369,8,0
2021,milho,3515,3515,26573,41806,7560,-0.4,5.4,LN,1,969,7,4
2022,milho,3515,3515,26475,38502,7532,-0.8,-0.4,LN,0,1442,10,0
2023,milho,3900,3900,35340,33207,9062,19.8,20.3,LN,0,1072,7,0
2024,milho,4400,4400,33630,30112,7643,1.7,-15.7,EN,1,1021,6,7
2003,milho1,2000,2000,7600,,3800,-1.6,,EN,1,1400,20,2
2004,milho1,2300,2300,9200,,4000,-2.7,5.3,N,0,1374,10,0
2005,milho1,2250,2250,11588,,5150,18,28.8,EN,0,1245,9,0
2006,milho1,1500,1300,5200,,4000,-13.5,-22.3,LN,0,1357,11,0
2007,milho1,2000,2000,10000,,5000,2.5,25,EN,0,1585,14,0
2008,milho1,1800,1800,9000,,5000,-2.4,0,LN,1,1587,16,2
2009,milho1,1800,1800,9900,,5500,2.4,10,LN,0,1424,9,0
2010,milho1,2000,2000,12000,,6000,6.2,9.1,EN,1,1153,6,0
2011,milho1,2000,2000,11000,,5500,-7.4,-8.3,LN,1,1466,6,0
2012,milho1,2423,2423,15315,,6321,-1.5,14.9,LN,0,1366,11,0
2013,milho1,3841,3841,36874,,9600,37.8,51.9,LN,0,1274,12,3
2014,milho1,3841,3841,30728,,8000,3.6,-16.7,N,0,873,17,0
2015,milho1,3800,3800,30000,,7895,-5.7,-1.3,EN,0,1287,17,5
2016,milho1,2270,2270,20000,,8811,3.3,11.6,EN,1,1129,14,6
2017,milho1,2400,2400,21600,,9000,7,2.2,LN,0,858,15,0
2018,milho1,2400,2400,18720,,7800,-5.2,-13.3,LN,0,1014,18,0
2019,milho1,2400,2400,18196,,7582,-6.6,-2.8,EN,0,1322,6,0
2020,milho1,2430,2430,20995,,8640,3.7,14,N,0,1369,8,0
2021,milho1,2680,2680,23316,,8700,1.7,0.7,LN,1,969,7,4
2022,milho1,2680,2680,24120,,9000,4.2,3.4,LN,0,1442,10,0
2023,milho1,3000,3000,28800,,9600,11.1,6.7,LN,0,1072,7,0
2024,milho1,3500,3500,27440,,7840,-8.6,-18.3,EN,1,1021,6,7
2012,milho2,100,100,480,,4800,,,LN,0,1366,11,0
2013,milho2,100,100,480,,4800,,0,LN,0,1274,12,3
2014,milho2,100,100,480,,4800,,0,N,0,873,17,0
2015,milho2,100,100,480,,4800,,0,EN,0,1287,17,5
2016,milho2,905,905,7039,,7778,,62,EN,1,1129,14,6
2017,milho2,1700,1700,9826,,5780,,-25.7,LN,0,858,15,0
2018,milho2,1900,1900,11400,,6000,,3.8,LN,0,1014,18,0
2019,milho2,1850,1850,14040,,7589,,26.5,EN,0,1322,6,0
2020,milho2,1500,1500,7200,,4800,,-36.8,N,0,1369,8,0
2021,milho2,835,835,3257,,3901,,-18.7,LN,1,969,7,4
2022,milho2,835,835,2355,,2820,,-27.7,LN,0,1442,10,0
2023,milho2,900,900,6540,,7267,,157.7,LN,0,1072,7,0
