ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,1800,1728,0,960,-3.2,,892,LN,1,-1.9,,,
1975,arroz,,1800,1728,0,960,-3.4,0,915,N,0,-0.2,,,
1976,arroz,,4500,5400,0,1200,20.3,25,938,LN,0,-1.1,,,
1977,arroz,,9500,6840,0,720,-28.2,-40,962,EN,0,1.1,,,
1978,arroz,,11530,11040,0,958,-5,33,987,EN,0,1.1,,,
1979,arroz,,16650,22478,0,1350,32.8,41,1012,N,0,0.2,,,
1980,arroz,,20987,25184,0,1200,16.8,-11.1,1038,EN,0,0.7,,,
1981,arroz,,11220,6059,0,540,-48,-55,1065,N,0,0.2,1644,9,20
1982,arroz,,15900,22260,0,1400,32.6,159.3,1092,N,0,0,2064,4,5
1983,arroz,,6500,6500,0,1000,-6.5,-28.6,1120,EN,1,2.5,1718,4,6
1984,arroz,,5050,4850,0,960,-11.5,-4,1149,LN,0,-1,1425,5,7
1985,arroz,,6400,7680,0,1200,7.5,24.9,1179,LN,0,-1,1769,5,19
1986,arroz,,11400,10490,0,920,-20.3,-23.3,1209,N,0,-0.2,1001,7,19
1987,arroz,,9526,13707,0,1439,20.5,56.4,1240,EN,1,1.5,1190,5,15
1988,arroz,8950,8850,9880,1e-04,1116,-10.2,-22.4,1272,EN,0,0.9,1801,6,19
1989,arroz,4858,4570,7190,4e-04,1573,21.3,40.9,1305,LN,1,-1.9,1365,4,11
1990,arroz,1800,1100,850,0.0035,773,-42.4,-50.9,1338,N,0,0,1196,5,15
1991,arroz,1388,1053,2380,0.0433,2260,63.3,192.5,1372,EN,0,0.5,1308,7,23
1992,arroz,2817,2737,4420,0.9644,1615,12.7,-28.6,1408,EN,1,2.1,1143,3,14
1993,arroz,2000,1300,1200,2.8364,923,-37.9,-42.8,1444,N,0,0.3,1099,4,10
1994,arroz,600,350,550,50,1571,1.9,70.2,1481,N,0,0.3,1406,3,22
1995,arroz,400,400,750,75,1875,16.6,19.3,1519,EN,0,1.4,1578,7,35
1996,arroz,600,600,720,126,1200,-28.6,-36,1558,LN,0,-0.9,1175,5,22
1997,arroz,450,450,900,162,2000,14,66.7,1598,N,0,-0.3,1655,4,17
1998,arroz,750,750,1350,304,1800,-2.3,-10,1639,EN,1,2.3,1330,5,58
1999,arroz,1000,860,1540,385,1791,-7.8,-0.5,1681,LN,1,-1.6,1482,5,33
2000,arroz,1033,1033,2580,557,2498,23.5,39.5,1724,LN,1,-1.6,1385,5,21
2001,arroz,1000,734,1180,330,1608,-22.4,-35.6,1768,LN,0,-0.7,1030,10,30
2002,arroz,700,700,1540,516,2200,4.2,36.8,1814,N,0,-0.3,1455,4,10
2003,arroz,500,500,1200,640,2400,11.7,9.1,1860,EN,0,1.2,1648,3,40
2004,arroz,1400,1400,3300,1759,2357,7.9,-1.8,1908,N,0,0.3,1573,10,24
2005,arroz,1448,1116,1345,336,1205,-45.6,-48.9,1957,EN,0,0.7,1424,6,18
2006,arroz,500,350,700,233,2000,-11.4,65.9,2008,LN,0,-0.8,1377,6,31
2007,arroz,300,300,630,221,2100,-8.5,5,2059,EN,0,0.9,1342,8,13
2008,arroz,425,425,1167,622,2746,18.8,30.8,2112,LN,1,-1.5,1222,6,29
2009,arroz,700,600,1260,630,2100,-8.9,-23.5,2166,LN,0,-0.8,1390,11,29
2010,arroz,600,600,1500,900,2500,9.4,19,2222,EN,1,1.6,1480,4,15
2011,arroz,500,500,1250,675,2500,10.9,0,2279,LN,1,-1.6,1459,4,22
2012,arroz,400,400,960,523,2400,8.5,-4,2337,LN,0,-1,1226,3,9
