ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1990,feijao,2,2,1,0,500,7.3,,N,0,858,11,0
1991,feijao,2,2,1,0,500,-7.6,0,EN,0,640,11,2
2001,feijao,10,10,7,4,700,-28.8,,LN,0,511,13,0
2003,feijao,2,2,2,1,1000,0.1,,EN,1,293,24,9
2013,feijao,3,3,2,4,667,0.7,,LN,0,289,22,12
2014,feijao,3,3,2,4,667,-1.3,0,N,0,535,9,0
2015,feijao,3,3,2,2,667,-0.5,0,EN,0,429,13,0
2016,feijao,3,3,2,6,667,3.4,0,EN,1,196,41,17
2017,feijao,8,8,3,5,375,-34.2,-43.8,LN,0,308,12,1
2018,feijao,8,8,4,8,500,-5.9,33.3,LN,0,306,18,18
2019,feijao,9,9,5,14,556,-3.5,11.1,EN,0,518,22,31
2020,feijao,7,7,5,15,714,6.5,28.6,N,0,730,17,3
2021,feijao,7,7,5,17,714,-0.2,0,LN,1,330,14,0
2022,feijao,7,7,5,15,714,-3.6,0,LN,0,795,16,0
2023,feijao,8,8,6,18,750,0,5,LN,0,700,15,0
2024,feijao,8,8,6,15,750,0.7,0,EN,1,868,11,10
1990,milho,3,3,2,0,667,4.2,,N,0,858,11,0
1991,milho,3,3,2,1e-04,667,-1,0,EN,0,640,11,2
1992,milho,3,3,2,4e-04,667,-5.8,0,EN,1,628,19,0
1994,milho,3,3,2,0,667,-14.3,,N,0,441,15,4
1995,milho,5,5,4,1,800,-0.8,20,EN,0,296,25,9
1996,milho,6,6,5,1,833,-0.5,4.2,LN,0,460,24,2
1997,milho,8,8,7,1,875,2.7,5,N,0,874,18,0
1998,milho,8,8,7,1,875,2.2,0,EN,1,339,14,29
1999,milho,6,6,5,1,833,-1.9,-4.8,LN,1,470,14,1
2000,milho,5,5,4,1,800,-4.2,-4,LN,1,856,8,3
2001,milho,5,5,4,1,800,-1.4,0,LN,0,511,13,0
2002,milho,5,5,4,1,800,2.2,0,N,0,595,18,0
2003,milho,4,4,4,1,1000,32.8,25,EN,1,293,24,9
2012,milho,10,10,7,7,700,-6.5,,LN,0,483,13,0
2013,milho,10,10,8,4,800,3,14.3,LN,0,289,22,12
2014,milho,10,10,8,4,800,-4.9,0,N,0,535,9,0
2017,milho,33,33,33,29,1000,3.4,,LN,0,308,12,1
2018,milho,33,33,33,23,1000,0.8,0,LN,0,306,18,18
2019,milho,35,35,36,22,1029,1.9,2.9,EN,0,518,22,31
2020,milho,30,30,30,21,1000,-1.8,-2.8,N,0,730,17,3
2021,milho,33,33,33,25,1000,-2,0,LN,1,330,14,0
2022,milho,30,30,30,39,1000,-1.4,0,LN,0,795,16,0
2023,milho,30,30,29,29,967,-3.3,-3.3,LN,0,700,15,0
2024,milho,30,30,31,29,1033,5.7,6.9,EN,1,868,11,10
2003,milho1,4,4,4,,1000,,,EN,1,293,24,9
2017,milho1,33,33,33,,1000,,,LN,0,308,12,1
2018,milho1,33,33,33,,1000,,0,LN,0,306,18,18
2019,milho1,35,35,36,,1029,,2.9,EN,0,518,22,31
2020,milho1,30,30,30,,1000,,-2.8,N,0,730,17,3
2021,milho1,33,33,33,,1000,,0,LN,1,330,14,0
2022,milho1,30,30,30,,1000,,0,LN,0,795,16,0
2023,milho1,30,30,29,,967,,-3.3,LN,0,700,15,0
2024,milho1,30,30,31,,1033,,6.9,EN,1,868,11,10
2012,milho2,10,10,7,,700,,,LN,0,483,13,0
2013,milho2,10,10,8,,800,,14.3,LN,0,289,22,12
2014,milho2,10,10,8,,800,,0,N,0,535,9,0
