ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,1350,1350,0,1000,-17.9,,1207,LN,1,-1.9,,,
1975,arroz,,1270,1905,0,1500,16.7,50,1278,N,0,-0.2,,,
1976,arroz,,1200,2100,0,1750,28.5,16.7,1355,LN,0,-1.1,,,
1977,arroz,,1409,2066,0,1466,1.2,-16.2,1436,EN,0,1.1,,,
1978,arroz,,1753,2124,0,1212,-21.5,-17.4,1525,EN,0,1.1,,,
1979,arroz,,1180,1529,0,1296,-21.2,6.9,1621,N,0,0.2,,,
1980,arroz,,1298,2271,0,1750,0,35,1725,EN,0,0.7,,,
1981,arroz,,1180,2360,0,2000,7.4,14.3,1836,N,0,0.2,1061,17,8
1982,arroz,,280,560,0,2000,-0.1,0,1952,N,0,0,1459,16,0
1983,arroz,,252,504,0,2000,-6.9,0,2073,EN,1,2.5,1389,10,4
1984,arroz,,260,650,0,2500,9.9,25,2194,LN,0,-1,1112,15,35
1985,arroz,,298,732,0,2456,2.4,-1.7,2313,LN,0,-1,1661,9,7
1986,arroz,,310,755,0,2435,-2.9,-0.9,2428,N,0,-0.2,1112,14,2
1987,arroz,,315,840,0,2667,3.4,9.5,2538,EN,1,1.5,904,20,24
1988,arroz,270,270,657,0,2433,-7.9,-8.7,2646,EN,0,0.9,1208,14,14
1989,arroz,275,275,795,1e-04,2891,7.3,18.8,2753,LN,1,-1.9,1149,14,3
1990,arroz,240,240,685,0.005,2854,3.6,-1.3,2863,N,0,0,950,17,26
1991,arroz,150,150,405,0.0094,2700,-5.9,-5.4,2979,EN,0,0.5,1322,12,12
1992,arroz,210,210,625,0.1591,2976,-0.9,10.2,3103,EN,1,2.1,1063,13,0
1993,arroz,210,210,630,2.9782,3000,-5.3,0.8,3234,N,0,0.3,1120,11,5
1994,arroz,210,210,630,126,3000,-10.8,0,3370,N,0,0.3,1238,14,18
1995,arroz,180,180,696,174,3867,9.2,28.9,3505,EN,0,1.4,868,12,26
1996,arroz,130,130,516,144,3969,6.6,2.7,3635,LN,0,-0.9,1181,10,12
1997,arroz,130,130,516,144,3969,1.9,0,3752,N,0,-0.3,1316,9,2
1998,arroz,130,130,516,129,3969,-1.2,0,3852,EN,1,2.3,951,15,37
1999,arroz,130,130,516,144,3969,-3.6,0,3932,LN,1,-1.6,1076,8,11
2000,arroz,100,100,420,88,4200,0.7,5.8,3990,LN,1,-1.6,1305,9,11
2001,arroz,50,50,165,35,3300,-21.5,-21.4,4027,LN,0,-0.7,861,13,19
2002,arroz,30,30,126,69,4200,-0.4,27.3,4042,N,0,-0.3,1230,10,3
2003,arroz,30,30,126,79,4200,-0.3,0,4037,EN,0,1.2,1309,19,27
2004,arroz,50,50,210,189,4200,0.8,0,4011,N,0,0.3,1470,9,4
2005,arroz,50,50,210,168,4200,2.8,0,3962,EN,0,0.7,1436,8,4
2006,arroz,30,30,126,120,4200,5.6,0,3891,LN,0,-0.8,957,17,15
2007,arroz,30,30,102,102,3400,-11.4,-19,3800,EN,0,0.9,1415,17,5
2009,arroz,10,10,42,23,4200,21.1,,3574,LN,0,-0.8,1577,8,12
2010,arroz,15,15,46,27,3067,-5.2,-27,3450,EN,1,1.6,1237,13,25
2011,arroz,15,15,46,23,3067,3.2,0,3328,LN,1,-1.6,1419,34,14
1974,cana,,1300,39000,0,30000,11.6,,27934,LN,1,-1.5,,,
1975,cana,,1300,32760,0,25200,-10.1,-16,28750,N,0,-0.1,,,
1976,cana,,1300,35030,0,26946,-7.6,6.9,29589,LN,0,-1,,,
1977,cana,,1300,35490,0,27300,-9.8,1.3,30449,EN,0,1,,,
1978,cana,,1300,45500,0,35000,11.6,28.2,31328,EN,0,0.9,,,
1979,cana,,1270,44450,0,35000,7.8,0,32225,N,0,0.2,,,
1980,cana,,1320,46200,0,35000,4.3,0,33138,EN,0,0.6,,,
1981,cana,,1240,43400,0,35000,1,0,34067,N,0,0,1061,17,8
1982,cana,,532,18620,0,35000,-2.1,0,35011,N,0,0.1,1459,16,0
1983,cana,,510,17850,0,35000,-4.8,0,35970,EN,1,2.5,1389,10,4
1984,cana,,560,19600,0,35000,-7.1,0,36942,LN,0,-0.5,1112,15,35
1985,cana,,560,19600,0,35000,-9.3,0,37927,LN,0,-0.8,1661,9,7
1986,cana,,800,36000,0,45000,13.6,28.6,38923,N,0,-0.3,1112,14,2
1987,cana,,720,32400,0,45000,10.8,0,39929,EN,1,1.6,904,20,24
1988,cana,600,600,27000,0,45000,7.9,0,40942,EN,0,0.7,1208,14,14
1989,cana,600,600,24000,1e-04,40000,-6.6,-11.1,41963,LN,1,-1.7,1149,14,3
1990,cana,600,600,24000,0.0071,40000,-9,0,42992,N,0,0.2,950,17,26
1991,cana,600,600,24000,0.0209,40000,-11.5,0,44032,EN,0,0.6,1322,12,12
1992,cana,620,620,31000,0.2429,50000,8,25,45088,EN,1,2.3,1063,13,0
1993,cana,620,620,31000,23.064,50000,5.5,0,46165,EN,0,0.5,1120,11,5
1994,cana,490,490,24500,613,50000,2.7,0,47271,N,0,0.3,1238,14,18
1995,cana,490,490,24500,735,50000,-1,0,48410,EN,0,1.3,868,12,26
1996,cana,490,490,24500,686,50000,-4.9,0,49588,LN,0,-0.9,1181,10,12
1997,cana,286,286,8580,395,30000,-45.1,-40,50806,N,0,-0.2,1316,9,2
1998,cana,286,286,8580,429,30000,-47.5,0,52062,EN,1,2.2,951,15,37
1999,cana,290,290,17400,870,60000,0.2,100,53348,LN,1,-1.5,1076,8,11
2000,cana,240,240,14400,720,60000,-3.3,0,54653,LN,1,-1.7,1305,9,11
2001,cana,240,240,14400,720,60000,-5.5,0,55964,LN,0,-0.6,861,13,19
2002,cana,200,200,14000,322,70000,8,16.7,57263,N,0,-0.1,1230,10,3
2003,cana,325,325,22750,592,70000,6.1,0,58533,EN,0,0.9,1309,19,27
