ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,arroz,650,650,1040,3.5171,1600,4.5,,N,0,996,7,0
1994,arroz,450,450,675,108,1500,-3.7,-6.2,N,0,627,13,0
1995,arroz,450,450,675,101,1500,-5.2,0,EN,0,953,9,0
1996,arroz,400,400,680,116,1700,5.8,13.3,LN,0,832,10,0
1997,arroz,400,400,640,138,1600,-1.9,-5.9,N,0,1156,9,0
1998,arroz,300,300,480,129,1600,-3.2,0,EN,1,971,7,0
1999,arroz,250,250,438,113,1752,4.5,9.5,LN,1,856,13,0
2000,arroz,200,200,340,77,1700,0.1,-3,LN,1,760,9,0
2001,arroz,200,200,340,78,1700,-0.5,0,LN,0,827,5,0
2002,arroz,200,200,340,112,1700,-0.9,0,N,0,917,16,0
2003,arroz,150,150,255,122,1700,-0.5,0,EN,0,985,7,0
2004,arroz,120,120,216,125,1800,5.8,5.9,N,0,876,9,0
2005,arroz,100,100,110,37,1100,-35.3,-38.9,EN,0,859,12,0
2006,arroz,50,50,80,27,1600,-6,45.5,LN,0,932,10,1
2007,arroz,20,20,34,14,1700,-1.3,6.2,EN,0,1010,7,0
2008,arroz,15,15,26,16,1733,-0.5,2,LN,1,850,7,0
2009,arroz,10,10,15,8,1500,-15.2,-13.5,LN,0,876,7,0
2010,arroz,10,10,19,11,1900,5.7,26.7,EN,1,1445,10,0
2011,arroz,5,5,10,5,2000,10.8,5.3,LN,1,1200,6,0
2012,arroz,5,5,9,5,1800,-0.3,-10,LN,0,949,12,0
2013,arroz,5,5,9,7,1800,0.4,0,N,0,889,10,0
2014,arroz,4,4,7,6,1750,-1.4,-2.8,N,0,747,10,0
2015,arroz,4,4,7,6,1750,-0.8,0,EN,0,852,21,0
2016,arroz,4,4,7,7,1750,-0.4,0,EN,1,1482,8,0
2017,arroz,4,4,7,7,1750,-0.9,0,N,0,792,8,0
2018,arroz,5,5,9,8,1800,1.4,2.9,LN,0,1250,9,0
2019,arroz,5,5,10,8,2000,12.3,11.1,EN,0,870,5,1
2020,arroz,5,5,9,10,1800,1,-10,EN,0,714,9,3
2021,arroz,5,5,9,15,1800,1.3,0,LN,0,758,7,3
2022,arroz,5,5,9,13,1800,1.9,0,LN,0,1033,8,0
2023,arroz,5,5,9,13,1800,3,0,LN,0,1161,8,0
2024,arroz,7,7,11,18,1571,-8.9,-12.7,EN,1,906,9,1
2006,cana,300,300,25500,714,85000,0,,LN,0,932,10,1
2007,cana,300,300,25500,1020,85000,0,0,EN,0,1010,7,0
2008,cana,300,300,25500,714,85000,0,0,LN,1,850,7,0
2009,cana,300,300,25500,1275,85000,0,0,LN,0,876,7,0
2010,cana,300,300,25500,918,85000,0,0,EN,1,1445,10,0
2011,cana,300,300,25500,1556,85000,0,0,LN,1,1200,6,0
2012,cana,300,300,25500,1530,85000,-0.1,0,LN,0,949,12,0
2013,cana,300,300,25500,1317,85000,0,0,N,0,889,10,0
2014,cana,300,300,25500,1348,85000,0.7,0,N,0,747,10,0
2015,cana,300,300,25000,1346,83333,-0.6,-2,EN,0,852,21,0
2016,cana,300,300,25000,1631,83333,-0.6,0,EN,1,1482,8,0
2017,cana,200,200,17000,1141,85000,0.8,2,N,0,792,8,0
2018,cana,180,180,15300,1033,85000,-0.1,0,LN,0,1250,9,0
2019,cana,180,180,15300,1012,85000,0.4,0,EN,0,870,5,1
2020,cana,193,193,15620,1146,80933,-2.8,-4.8,EN,0,714,9,3
2021,cana,193,193,15620,1526,80933,-0.4,0,LN,0,758,7,3
2022,cana,193,193,15620,1840,80933,1.9,0,LN,0,1033,8,0
2023,cana,193,193,15620,1857,80933,4.7,0,LN,0,1161,8,0
2024,cana,95,95,7125,926,75000,0,-7.3,EN,1,906,9,1
1993,feijao,1450,1450,1075,12.5095,741,-9.4,,N,0,996,7,0
1994,feijao,1100,1100,1015,467,923,8.5,24.5,N,0,627,13,0
