ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1989,arroz,102,102,500,0,4902,-1.1,,LN,1,563,7,0
1990,arroz,100,100,500,0.0015,5000,1.2,2,N,0,666,18,12
1991,arroz,100,100,500,0.0123,5000,1.9,0,N,0,645,8,1
1992,arroz,100,100,480,0.0672,4800,-1.4,-4,EN,1,799,9,2
1993,arroz,100,100,480,0.96,4800,0,0,N,0,835,6,1
1994,arroz,80,80,384,28,4800,0.2,0,N,0,987,6,0
1995,arroz,80,80,384,58,4800,-0.6,0,EN,0,902,8,7
1996,arroz,120,120,576,130,4800,0.1,0,LN,0,813,15,5
1997,arroz,120,120,576,132,4800,3.5,0,N,0,735,17,0
1998,arroz,120,120,507,148,4225,-4.6,-12,EN,1,1259,5,1
1999,arroz,120,120,507,158,4225,0.2,0,LN,1,536,8,0
2000,arroz,120,120,507,126,4225,3.1,0,LN,1,728,9,0
2001,arroz,120,120,456,143,3800,-7.2,-10.1,LN,0,1044,7,0
2002,arroz,120,120,504,188,4200,2.9,10.5,N,0,758,8,4
2003,arroz,120,120,504,332,4200,0.4,0,EN,0,919,9,2
2004,arroz,120,120,504,292,4200,-4.8,0,N,0,610,12,0
2005,arroz,120,120,600,264,5000,8,19,EN,0,561,11,1
2006,arroz,120,120,600,227,5000,2.8,0,LN,0,705,10,2
2007,arroz,120,120,600,237,5000,-1.9,0,EN,0,870,7,0
1989,milho,21,21,36,0,1714,,,LN,1,563,7,0
1990,milho,20,20,36,1e-04,1800,,5,N,0,666,18,12
1991,milho,20,20,36,5e-04,1800,,0,N,0,645,8,1
1992,milho,20,20,36,0.0025,1800,,0,EN,1,799,9,2
1993,milho,20,20,36,0.0444,1800,,0,N,0,835,6,1
1994,milho,20,20,36,4,1800,,0,N,0,987,6,0
1995,milho,20,20,36,2,1800,,0,EN,0,902,8,7
1998,milho,20,20,28,5,1400,,,EN,1,1259,5,1
2013,milho,1,1,3,2,3000,,,N,0,734,12,1
2014,milho,1,1,3,2,3000,,0,N,0,887,12,3
2024,soja,150,,,,,,,EN,1,809,15,0
