ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,cana,1357,1357,67850,1343,50000,0,,27132,N,0,-0.2,284,17,0
1998,cana,400,400,4000,68,10000,-80,-80,28771,EN,1,2.2,115,44,7
1999,cana,889,100,2000,36,20000,-60,100,30504,LN,1,-1.5,185,77,0
2000,cana,589,100,5000,125,50000,0,150,32322,LN,1,-1.7,279,14,0
2001,cana,210,210,10500,336,50000,0,0,34209,LN,0,-0.6,227,36,0
2002,cana,240,240,4800,144,20000,-60,-60,36135,N,0,-0.1,232,16,0
2003,cana,240,240,12000,413,50000,0,150,38062,EN,0,0.9,325,28,1
2004,cana,240,240,12000,432,50000,0,0,39941,N,0,0.3,504,70,0
2005,cana,110,110,4400,167,40000,-20,-20,41722,EN,0,0.6,104,26,2
2006,cana,110,110,5500,219,50000,0,25,43356,LN,0,-0.9,161,44,0
2007,cana,110,110,5500,193,50000,0,0,44803,EN,0,0.6,224,34,0
2008,cana,110,110,5500,193,50000,0,0,46037,LN,1,-1.6,254,35,0
2009,cana,110,110,5500,298,50000,0,0,47044,LN,0,-0.9,255,62,0
2010,cana,90,90,4500,288,50000,0,0,47826,EN,1,1.5,166,44,0
2011,cana,110,110,5500,352,50000,-0.2,0,48394,LN,0,-1.4,261,46,0
2012,cana,70,70,3500,238,50000,-0.4,0,48768,LN,0,-0.8,249,21,0
2013,cana,70,70,3500,228,50000,0,0,48975,LN,0,-0.6,82,76,0
2014,cana,90,90,4500,315,50000,0.5,0,49046,LN,0,-0.5,228,15,0
2015,cana,70,70,3500,280,50000,1.3,0,49014,EN,0,0.5,199,29,0
2016,cana,90,90,4500,464,50000,2,0,48916,EN,1,2.2,327,66,0
2017,cana,110,110,4950,262,45000,-7.5,-10,48788,LN,0,-0.7,215,66,0
2018,cana,80,80,2800,224,35000,-26.9,-22.2,48664,LN,0,-1.1,283,58,1
2019,cana,80,80,4000,320,50000,5.3,42.9,48572,EN,0,0.6,430,55,0
2020,cana,75,75,3750,375,50000,4.4,0,48532,N,0,0.1,213,44,7
2021,cana,75,75,3375,371,45000,-8,-10,48551,LN,0,-1.2,163,29,3
2022,cana,80,80,3200,538,40000,-20.9,-11.1,48622,LN,0,-1.2,314,53,9
2023,cana,80,80,4000,680,50000,-5.3,25,48731,LN,0,-0.8,370,21,0
2024,cana,85,85,5100,867,60000,7.7,20,48858,EN,0,1.2,437,26,1
1997,feijao,420,420,250,144,595,12.9,,314,N,0,-0.3,284,17,0
1998,feijao,150,50,20,26,400,-0.8,-32.8,313,EN,1,2.3,115,44,7
1999,feijao,120,60,12,8,200,-36.8,-50,312,LN,1,-1.6,185,77,0
2000,feijao,120,120,36,19,300,15,50,312,LN,1,-1.6,279,14,0
2001,feijao,110,45,6,6,133,-44.8,-55.6,311,LN,0,-0.7,227,36,0
2002,feijao,60,60,7,8,117,-53.4,-12.5,310,N,0,-0.3,232,16,0
2003,feijao,220,220,136,201,618,103.7,200,309,EN,0,1.2,325,28,1
2004,feijao,270,270,81,100,300,-24.2,-51.5,309,N,0,0.3,504,70,0
2005,feijao,320,320,124,165,388,-19.5,29.2,308,EN,0,0.7,104,26,2
2006,feijao,360,360,224,277,622,25.3,60.6,307,LN,0,-0.8,161,44,0
2007,feijao,330,330,198,198,600,22.3,-3.6,306,EN,0,0.9,224,34,0
2008,feijao,360,360,180,405,500,14.1,-16.7,306,LN,1,-1.5,254,35,0
2009,feijao,360,360,128,213,356,-6.1,-28.9,305,LN,0,-0.8,255,62,0
2010,feijao,200,200,12,24,60,-81.6,-83.1,304,EN,1,1.6,166,44,0
2011,feijao,385,385,67,134,174,-40.2,190,303,LN,1,-1.6,261,46,0
