ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,400,400,0,1000,-1.7,,854,LN,1,-1.9,,,
1975,arroz,,430,520,0,1209,9.3,20.9,930,N,0,-0.2,,,
1976,arroz,,650,437,0,672,-43.7,-44.4,1015,LN,0,-1.1,,,
1977,arroz,,1000,700,0,700,-45.2,4.1,1111,EN,0,1.1,,,
1978,arroz,,300,420,0,1400,2.9,100,1221,EN,0,1.1,,,
1979,arroz,,250,400,0,1600,10.9,14.3,1346,N,0,0.2,,,
1980,arroz,,250,400,0,1600,5,0,1486,EN,0,0.7,,,
1981,arroz,,250,400,0,1600,-0.3,0,1638,N,0,0.2,897,15,7
1982,arroz,,200,340,0,1700,0.9,6.2,1795,N,0,0,1038,13,3
1983,arroz,,200,320,0,1600,-9.5,-5.9,1948,EN,1,2.5,842,15,1
1984,arroz,,240,420,0,1750,-5.4,9.4,2084,LN,0,-1,944,12,26
1985,arroz,,80,310,0,3875,99.6,121.4,2191,LN,0,-1,1162,12,6
1986,arroz,,108,302,0,2796,36.8,-27.8,2257,N,0,-0.2,824,21,6
1987,arroz,,144,258,0,1792,-15.3,-35.9,2277,EN,1,1.5,612,15,18
1988,arroz,205,205,508,0,2478,15,38.3,2247,EN,0,0.9,761,19,41
1989,arroz,205,205,504,0,2459,12.8,-0.8,2174,LN,1,-1.9,614,17,10
1990,arroz,205,205,429,0.0044,2093,-3.5,-14.9,2066,N,0,0,733,20,12
1991,arroz,205,205,429,0.0343,2093,-2,0,1938,EN,0,0.5,631,17,12
1992,arroz,210,189,374,0.2693,1979,-5.6,-5.4,1805,EN,1,2.1,1099,9,5
1993,arroz,159,159,309,2.2727,1943,-4.3,-1.8,1682,N,0,0.3,919,14,18
1994,arroz,179,179,369,27,2061,5.2,6.1,1578,N,0,0.3,620,14,43
1995,arroz,109,109,82,13,752,-60.8,-63.5,1501,EN,0,1.4,476,27,64
1996,arroz,47,47,27,10,574,-69.5,-23.6,1454,LN,0,-0.9,598,14,46
1997,arroz,74,74,144,35,1946,5.1,200,1437,N,0,-0.3,880,5,9
1998,arroz,74,74,130,39,1757,-3.8,-9.7,1447,EN,1,2.3,600,19,76
1999,arroz,74,74,130,39,1757,-2.8,0,1479,LN,1,-1.6,856,22,37
2000,arroz,40,40,72,17,1800,0,2.5,1528,LN,1,-1.6,1205,7,5
2001,arroz,40,40,44,12,1100,-38.9,-38.9,1585,LN,0,-0.7,711,14,28
2002,arroz,40,40,72,50,1800,-0.1,63.6,1642,N,0,-0.3,1014,13,10
2003,arroz,40,40,72,50,1800,-1.3,0,1693,EN,0,1.2,720,9,22
2004,arroz,10,10,18,21,1800,-2.4,0,1732,N,0,0.3,845,10,14
2005,arroz,5,5,9,6,1800,-2.2,0,1755,EN,0,0.7,953,18,14
2006,arroz,10,10,20,14,2000,9.2,11.1,1763,LN,0,-0.8,910,17,39
2007,arroz,10,10,18,13,1800,-0.5,-10,1754,EN,0,0.9,1157,8,9
2008,arroz,10,10,18,13,1800,1.7,0,1730,LN,1,-1.5,653,30,26
2009,arroz,10,10,18,13,1800,4.6,0,1693,LN,0,-0.8,946,24,20
2010,arroz,10,10,18,12,1800,8.4,0,1643,EN,1,1.6,825,7,38
2011,arroz,10,8,11,8,1375,-13.5,-23.6,1584,LN,1,-1.6,790,9,10
2012,arroz,10,10,14,10,1400,-7.2,1.8,1519,LN,0,-1,613,9,4
2013,arroz,10,10,14,10,1400,-1.1,0,1452,N,0,-0.4,614,20,34
2014,arroz,10,10,14,10,1400,6.9,0,1385,N,0,-0.3,749,12,5
1974,cana,,80,2400,0,30000,-4.3,,30262,LN,1,-1.5,,,
1975,cana,,70,2100,0,30000,1.7,0,29994,N,0,-0.1,,,
1976,cana,,100,2720,0,27200,-4.1,-9.3,29662,LN,0,-1,,,
1977,cana,,100,3500,0,35000,25,28.7,29240,EN,0,1,,,
