ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,1110,3496,0,3150,5.3,,LN,1,,,
1975,arroz,,1110,3463,0,3120,0.6,-0.9,LN,0,,,
1976,arroz,,1180,3742,0,3171,-1.4,1.6,LN,1,,,
1977,arroz,,1180,3495,0,2962,-11.2,-6.6,EN,0,,,
1978,arroz,,1180,3067,0,2599,-24.9,-12.2,EN,0,,,
1979,arroz,,1180,4652,0,3942,9.8,51.7,N,0,,,
1980,arroz,,1255,4958,0,3951,6.1,0.2,EN,0,,,
1981,arroz,,1255,4711,0,3754,-2.9,-5,N,0,1142,7,0
1982,arroz,,1250,4692,0,3754,-6.4,0,N,0,1129,8,0
1983,arroz,,1250,4593,0,3674,-11.6,-2.1,EN,1,1405,10,0
1984,arroz,,1020,4669,0,4577,6.2,24.6,LN,0,1116,9,0
1985,arroz,,1015,4827,0,4756,6.2,3.9,LN,0,801,6,0
1986,arroz,,1015,4522,0,4455,-3.9,-6.3,N,0,721,12,2
1987,arroz,,1165,5197,0,4461,-6.9,0.1,EN,0,1059,14,0
1988,arroz,1165,1165,5772,2e-04,4955,-0.1,11.1,EN,0,857,11,2
1989,arroz,1165,1165,6347,0.0078,5448,6.5,10,LN,1,1070,14,0
1990,arroz,315,315,1672,0.0078,5308,1,-2.6,N,0,1000,13,0
1991,arroz,315,315,1671,0.0456,5305,-1,-0.1,N,0,829,9,0
1992,arroz,315,315,1821,0.437,5781,6.2,9,EN,1,1034,9,0
1993,arroz,315,315,1671,9.7222,5305,-4.2,-8.2,N,0,828,6,0
1994,arroz,315,315,1821,321,5781,2.8,9,N,0,1067,5,0
1995,arroz,315,315,1838,349,5835,2.4,0.9,EN,0,1319,8,2
1996,arroz,345,345,1787,357,5180,-10.5,-11.2,LN,0,964,7,3
1997,arroz,345,345,1787,386,5180,-12.1,0,N,0,1097,12,0
1998,arroz,365,365,2130,490,5836,-2.7,12.7,EN,1,1544,4,2
1999,arroz,360,360,2391,598,6642,8.8,13.8,LN,1,852,6,0
2000,arroz,345,345,2025,547,5870,-5.7,-11.6,LN,1,983,13,0
2001,arroz,330,330,2376,653,7200,13.4,22.7,LN,0,1129,7,5
2002,arroz,330,330,2145,601,6500,0.3,-9.7,N,0,853,12,10
2003,arroz,330,330,2310,1270,7000,6.3,7.7,EN,0,939,4,2
2004,arroz,330,330,2310,1386,7000,4.8,0,N,0,759,8,0
2005,arroz,340,340,2210,884,6500,-3.8,-7.1,EN,0,720,9,0
2006,arroz,340,340,2210,751,6500,-4.9,0,LN,0,605,5,0
2007,arroz,340,340,2380,809,7000,1.4,7.7,EN,0,815,6,0
2008,arroz,340,340,1904,1219,5600,-19.5,-20,LN,1,1033,8,0
2009,arroz,300,300,1800,936,6000,-14.5,7.1,LN,0,1550,5,0
2010,arroz,340,340,2380,1332,7000,-1.2,16.7,EN,1,1337,9,4
2011,arroz,340,340,2380,904,7000,-2.3,0,LN,1,1548,5,0
2012,arroz,300,300,2220,1154,7400,2.4,5.7,LN,0,683,8,0
2013,arroz,300,300,2220,1265,7400,1.6,0,N,0,650,6,2
2014,arroz,300,300,2220,1376,7400,0.9,0,N,0,875,9,9
2015,arroz,300,300,2220,1332,7400,0.3,0,EN,0,841,9,0
2016,arroz,300,300,2220,1687,7400,-0.1,0,EN,1,972,6,0
2017,arroz,300,300,2220,1643,7400,-0.5,0,N,0,754,10,0
2018,arroz,328,328,2427,1572,7399,-0.8,0,LN,0,827,9,0
2019,arroz,328,328,2516,1610,7671,2.7,3.7,EN,0,931,8,5
2020,arroz,328,328,2394,1843,7299,-2.4,-4.8,EN,0,710,13,0
2021,arroz,328,328,2460,3050,7500,0.3,2.8,LN,0,819,11,0
2022,arroz,328,328,2438,3901,7433,-0.5,-0.9,LN,0,859,11,0
2023,arroz,328,328,2447,4649,7460,0.1,0.4,LN,0,1266,11,0
2024,arroz,328,328,2447,4649,7460,0.4,0,EN,1,1253,8,1
2002,cana,7,7,280,14,40000,,,N,0,853,12,10
2003,cana,7,7,280,14,40000,,0,EN,0,939,4,2
2004,cana,7,7,280,18,40000,,0,N,0,759,8,0
2005,cana,7,7,280,17,40000,,0,EN,0,720,9,0
2006,cana,7,7,280,17,40000,,0,LN,0,605,5,0
2007,cana,7,7,280,17,40000,,0,EN,0,815,6,0
2008,cana,7,7,280,17,40000,,0,LN,1,1033,8,0
2009,cana,10,7,280,31,40000,,0,LN,0,1550,5,0
1974,feijao,,120,72,0,600,10.8,,LN,1,,,
1975,feijao,,180,108,0,600,3.7,0,LN,0,,,
1976,feijao,,120,72,0,600,-2,0,LN,1,,,
1978,feijao,,50,33,0,660,-1.9,,EN,0,,,
1979,feijao,,50,30,0,600,-14.2,-9.1,N,0,,,
1980,feijao,,75,42,0,560,-22.5,-6.7,EN,0,,,
1981,feijao,,75,55,0,733,-1.4,31,N,0,1142,7,0
1982,feijao,,80,65,0,812,6.7,10.8,N,0,1129,8,0
1983,feijao,,47,32,0,681,-12.3,-16.2,EN,1,1405,10,0
1984,feijao,,70,61,0,871,10.5,28,LN,0,1116,9,0
1985,feijao,,65,69,0,1062,33,21.8,LN,0,801,6,0
1986,feijao,,65,63,0,969,20.4,-8.7,N,0,721,12,2
1987,feijao,,60,51,0,850,5,-12.3,EN,0,1059,14,0
1988,feijao,70,70,57,0,814,1.8,-4.2,EN,0,857,11,2
1989,feijao,20,20,24,0,1200,54,47.4,LN,1,1070,14,0
1990,feijao,20,20,12,2e-04,600,-21.6,-50,N,0,1000,13,0
1991,feijao,20,20,12,5e-04,600,-20.6,0,N,0,829,9,0
1992,feijao,15,15,9,0.0041,600,-19.1,0,EN,1,1034,9,0
1993,feijao,15,15,12,0.1833,800,8.7,33.3,N,0,828,6,0
1994,feijao,15,15,14,6,933,25,16.7,N,0,1067,5,0
1995,feijao,15,15,12,5,800,4.4,-14.3,EN,0,1319,8,2
1996,feijao,88,88,64,29,727,-7.2,-9.1,LN,0,964,7,3
1997,feijao,88,88,64,26,727,-9.6,0,N,0,1097,12,0
1998,feijao,94,94,85,71,904,8.8,24.3,EN,1,1544,4,2
1999,feijao,94,94,79,52,840,-1.3,-7.1,LN,1,852,6,0
2000,feijao,70,70,60,41,857,-1,2,LN,1,983,13,0
2001,feijao,70,70,60,42,857,-2.5,0,LN,0,1129,7,5
2002,feijao,60,60,54,36,900,1.2,5,N,0,853,12,10
2003,feijao,60,60,54,43,900,0.6,0,EN,0,939,4,2
2004,feijao,60,60,54,43,900,0.5,0,N,0,759,8,0
2005,feijao,40,40,36,32,900,0.9,0,EN,0,720,9,0
2006,feijao,40,40,36,33,900,1.7,0,LN,0,605,5,0
2007,feijao,40,40,36,34,900,4.3,0,EN,0,815,6,0
2008,feijao,40,40,36,35,900,8.4,0,LN,1,1033,8,0
2009,feijao,40,40,24,24,600,-25.8,-33.3,LN,0,1550,5,0
2010,feijao,40,40,36,35,900,14.5,50,EN,1,1337,9,4
2011,feijao,40,40,36,36,900,19.3,0,LN,1,1548,5,0
2012,feijao,20,20,10,16,500,-32.6,-44.4,LN,0,683,8,0
2013,feijao,20,20,10,11,500,-33.2,0,N,0,650,6,2
2014,feijao,20,20,10,12,500,-34.3,0,N,0,875,9,9
2015,feijao,20,20,16,19,800,1,60,EN,0,841,9,0
2016,feijao,20,20,16,18,800,-4.7,0,EN,1,972,6,0
2017,feijao,20,20,20,43,1000,11.3,25,N,0,754,10,0
2018,feijao,5,5,5,8,1000,3,0,LN,0,827,9,0
2019,feijao,5,5,5,12,1000,-5.6,0,EN,0,931,8,5
2020,feijao,5,5,12,26,2400,107,140,EN,0,710,13,0
2021,feijao,5,5,12,53,2400,88.5,0,LN,0,819,11,0
2022,feijao,5,5,7,21,1400,0,-41.7,LN,0,859,11,0
2023,feijao,5,5,7,25,1400,-9.2,0,LN,0,1266,11,0
2024,feijao,5,5,9,33,1800,6.1,28.6,EN,1,1253,8,1
1974,milho,,2400,5760,0,2400,20.5,,LN,1,,,
1975,milho,,2400,5040,0,2100,4.2,-12.5,LN,0,,,
1976,milho,,2400,4320,0,1800,-11.7,-14.3,LN,1,,,
1977,milho,,2400,4800,0,2000,-3.1,11.1,EN,0,,,
1978,milho,,2400,4394,0,1831,-12.5,-8.5,EN,0,,,
1979,milho,,2400,4440,0,1850,-12.7,1,N,0,,,
1980,milho,,2400,5040,0,2100,-2.2,13.5,EN,0,,,
1981,milho,,2400,5640,0,2350,7.9,11.9,N,0,1142,7,0
1982,milho,,2400,5640,0,2350,6.3,0,N,0,1129,8,0
