ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,cana,,8,368,0,46000,,,,LN,1,-1.5,,,
1975,cana,,42,2100,0,50000,,8.7,,N,0,-0.1,,,
1976,cana,,43,2150,0,50000,,0,,LN,0,-1,,,
1977,cana,,45,1314,0,29200,,-41.6,,EN,0,1,,,
1978,cana,,55,2585,0,47000,,61,,EN,0,0.9,,,
1979,cana,,66,3216,0,48727,,3.7,,N,0,0.2,,,
1980,cana,,60,2937,0,48950,,0.5,,EN,0,0.6,,,
1981,cana,,65,3250,0,50000,,2.1,,N,0,0,471,7,2
1982,cana,,66,3630,0,55000,,10,,N,0,0.1,255,26,4
1983,cana,,67,3015,0,45000,,-18.2,,EN,1,2.5,322,29,1
1974,feijao,,950,1140,0,1200,16.3,,1063,LN,1,-1.9,,,
1975,feijao,,980,980,0,1000,-1.1,-16.7,1030,N,0,-0.2,,,
1976,feijao,,1110,1110,0,1000,1.1,0,998,LN,0,-1.1,,,
1977,feijao,,1230,614,0,499,-48.4,-50.1,967,EN,0,1.1,,,
1978,feijao,,1340,931,0,695,-26.4,39.2,936,EN,0,1.1,,,
1979,feijao,,1150,815,0,709,-22.9,2,905,N,0,0.2,,,
1980,feijao,,1134,1532,0,1351,50.9,90.6,875,EN,0,0.7,,,
1981,feijao,,1280,2560,0,2000,129.9,48,844,N,0,0.2,471,7,2
1982,feijao,,1211,2209,0,1824,116.2,-8.8,814,N,0,0,255,26,4
1983,feijao,,1006,2096,0,2083,154.6,14.2,785,EN,1,2.5,322,29,1
1984,feijao,,411,340,0,827,4.3,-60.3,756,LN,0,-1,259,22,16
1985,feijao,,505,303,0,600,-21.8,-27.5,729,LN,0,-1,434,18,5
1986,feijao,,230,138,0,600,-19.1,0,703,N,0,-0.2,545,34,5
1987,feijao,,82,25,0,305,-57.4,-49.2,679,EN,1,1.5,535,26,2
1988,feijao,40,40,8,0,200,-71,-34.4,658,EN,0,0.9,245,18,13
1989,feijao,650,650,413,1e-04,635,-4.4,200,639,LN,1,-1.9,555,22,3
1990,feijao,330,330,224,0.0013,679,5.5,6.8,623,N,0,0,846,10,1
1991,feijao,330,330,203,0.0237,615,-2.1,-9.4,610,EN,0,0.5,365,12,4
