ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,feijao,250,250,5,2,20,-33.5,,N,0,188,57,0
1998,feijao,11,0,0,0,,,,EN,1,42,52,2
1999,feijao,420,70,3,2,43,39.4,,LN,1,118,82,0
2000,feijao,650,600,187,117,312,782.6,200,LN,1,385,38,0
2001,feijao,380,0,0,0,,,,LN,0,186,46,0
2002,feijao,400,400,40,33,100,83.9,,N,0,273,32,0
2003,feijao,750,750,53,67,71,-0.8,-29.3,EN,0,118,44,0
2004,feijao,600,100,6,8,60,-39.1,-15.1,N,0,427,78,0
2005,feijao,170,170,68,75,400,182.5,200,EN,0,204,49,0
2006,feijao,220,104,3,3,29,-84.6,-92.8,LN,0,148,58,0
2007,feijao,300,300,90,99,300,36,200,EN,0,164,46,0
2008,feijao,600,600,180,216,300,20.2,0,LN,1,325,47,1
2009,feijao,600,600,140,182,233,-13.2,-22.2,LN,0,137,54,0
2010,feijao,250,250,25,37,100,-62,-57.1,EN,1,170,54,8
2011,feijao,500,500,160,272,320,31,200,LN,1,392,45,0
2013,feijao,60,60,12,28,200,5,,N,0,13,97,0
2014,feijao,140,60,6,10,100,-44.1,-50,N,0,172,22,0
2015,feijao,50,,,,,,,EN,0,57,67,0
2016,feijao,200,10,2,7,200,23.7,,EN,1,142,83,2
2017,feijao,45,32,5,10,156,0.8,-21.9,N,0,13,75,0
2018,feijao,550,175,23,36,131,-10.6,-15.9,LN,0,93,100,1
2019,feijao,45,23,3,8,130,-4.4,-0.8,EN,0,168,53,1
2020,feijao,49,49,9,27,184,41,40.8,EN,0,375,47,11
2021,feijao,320,70,3,10,43,-68.1,-76.7,LN,0,81,86,0
2022,feijao,100,50,6,25,120,-17.4,180,LN,0,162,57,0
2023,feijao,115,51,7,30,137,-15.6,14.4,LN,0,180,33,0
2024,feijao,364,342,81,405,237,25.3,72.6,EN,1,341,58,6
1997,milho,700,210,12,2,57,-11,,N,0,188,57,0
1998,milho,10,0,0,0,,,,EN,1,42,52,2
1999,milho,400,50,2,0,40,73.9,,LN,1,118,82,0
2000,milho,600,550,198,38,360,1449.1,200,LN,1,385,38,0
2001,milho,240,0,0,0,,,,LN,0,186,46,0
2002,milho,250,0,0,0,,,,N,0,273,32,0
2003,milho,450,450,27,12,60,-50.8,,EN,0,118,44,0
2004,milho,450,45,5,2,111,-35.3,85.2,N,0,427,78,0
2005,milho,450,450,180,63,400,33.1,200,EN,0,204,49,0
2006,milho,135,30,1,0,33,-90.7,-91.7,LN,0,148,58,0
2007,milho,225,225,90,34,400,5.3,200,EN,0,164,46,0
2008,milho,600,600,240,103,400,6,0,LN,1,325,47,1
2009,milho,450,450,158,63,351,5.8,-12.2,LN,0,137,54,0
2010,milho,200,200,30,12,150,-44.6,-57.3,EN,1,170,54,8
2011,milho,450,450,108,54,240,5.6,60,LN,1,392,45,0
2012,milho,200,,,,,,,LN,0,111,55,0
2013,milho,50,50,9,6,180,11.6,,N,0,13,97,0
2014,milho,200,100,10,6,100,-34.3,-44.4,N,0,172,22,0
2015,milho,50,,,,,,,EN,0,57,67,0
2016,milho,150,5,1,1,200,45.6,,EN,1,142,83,2
2017,milho,40,,,,,,,N,0,13,75,0
2018,milho,1200,200,24,18,120,-11.1,,LN,0,93,100,1
2019,milho,70,50,7,5,140,9.9,16.7,EN,0,168,53,1
2020,milho,72,72,11,11,153,11,9.1,EN,0,375,47,11
2021,milho,500,500,30,36,60,-61.8,-60.7,LN,0,81,86,0
2022,milho,150,120,60,84,500,167.1,200,LN,0,162,57,0
2023,milho,200,200,40,52,200,-12.6,-60,LN,0,180,33,0
2024,milho,580,540,173,208,320,13.9,60.2,EN,1,341,58,6
