ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,feijao,,2350,600,0,255,34.3,,LN,1,,,
1975,feijao,,2300,276,0,120,-40.4,-53,N,0,,,
1976,feijao,,124,4,0,32,-84.9,-73.1,LN,0,,,
1977,feijao,,1800,600,0,333,47.7,200,EN,0,,,
1978,feijao,,1560,468,0,300,25.6,-10,EN,0,,,
1979,feijao,,1777,891,0,501,98,67.1,N,0,,,
1980,feijao,,389,61,0,157,-41.7,-68.7,EN,0,,,
1981,feijao,,4300,645,0,150,-47.5,-4.3,N,0,272,29,1
1982,feijao,,4500,2430,0,540,78,200,N,0,83,36,0
1983,feijao,,900,63,0,70,-78.1,-87,EN,1,268,28,1
1984,feijao,,4600,2484,0,540,62.1,200,LN,0,84,61,3
1985,feijao,,2000,180,0,90,-74.4,-83.3,LN,0,224,38,5
1986,feijao,,6000,2700,0,450,18.8,200,N,0,312,14,0
1987,feijao,,2400,1080,0,450,9,0,EN,1,264,23,0
1988,feijao,2100,2100,1050,0,500,12.5,11.1,EN,0,221,25,5
1989,feijao,2740,2236,685,3e-04,306,-35.8,-38.7,LN,1,269,21,0
1990,feijao,2050,2050,1074,0.0195,524,1.9,71,N,0,302,17,1
1991,feijao,2100,2100,1426,0.0778,679,25.2,29.6,EN,0,160,17,1
1992,feijao,1600,1600,920,1.5055,575,2.6,-15.3,EN,1,439,45,1
1993,feijao,650,650,135,2.9455,208,-63.9,-63.9,EN,0,130,31,0
1994,feijao,3250,3250,2450,907,754,28.9,200,N,0,205,35,0
1995,feijao,3250,3250,3125,1000,962,65.4,27.6,EN,0,85,51,6
1996,feijao,2650,2650,1328,797,501,-12.9,-47.9,LN,0,98,40,3
1997,feijao,1580,1580,616,246,390,-32.1,-22.2,N,0,402,20,0
1998,feijao,750,750,430,645,573,0.8,47.1,EN,1,74,60,16
1999,feijao,820,820,503,272,613,8.5,7,LN,1,47,47,3
2000,feijao,858,858,528,106,615,10.3,0.3,LN,1,454,10,2
2001,feijao,945,945,314,251,332,-39.3,-46,LN,0,197,22,1
2002,feijao,1008,763,441,460,578,5.7,73.9,N,0,590,15,0
2003,feijao,1670,661,456,399,690,22.4,19.4,EN,1,183,23,8
2004,feijao,2000,1500,1050,788,700,18.9,1.5,N,0,585,17,0
2005,feijao,1700,1700,1020,765,600,-2.1,-14.3,EN,0,193,48,2
2006,feijao,4000,4000,1200,540,300,-53.1,-50,LN,0,118,46,2
2007,feijao,4000,4000,1200,1020,300,-55.4,0,EN,0,371,38,0
2008,feijao,1600,1600,1440,4320,900,28.8,200,LN,1,242,28,3
2009,feijao,1600,1600,1440,864,900,24.7,0,LN,0,115,40,48
2010,feijao,1500,1500,1350,2916,900,20.7,0,EN,1,241,17,23
2011,feijao,1500,500,348,755,696,-8.8,-22.7,LN,1,299,25,35
2012,feijao,200,200,84,218,420,-45.7,-39.7,LN,0,204,30,13
2013,feijao,3000,3000,2700,4590,900,15.3,114.3,LN,0,134,26,47
2014,feijao,200,200,190,296,950,21,5.6,N,0,312,11,16
2015,feijao,200,200,180,266,900,14.4,-5.3,EN,0,243,20,30
2016,feijao,300,30,20,90,667,-15.2,-25.9,EN,1,179,34,64
2017,feijao,220,220,132,219,600,-23.2,-10,LN,0,55,41,64
2019,feijao,80,80,58,108,725,-4.8,,EN,0,257,37,48
2020,feijao,120,120,102,202,850,13.7,17.2,N,0,224,32,84
1974,milho,,2650,2385,0,900,19.4,,LN,1,,,
1975,milho,,2700,2430,0,900,28,0,N,0,,,
1976,milho,,270,81,0,300,-54.7,-66.7,LN,0,,,
1977,milho,,2600,1716,0,660,4.4,120,EN,0,,,
1978,milho,,2160,1555,0,720,17.1,9.1,EN,0,,,
1979,milho,,2300,1906,0,829,36.4,15.1,N,0,,,
1980,milho,,54,2,0,37,-93.9,-95.5,EN,0,,,
1981,milho,,4500,810,0,180,-71,200,N,0,272,29,1
1982,milho,,4700,4230,0,900,40.4,200,N,0,83,36,0
1983,milho,,96,6,0,62,-90.7,-93.1,EN,1,268,28,1
1984,milho,,5700,6156,0,1080,51.8,200,LN,0,84,61,3
1985,milho,,6300,8412,0,1335,73.5,23.6,LN,0,224,38,5
1986,milho,,5200,5616,0,1080,30.4,-19.1,N,0,312,14,0
1987,milho,,2740,1973,0,720,-18.2,-33.3,EN,1,264,23,0
1988,milho,2800,2800,2772,1e-04,990,6.2,37.5,EN,0,221,25,5
1989,milho,3350,3350,3316,6e-04,990,-0.2,0,LN,1,269,21,0
1990,milho,2500,1750,1039,0.0094,594,-44.3,-40,N,0,302,17,1
1991,milho,2500,2250,3564,0.1037,1584,33.7,166.8,EN,0,160,17,1
1992,milho,1700,1400,980,0.6058,700,-47.4,-55.8,EN,1,439,45,1
1993,milho,150,150,45,0.5727,300,-79.1,-57.1,EN,0,130,31,0
1994,milho,3500,3500,7000,840,2000,30.2,200,N,0,205,35,0
1995,milho,3500,1750,3500,525,2000,21.2,0,EN,0,85,51,6
1996,milho,2800,2800,6653,998,2376,38.3,18.8,LN,0,98,40,3
1997,milho,3150,3150,4410,662,1400,-19.1,-41.1,N,0,402,20,0
1998,milho,2900,2900,5800,986,2000,15.9,42.9,EN,1,74,60,16
1999,milho,3500,3500,10395,1853,2970,75.4,48.5,LN,1,47,47,3
2000,milho,4000,4000,6000,1080,1500,-4.1,-49.5,LN,1,454,10,2
2001,milho,6100,1830,1098,224,600,-55.3,-60,LN,0,197,22,1
