ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,231,362,0,1567,4.3,,1548,LN,1,-1.9,,,
1975,arroz,,204,271,0,1328,-11.4,-15.2,1496,N,0,-0.2,,,
1976,arroz,,171,255,0,1491,0.5,12.3,1446,LN,0,-1.1,,,
1977,arroz,,132,228,0,1727,18.7,15.8,1396,EN,0,1.1,,,
1978,arroz,,60,56,0,933,-34.2,-46,1346,EN,0,1.1,,,
1979,arroz,,219,224,0,1023,-25.2,9.6,1294,N,0,0.2,,,
1980,arroz,,65,81,0,1246,-4.4,21.8,1240,EN,0,0.7,,,
1981,arroz,,68,150,0,2206,80,77,1186,N,0,0.2,1292,9,0
1982,arroz,,115,138,0,1200,9.1,-45.6,1130,N,0,0,1639,5,0
1983,arroz,,180,538,0,2989,208.6,149.1,1076,EN,1,2.5,1399,7,0
1984,arroz,,120,144,0,1200,42.2,-59.9,1025,LN,0,-1,1071,7,0
1985,arroz,,120,72,0,600,-17.9,-50,978,LN,0,-1,1099,7,0
1986,arroz,,120,72,0,600,-10.8,0,939,N,0,-0.2,1227,15,0
1987,arroz,,150,90,0,600,-5.5,0,908,EN,1,1.5,1126,10,0
1988,arroz,120,120,72,0,600,-5.6,0,887,EN,0,0.9,1064,11,0
1989,arroz,200,200,140,0,700,5.9,16.7,877,LN,1,-1.9,1171,6,0
1990,arroz,208,208,166,7e-04,798,12.3,14,876,N,0,0,1121,10,0
1991,arroz,1000,1000,2160,0.0683,2160,180.3,170.7,886,EN,0,0.5,1086,7,0
1992,arroz,35,35,28,0.0035,800,-2.6,-63,906,EN,1,2.1,904,13,0
1993,arroz,30,30,24,0.0611,800,-8.1,0,936,N,0,0.3,1202,5,0
1994,arroz,32,32,30,4,938,3.1,17.2,973,N,0,0.3,1071,6,0
1995,arroz,35,35,35,7,1000,5.8,6.7,1020,EN,0,1.4,1414,13,0
1996,arroz,30,30,30,6,1000,1.6,0,1074,LN,0,-0.9,1385,6,0
