ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,arroz,40,40,40,0.352,1000,-0.8,,N,0,841,34,0
1994,arroz,120,120,144,30,1200,13.5,20,N,0,714,19,11
1995,arroz,100,100,90,32,900,-18.6,-25,EN,0,602,21,22
1996,arroz,60,60,72,29,1200,4.4,33.3,LN,0,954,13,9
1997,arroz,100,100,120,28,1200,0.6,0,N,0,1077,28,4
1998,arroz,100,100,120,15,1200,-2.4,0,EN,1,687,16,28
1999,arroz,50,50,60,8,1200,-5.6,0,LN,1,960,19,10
2000,arroz,50,50,60,8,1200,-8,0,LN,1,803,10,8
2001,arroz,50,50,60,9,1200,-10,0,LN,0,729,17,10
2002,arroz,10,10,15,2,1500,12.3,25,N,0,949,12,3
2003,arroz,10,10,15,8,1500,20.9,0,EN,0,703,22,14
2004,arroz,20,20,24,7,1200,6.1,-20,N,0,845,22,18
2005,arroz,20,20,24,11,1200,21.2,0,EN,0,871,17,7
2006,arroz,25,10,5,2,500,-41.7,-58.3,LN,0,854,28,24
2007,arroz,25,25,12,5,480,-40.2,-4,EN,0,1077,13,0
2008,arroz,22,17,8,11,471,-38.3,-2,LN,1,721,20,27
2009,arroz,22,22,22,17,1000,28.9,112.5,LN,0,924,38,26
2010,arroz,25,25,25,18,1000,24.6,0,EN,1,854,13,12
2011,arroz,25,25,25,19,1000,25.9,0,LN,1,1047,16,8
2012,arroz,25,15,24,18,1600,100.5,60,LN,0,1023,21,1
2013,arroz,50,25,5,4,200,-74.3,-87.5,N,0,629,17,20
2014,arroz,50,25,15,15,600,-22.5,200,N,0,773,16,7
2015,arroz,50,35,28,28,800,-6,33.3,EN,0,584,30,20
2016,arroz,22,10,6,6,600,-36.2,-25,EN,1,570,18,53
2017,arroz,5,4,6,8,1500,43.8,150,N,0,680,20,23
2018,arroz,4,4,6,9,1500,30.3,0,LN,0,783,22,18
2019,arroz,10,4,6,7,1500,21.4,0,EN,0,593,18,27
2020,arroz,5,3,2,3,667,-49.1,-55.6,EN,0,758,16,38
2021,arroz,5,5,6,10,1200,-12,80,LN,0,697,17,15
2022,arroz,5,5,7,11,1400,-0.1,16.7,LN,0,960,22,8
2023,arroz,6,6,10,17,1667,17.4,19,LN,0,694,16,10
2024,arroz,6,6,8,16,1333,-6.3,-20,EN,1,768,14,64
1993,cana,10,10,300,0.0749,30000,0,,N,0,841,34,0
1994,cana,40,40,1200,8,30000,0,0,N,0,714,19,11
1995,cana,40,40,1200,14,30000,0,0,EN,0,602,21,22
1996,cana,10,10,380,6,38000,26.7,26.7,LN,0,954,13,9
1997,cana,25,25,500,8,20000,-33.3,-47.4,N,0,1077,28,4
1998,cana,25,25,950,19,38000,26.8,90,EN,1,687,16,28
1999,cana,100,100,3000,60,30000,0.1,-21.1,LN,1,960,19,10
2000,cana,100,100,3000,60,30000,0.1,0,LN,1,803,10,8
2001,cana,100,100,3000,57,30000,0.6,0,LN,0,729,17,10
2002,cana,100,100,3000,54,30000,1,0,N,0,949,12,3
2003,cana,100,100,3000,60,30000,0.2,0,EN,0,703,22,14
2004,cana,100,100,3000,75,30000,-1.1,0,N,0,845,22,18
2005,cana,100,100,3000,90,30000,-3.6,0,EN,0,871,17,7
2006,cana,70,70,2100,74,30000,-6.3,0,LN,0,854,28,24
2007,cana,50,50,1750,61,35000,5.4,16.7,EN,0,1077,13,0
2008,cana,50,50,1750,88,35000,2.1,0,LN,1,721,20,27
2009,cana,50,50,1750,123,35000,0.4,0,LN,0,924,38,26
2010,cana,50,50,1750,122,35000,-0.5,0,EN,1,854,13,12
2011,cana,50,50,1750,123,35000,1,0,LN,1,1047,16,8
2012,cana,45,40,1400,98,35000,3.4,0,LN,0,1023,21,1
2013,cana,60,50,1250,106,25000,-23.5,-28.6,N,0,629,17,20
2014,cana,80,75,2250,225,30000,-4.7,20,N,0,773,16,7
2015,cana,124,124,3720,595,30000,-2.2,0,EN,0,584,30,20
2016,cana,140,140,4200,630,30000,0,0,EN,1,570,18,53
2017,cana,32,32,500,60,15625,-47.6,-47.9,N,0,680,20,23
