ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,arroz,400,400,1200,6.96,3000,0,,N,0,1022,14,19
1994,arroz,800,800,2400,443,3000,10,0,N,0,820,9,40
1995,arroz,900,900,1710,301,1900,-25.1,-36.7,EN,0,408,24,74
1996,arroz,368,368,581,102,1579,-35.1,-16.9,LN,0,670,14,50
1997,arroz,600,600,1440,264,2400,-0.3,52,N,0,952,7,5
1998,arroz,300,300,720,137,2400,-7.1,0,EN,1,645,16,79
1999,arroz,300,300,900,200,3000,6.1,25,LN,1,853,18,44
2000,arroz,200,200,600,132,3000,2.6,0,LN,1,934,12,7
2001,arroz,200,200,600,132,3000,0.5,0,LN,0,699,18,28
2002,arroz,200,200,600,198,3000,0.1,0,N,0,1134,11,5
2003,arroz,120,120,360,245,3000,-0.3,0,EN,0,639,12,27
2004,arroz,200,200,600,510,3000,-0.6,0,N,0,1074,22,6
2005,arroz,150,150,465,258,3100,2.7,3.3,EN,0,1065,18,13
2006,arroz,150,150,450,225,3000,-0.2,-3.2,LN,0,681,34,32
2007,arroz,100,100,300,150,3000,0.2,0,EN,0,1117,13,5
2008,arroz,80,80,235,141,2938,-1.6,-2.1,LN,1,615,11,18
2009,arroz,20,20,60,42,3000,0.6,2.1,LN,0,999,11,19
2010,arroz,10,10,30,20,3000,0.4,0,EN,1,741,11,41
2011,arroz,10,10,30,26,3000,0.2,0,LN,1,1037,10,6
2012,arroz,5,5,15,12,3000,-0.3,0,LN,0,835,8,0
1996,cana,21,21,987,14,47000,,,LN,0,670,14,50
2018,cana,14,14,700,28,50000,,,LN,0,895,12,20
2019,cana,14,14,728,34,52000,,4,EN,0,808,12,51
2020,cana,14,14,770,42,55000,,5.8,EN,0,820,11,24
2021,cana,14,14,784,56,56000,,1.8,LN,0,660,13,16
2022,cana,14,14,770,62,55000,,-1.8,LN,0,1010,9,5
2023,cana,14,14,770,52,55000,,0,LN,0,997,12,3
2024,cana,14,14,756,49,54000,,-1.8,EN,1,707,19,59
1993,feijao,300,300,140,2.9782,467,15.9,,N,0,1022,14,19
1994,feijao,650,650,262,228,403,-5.4,-13.6,N,0,820,9,40
1995,feijao,280,80,24,15,300,-33.8,-25.6,EN,0,408,24,74
1996,feijao,190,190,49,36,258,-46.3,-14,LN,0,670,14,50
1997,feijao,200,200,98,59,490,-3.8,90,N,0,952,7,5
1998,feijao,100,100,52,34,520,-3.3,6.1,EN,1,645,16,79
1999,feijao,150,150,90,78,600,4.7,15.4,LN,1,853,18,44
2000,feijao,130,130,84,57,646,6.8,7.7,LN,1,934,12,7
2001,feijao,100,100,60,55,600,-1.4,-7.1,LN,0,699,18,28
2002,feijao,150,150,90,104,600,-4.5,0,N,0,1134,11,5
2003,feijao,150,150,90,135,600,-13.9,0,EN,0,639,12,27
2004,feijao,75,75,45,51,600,-22.8,0,N,0,1074,22,6
2006,feijao,20,20,24,31,1200,17.1,,LN,0,681,34,32
2007,feijao,15,15,18,25,1200,6.6,0,EN,0,1117,13,5
2008,feijao,15,15,18,44,1200,1.5,0,LN,1,615,11,18
2009,feijao,15,15,18,26,1200,-0.9,0,LN,0,999,11,19
2010,feijao,15,15,18,34,1200,-1.6,0,EN,1,741,11,41
2012,feijao,15,15,18,51,1200,-1,,LN,0,835,8,0
2013,feijao,10,10,12,36,1200,0.2,0,N,0,544,30,34
2014,feijao,10,10,12,29,1200,2.2,0,N,0,971,10,3
2015,feijao,10,10,12,26,1200,4.5,0,EN,0,584,17,29
2017,feijao,10,10,10,22,1000,-8.4,,N,0,617,21,24
2018,feijao,10,10,10,17,1000,-8.4,0,LN,0,895,12,20
2019,feijao,10,10,11,28,1100,0.2,10,EN,0,808,12,51
2020,feijao,22,22,26,104,1182,6.6,7.4,EN,0,820,11,24
2021,feijao,24,24,34,166,1417,25.7,19.9,LN,0,660,13,16
2022,feijao,25,25,31,147,1240,7.6,-12.5,LN,0,1010,9,5
2023,feijao,25,25,29,159,1160,-2.2,-6.5,LN,0,997,12,3
2024,feijao,25,25,30,180,1200,-2,3.4,EN,1,707,19,59
1993,milho,1000,1000,1300,7.0909,1300,45.6,,N,0,1022,14,19
1994,milho,1000,1000,1050,196,1050,0.7,-19.2,N,0,820,9,40
1995,milho,1000,1000,160,30,160,-86.4,-84.8,EN,0,408,24,74
1996,milho,385,385,435,77,1130,-12,200,LN,0,670,14,50
1997,milho,1000,1000,1500,270,1500,9,32.8,N,0,952,7,5
1998,milho,800,800,1840,323,2300,58.4,53.3,EN,1,645,16,79
1999,milho,600,600,960,231,1600,5.9,-30.4,LN,1,853,18,44
2000,milho,500,500,1000,264,2000,28.8,25,LN,1,934,12,7
