ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,arroz,600,600,468,0.488,780,-25.7,,1026,N,0,0.3,1379,6,20
1994,arroz,600,600,850,59,1417,22.3,81.6,1066,N,0,0.3,1007,6,32
1995,arroz,720,720,1080,108,1500,20.1,5.9,1106,EN,0,1.4,1029,10,34
1996,arroz,812,812,795,144,979,-26.2,-34.7,1149,LN,0,-0.9,1207,5,39
1997,arroz,550,550,880,141,1600,15.5,63.4,1193,N,0,-0.3,1597,6,22
1998,arroz,1097,797,1075,231,1349,-5.8,-15.7,1239,EN,1,2.3,1365,15,57
1999,arroz,950,570,410,97,719,-50.5,-46.7,1287,LN,1,-1.6,1091,4,36
2000,arroz,1000,1000,1600,336,1600,9.1,122.4,1336,LN,1,-1.6,1770,19,27
2001,arroz,800,800,1320,333,1650,11,3.1,1387,LN,0,-0.7,1357,9,30
2002,arroz,500,500,625,189,1250,-17.1,-24.2,1441,N,0,-0.3,1639,6,33
2003,arroz,400,400,600,396,1500,-2,20,1496,EN,0,1.2,1236,6,57
2004,arroz,450,450,720,366,1600,2.9,6.7,1553,N,0,0.3,1585,7,42
2005,arroz,600,600,960,317,1600,0.3,0,1613,EN,0,0.7,1489,7,42
2006,arroz,500,500,825,297,1650,0.7,3.1,1675,LN,0,-0.8,1273,14,50
2007,arroz,700,700,1190,547,1700,0.8,3,1739,EN,0,0.9,1374,8,32
2008,arroz,770,770,1324,816,1719,-1.1,1.1,1806,LN,1,-1.5,1164,12,49
2009,arroz,250,250,450,252,1800,1.3,4.7,1876,LN,0,-0.8,1304,11,38
2010,arroz,200,200,370,185,1850,1.8,2.8,1948,EN,1,1.6,1253,7,28
2011,arroz,250,250,450,261,1800,-2.4,-2.7,2022,LN,1,-1.6,1543,5,25
2012,arroz,200,200,380,205,1900,0.5,5.6,2100,LN,0,-1,1415,5,11
2013,arroz,100,100,210,140,2100,6.2,10.5,2181,N,0,-0.4,1160,11,41
2014,arroz,20,20,40,25,2000,-4.7,-4.8,2265,N,0,-0.3,1736,5,28
2015,arroz,98,98,165,116,1684,-27.6,-15.8,2352,EN,0,0.6,1370,16,39
2016,arroz,30,30,65,46,2167,-15.3,28.7,2442,EN,1,2.4,1150,16,85
2017,arroz,25,25,72,50,2880,3.1,32.9,2536,LN,0,-1,1208,9,42
2018,arroz,27,27,93,65,3444,14.8,19.6,2633,LN,0,-1.3,1446,19,39
2019,arroz,25,25,95,67,3800,21.9,10.3,2734,EN,0,0.7,1203,11,43
2020,arroz,23,23,87,68,3783,18.5,-0.5,2839,N,0,0.2,1408,6,61
2021,arroz,20,20,65,121,3250,1.1,-14.1,2948,LN,0,-1.4,1223,10,54
