ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,arroz,200,200,240,2.1109,1200,-7.9,,N,0,1074,13,20
1994,arroz,500,500,540,113,1080,-5,-10,N,0,982,11,36
1995,arroz,700,700,1200,428,1714,73.1,58.7,EN,0,749,17,49
1996,arroz,1000,1000,960,384,960,10.6,-44,LN,0,704,12,47
1997,arroz,300,300,240,74,800,4,-16.7,N,0,1056,13,20
1998,arroz,200,200,160,20,800,14.7,0,EN,1,828,14,72
1999,arroz,100,100,40,5,400,-37.2,-50,LN,1,1066,12,37
2000,arroz,100,100,60,8,600,-0.6,50,LN,1,986,15,20
2001,arroz,82,82,41,6,500,-26.5,-16.7,LN,0,693,17,42
2002,arroz,100,100,80,13,800,4.3,60,N,0,955,12,22
2003,arroz,100,100,100,50,1000,24.6,25,EN,0,1019,27,59
2004,arroz,100,75,75,23,1000,20.8,0,N,0,1027,12,39
2005,arroz,200,200,180,81,900,16,-10,EN,0,1020,12,36
2006,arroz,200,80,36,14,450,-37.3,-50,LN,0,837,28,53
2007,arroz,200,200,93,35,465,-32.6,3.3,EN,0,1128,11,13
2008,arroz,190,120,91,127,758,12.3,63.1,LN,1,627,20,43
2009,arroz,200,200,150,113,750,2.4,-1.1,LN,0,982,19,37
2010,arroz,190,190,142,106,747,-6.2,-0.4,EN,1,754,16,19
2011,arroz,80,80,84,63,1050,28.4,40.5,LN,1,1188,13,22
2012,arroz,80,80,84,63,1050,25.1,0,LN,0,878,17,15
2013,arroz,80,20,3,2,150,-81.8,-85.7,N,0,880,17,56
2014,arroz,80,50,25,25,500,-40.2,200,N,0,974,18,26
2015,arroz,100,10,12,12,1200,31.1,140,EN,0,702,30,50
2016,arroz,100,50,50,60,1000,-3.4,-16.7,EN,1,848,20,86
2017,arroz,80,14,8,12,571,-54.5,-42.9,N,0,694,12,63
2018,arroz,40,40,72,108,1800,19.2,200,LN,0,834,22,45
2019,arroz,40,10,18,32,1800,1.9,0,EN,0,826,20,53
2020,arroz,20,15,30,53,2000,-2.1,11.1,EN,0,856,21,67
2022,arroz,30,30,90,135,3000,14.7,,LN,0,1181,17,11
2023,arroz,30,30,90,149,3000,2.6,0,LN,0,799,15,36
2024,arroz,30,30,90,174,3000,-7.5,0,EN,1,975,13,94
1993,cana,100,100,3000,0.7495,30000,-2.4,,N,0,1074,13,20
1994,cana,100,100,3000,19,30000,-10.4,0,N,0,982,11,36
1995,cana,300,300,12000,144,40000,11.9,33.3,EN,0,749,17,49
1996,cana,600,600,24000,354,40000,6.4,0,LN,0,704,12,47
1997,cana,100,100,4000,64,40000,2.6,0,N,0,1056,13,20
1998,cana,200,200,8000,156,40000,0,0,EN,1,828,14,72
1999,cana,200,200,8000,160,40000,-0.9,0,LN,1,1066,12,37
2000,cana,200,200,8000,160,40000,-1,0,LN,1,986,15,20
2001,cana,200,200,8000,152,40000,-1.1,0,LN,0,693,17,42
2002,cana,200,200,8000,144,40000,-0.8,0,N,0,955,12,22
2003,cana,200,200,8000,160,40000,-0.8,0,EN,0,1019,27,59
2004,cana,200,200,8000,200,40000,-0.2,0,N,0,1027,12,39
2005,cana,60,60,2400,72,40000,2.5,0,EN,0,1020,12,36
2006,cana,40,40,1600,56,40000,5.6,0,LN,0,837,28,53
2007,cana,40,40,1600,56,40000,8.3,0,EN,0,1128,11,13
2008,cana,40,40,1200,60,30000,-16.9,-25,LN,1,627,20,43
2009,cana,40,40,1200,84,30000,-15.3,0,LN,0,982,19,37
2010,cana,60,60,2100,147,35000,0.1,16.7,EN,1,754,16,19
2011,cana,120,120,4800,336,40000,13.2,14.3,LN,1,1188,13,22
2012,cana,120,120,4800,336,40000,11.4,0,LN,0,878,17,15
2013,cana,120,100,2800,249,28000,-24.2,-30,N,0,880,17,56
2014,cana,120,110,2640,264,24000,-36.5,-14.3,N,0,974,18,26
2015,cana,300,300,12000,1920,40000,7.5,66.7,EN,0,702,30,50
2016,cana,100,100,4000,720,40000,9.8,0,EN,1,848,20,86
2017,cana,600,600,19500,3042,32500,-9,-18.8,N,0,694,12,63
2018,cana,100,100,4000,640,40000,13.7,23.1,LN,0,834,22,45
2019,cana,130,130,4000,660,30769,-13.2,-23.1,EN,0,826,20,53
2020,cana,125,125,4250,657,34000,-5.5,10.5,EN,0,856,21,67
2021,cana,115,115,3680,657,32000,-13.2,-5.9,LN,0,866,14,32
2022,cana,100,100,4000,720,40000,5,25,LN,0,1181,17,11
2023,cana,80,80,3600,661,45000,13,12.5,LN,0,799,15,36
2024,cana,84,84,3360,622,40000,-4.5,-11.1,EN,1,975,13,94
1993,feijao,400,400,240,3.5844,600,-18,,N,0,1074,13,20
1994,feijao,600,600,480,264,800,20.8,33.3,N,0,982,11,36
1995,feijao,500,500,300,195,600,0.2,-25,EN,0,749,17,49
1996,feijao,900,900,460,340,511,-6.4,-14.8,LN,0,704,12,47
1997,feijao,350,350,175,128,500,-0.6,-2.2,N,0,1056,13,20
1998,feijao,625,625,720,864,1152,144,130.4,EN,1,828,14,72
1999,feijao,425,425,240,302,565,25.2,-51,LN,1,1066,12,37
2000,feijao,300,300,40,33,133,-70,-76.4,LN,1,986,15,20
2001,feijao,290,290,37,40,128,-73.7,-4.3,LN,0,693,17,42
2002,feijao,140,140,72,96,514,-3.1,200,N,0,955,12,22
2003,feijao,170,170,130,238,765,32.3,48.7,EN,0,1019,27,59
2004,feijao,170,130,106,163,815,30.7,6.6,N,0,1027,12,39
2005,feijao,170,170,130,191,765,22.8,-6.2,EN,0,1020,12,36
2006,feijao,260,131,72,108,550,-11.1,-28.1,LN,0,837,28,53
2007,feijao,260,260,135,128,519,-13.2,-5.5,EN,0,1128,11,13
2008,feijao,220,200,92,368,460,-20.4,-11.4,LN,1,627,20,43
2009,feijao,220,220,115,230,523,-12.2,13.6,LN,0,982,19,37
2010,feijao,220,220,95,194,432,-30.3,-17.4,EN,1,754,16,19
2011,feijao,350,350,395,829,1129,76.6,161.4,LN,1,1188,13,22
2012,feijao,350,270,285,920,1056,53.1,-6.5,LN,0,878,17,15
2013,feijao,350,270,162,588,600,-23.4,-43.2,N,0,880,17,56
2014,feijao,200,120,33,73,275,-69.5,-54.2,N,0,974,18,26
