ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,40,48,0,1200,-25.3,,LN,1,,,
1975,arroz,,9,14,0,1556,-1.5,29.6,LN,0,,,
1976,arroz,,10,15,0,1500,-3,-3.6,LN,1,,,
1977,arroz,,20,30,0,1500,-0.4,0,EN,0,,,
1978,arroz,,10,15,0,1500,2.7,0,EN,0,,,
1979,arroz,,10,15,0,1500,6.2,0,N,0,,,
1980,arroz,,10,15,0,1500,10.4,0,EN,0,,,
1981,arroz,,80,104,0,1300,-0.1,-13.3,N,0,1074,10,3
1982,arroz,,80,104,0,1300,4.5,0,N,0,1557,22,0
1983,arroz,,74,93,0,1257,6.9,-3.3,EN,1,1314,12,0
1984,arroz,,78,80,0,1026,-7.5,-18.4,LN,0,1142,9,0
1985,arroz,,87,79,0,908,-13.7,-11.5,LN,0,1621,11,2
1986,arroz,,101,92,0,911,-8.4,0.3,N,0,1006,14,1
1987,arroz,,4,4,0,1000,4.6,9.8,EN,0,875,13,3
1988,arroz,58,58,113,0,1948,106.8,94.8,EN,0,1142,17,3
1989,arroz,58,58,57,0,983,4.5,-49.6,LN,1,896,14,0
1990,arroz,58,58,57,1e-04,983,2.3,0,N,0,858,8,1
1991,arroz,58,58,57,9e-04,983,-1.8,0,N,0,1240,12,0
1992,arroz,56,56,33,0.0071,589,-43.3,-40,EN,1,1196,12,0
1993,arroz,56,56,54,0.2553,964,-10.8,63.6,N,0,1028,11,0
1994,arroz,66,66,77,9,1167,3.5,21,N,0,1114,16,0
1995,arroz,66,66,77,14,1167,0.2,0,EN,0,942,19,3
1996,arroz,22,22,46,7,2091,73.5,79.2,LN,0,1136,13,1
1997,arroz,26,26,35,12,1346,8.2,-35.6,N,0,1552,11,0
1998,arroz,26,26,35,10,1346,5,0,EN,1,1093,14,6
1999,arroz,26,26,33,10,1269,-3.7,-5.7,LN,1,1037,10,2
2000,arroz,26,26,33,10,1269,-6,0,LN,1,1436,14,0
2001,arroz,26,26,35,12,1346,-2.3,6.1,LN,0,897,16,1
2002,arroz,26,26,35,15,1346,-4,0,N,0,1505,12,0
2003,arroz,26,26,41,25,1577,10.5,17.1,EN,0,1168,20,0
2004,arroz,26,26,41,25,1577,8.9,0,N,0,1382,9,0
2005,arroz,26,26,48,29,1846,25.9,17.1,EN,0,1284,9,0
2006,arroz,10,10,12,4,1200,-19,-35,LN,0,920,16,3
