ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,15,22,0,1467,6.3,,1185,LN,1,-1.9,,,
1975,arroz,,20,30,0,1500,10.3,2.3,1198,N,0,-0.2,,,
1976,arroz,,25,37,0,1480,10,-1.3,1211,LN,0,-1.1,,,
1977,arroz,,50,60,0,1200,-10.4,-18.9,1225,EN,0,1.1,,,
1978,arroz,,40,48,0,1200,-10.5,0,1240,EN,0,1.1,,,
1979,arroz,,20,12,0,600,-55.6,-50,1257,N,0,0.2,,,
1980,arroz,,50,60,0,1200,-12,100,1276,EN,0,0.7,,,
1981,arroz,,40,48,0,1200,-13.2,0,1297,N,0,0.2,851,8,3
1982,arroz,,40,44,0,1100,-21.9,-8.3,1320,N,0,0,743,11,2
1983,arroz,,40,60,0,1500,4.6,36.4,1345,EN,1,2.5,1030,7,3
1984,arroz,,40,60,0,1500,1.6,0,1372,LN,0,-1,973,9,7
1985,arroz,,40,66,0,1650,7.3,10,1400,LN,0,-1,835,8,1
1986,arroz,,40,63,0,1575,-0.7,-4.5,1430,N,0,-0.2,691,11,8
1987,arroz,,45,79,0,1756,9.4,11.5,1460,EN,1,1.5,1176,11,1
1988,arroz,45,45,79,0,1756,8.9,0,1492,EN,0,0.9,817,11,0
1989,arroz,45,45,76,0,1689,4,-3.8,1526,LN,1,-1.9,775,12,0
1990,arroz,70,70,119,3e-04,1700,4.3,0.7,1561,N,0,0,786,15,1
1991,arroz,70,70,105,0.0031,1500,-7.4,-11.8,1598,EN,0,0.5,947,9,0
1992,arroz,70,70,105,0.0143,1500,-7.7,0,1638,EN,1,2.1,935,9,0
1993,arroz,70,70,105,0.1567,1500,-8.5,0,1681,N,0,0.3,769,11,0
1994,arroz,70,70,105,27,1500,-9,0,1729,N,0,0.3,908,10,0
1995,arroz,75,75,120,20,1600,-5,6.7,1781,EN,0,1.4,998,8,4
