ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,arroz,349,349,141,35,404,-12.1,,641,N,0,-0.1,690,19,80
1998,arroz,349,349,144,47,413,-34.3,2.1,635,EN,1,1.8,789,22,74
1999,arroz,418,418,439,126,1050,43.7,154.5,629,LN,0,-1.3,890,39,78
2000,arroz,439,439,395,119,900,13.6,-14.3,623,LN,0,-1.4,956,24,64
2001,arroz,439,439,658,217,1499,87.9,66.6,617,LN,0,-0.5,745,34,75
2002,arroz,439,439,132,48,301,-61.1,-79.9,611,N,0,0,834,44,81
2003,arroz,395,395,414,228,1048,63.3,200,603,EN,0,0.5,415,69,98
2004,arroz,410,410,98,64,239,-62.7,-77.2,595,N,0,0.1,769,53,91
2005,arroz,287,287,108,46,376,-44.2,57.4,584,N,0,0.4,483,57,101
2006,arroz,278,250,375,135,1500,84.8,200,573,LN,0,-0.9,377,68,84
2007,arroz,287,287,232,93,808,-14.3,-46.1,561,N,0,0.2,434,86,106
2008,arroz,201,201,211,106,1050,8.1,29.9,549,LN,1,-1.5,717,34,86
2009,arroz,201,201,211,127,1050,9.6,0,538,LN,0,-0.8,599,45,96
2010,arroz,201,,,0,,,,,EN,0,1.1,303,36,77
2011,arroz,191,191,158,103,827,41,,525,LN,0,-1.2,818,20,56
2012,arroz,121,121,11,8,91,-79.5,-89,527,LN,0,-0.6,402,27,72
2013,arroz,90,90,14,11,156,-54,71.1,535,LN,0,-0.6,185,21,114
2014,arroz,90,90,108,81,1200,244.9,200,551,LN,0,-0.5,369,27,93
2015,arroz,90,90,6,5,67,-83.9,-94.4,575,N,0,0.4,397,39,103
2016,arroz,90,90,44,33,489,-16.6,200,609,EN,1,1.8,432,46,96
2017,arroz,108,108,132,132,1222,53.3,150,651,LN,0,-0.5,515,28,94
2018,arroz,108,108,70,56,648,-38.3,-47,703,LN,0,-1,552,44,81
2019,arroz,80,80,104,83,1300,9.1,100.6,762,EN,0,0.6,837,32,63
2020,arroz,85,85,128,109,1506,18.1,15.8,829,N,0,0.1,895,28,87
2021,arroz,92,92,136,177,1478,14.1,-1.8,904,LN,0,-1,709,15,75
2022,arroz,100,100,103,155,1030,-18.3,-30.3,984,LN,0,-1.2,788,15,81
2023,arroz,100,100,95,147,950,-18.9,-7.8,1072,LN,0,-0.6,866,13,73
2024,arroz,100,100,120,234,1200,17.5,26.3,1167,EN,0,0.9,754,42,100
1997,cana,1,1,59,3,59000,,,,N,0,-0.2,690,19,80
1998,cana,1,1,56,3,56000,,-5.1,,EN,1,2.2,789,22,74
1999,cana,1,1,59,3,59000,,5.4,,LN,1,-1.5,890,39,78
2000,cana,1,1,59,3,59000,,0,,LN,1,-1.7,956,24,64
2001,cana,1,1,59,2,59000,,0,,LN,0,-0.6,745,34,75
2002,cana,1,1,59,2,59000,,0,,N,0,-0.1,834,44,81
2003,cana,1,1,59,2,59000,,0,,EN,0,0.9,415,69,98
1997,feijao,442,442,66,40,149,-10.3,,125,N,0,-0.1,690,19,80
1998,feijao,442,442,61,85,138,-5.4,-7.6,126,EN,1,1.8,789,22,74
1999,feijao,521,521,131,79,251,91.5,82.2,126,LN,0,-1.3,890,39,78
2000,feijao,521,521,33,22,63,-48.1,-74.8,127,LN,0,-1.4,956,24,64
2001,feijao,565,565,58,58,103,-13,62.1,127,LN,0,-0.5,745,34,75
2002,feijao,572,572,54,76,94,-20.5,-8,128,N,0,0,834,44,81
2003,feijao,572,572,98,132,171,37.1,81.5,128,EN,0,0.5,415,69,98
2004,feijao,586,586,45,66,77,-46.1,-55.2,129,N,0,0.1,769,53,91
2005,feijao,413,413,63,97,153,-4.9,98.6,129,N,0,0.4,483,57,101
2006,feijao,413,373,113,181,303,80.4,98.6,130,LN,0,-0.9,377,68,84
2007,feijao,453,453,86,129,190,9.7,-37.3,131,N,0,0.2,434,86,106
2008,feijao,586,586,64,128,109,-36.9,-42.5,132,LN,1,-1.5,717,34,86
2009,feijao,586,586,46,69,78,-53.6,-28.1,132,LN,0,-0.8,599,45,96
2010,feijao,586,413,138,203,334,111.8,200,133,EN,0,1.1,303,36,77
2011,feijao,586,586,118,197,201,36.2,-39.7,134,LN,0,-1.2,818,20,56
2012,feijao,581,581,38,95,65,-52.6,-67.5,135,LN,0,-0.6,402,27,72
2013,feijao,586,586,79,275,135,10,106.1,136,LN,0,-0.6,185,21,114
2014,feijao,586,586,85,201,145,33.9,7.6,138,LN,0,-0.5,369,27,93
2015,feijao,576,576,28,56,49,-52.8,-66.5,139,N,0,0.4,397,39,103
2016,feijao,576,576,41,95,71,-31.3,46.4,141,EN,1,1.8,432,46,96
2017,feijao,749,749,187,514,250,112.9,200,143,LN,0,-0.5,515,28,94
2018,feijao,749,749,26,77,35,-74.6,-86.1,146,LN,0,-1,552,44,81
2019,feijao,540,540,113,350,209,31.9,200,148,EN,0,0.6,837,32,63
2020,feijao,550,550,85,255,155,-13.2,-26.1,151,N,0,0.1,895,28,87
2021,feijao,565,565,130,571,230,17.1,48.9,153,LN,0,-1,709,15,75
2022,feijao,565,565,105,578,186,-12.1,-19.2,156,LN,0,-1.2,788,15,81
2023,feijao,565,565,198,950,350,55.8,88.6,159,LN,0,-0.6,866,13,73
2024,feijao,580,580,99,515,171,-27.6,-51.3,162,EN,0,0.9,754,42,100
1997,milho,566,566,96,24,170,-35,,351,N,0,-0.2,690,19,80
1998,milho,566,566,134,40,237,-39.8,39.6,373,EN,1,2.2,789,22,74
1999,milho,736,736,589,108,800,65.4,200,395,LN,1,-1.5,890,39,78
2000,milho,736,736,515,113,700,28.5,-12.6,416,LN,1,-1.7,956,24,64
