ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,229,412,0,1799,-1.3,,LN,1,,,
1975,arroz,,230,506,0,2200,34.7,22.3,LN,0,,,
1976,arroz,,370,518,0,1400,-4.5,-36.4,LN,1,,,
1977,arroz,,377,302,0,801,-39.6,-42.8,EN,0,,,
1978,arroz,,201,145,0,721,-40.3,-9.9,EN,0,,,
1979,arroz,,276,434,0,1572,41.3,118,N,0,,,
1980,arroz,,174,196,0,1126,8,-28.4,EN,0,,,
1981,arroz,,191,92,0,482,-51.2,-57.2,N,0,679,21,68
1982,arroz,,71,71,0,1000,3.1,107.6,N,0,492,37,79
1984,arroz,,101,101,0,1000,-0.3,,LN,0,411,51,110
1985,arroz,,105,126,0,1200,18.3,20,LN,0,1019,23,78
1986,arroz,,168,242,0,1440,38.9,20,N,0,713,39,26
1987,arroz,,211,38,0,180,-82.9,-87.5,EN,0,560,32,76
1988,arroz,210,210,252,0,1200,11.3,200,EN,0,436,84,121
1989,arroz,130,130,208,1e-04,1600,45.2,33.3,LN,1,436,30,62
1990,arroz,220,8,3,0,375,-66.2,-76.6,N,0,409,26,58
1991,arroz,220,220,396,0.0118,1800,61.8,200,N,0,430,46,84
1992,arroz,150,150,60,0.0215,400,-64.2,-77.8,EN,1,599,109,61
1994,arroz,130,130,195,43,1500,32.4,,N,0,622,28,81
1995,arroz,150,150,180,45,1200,4.5,-20,EN,0,460,59,88
1996,arroz,150,150,219,37,1460,23.2,21.7,LN,0,628,29,81
1997,arroz,80,80,56,13,700,-43.4,-52.1,N,0,647,30,87
1998,arroz,80,0,0,0,,,,EN,1,388,28,134
1999,arroz,100,80,64,22,800,-38.9,,LN,1,390,59,109
2000,arroz,55,55,99,25,1800,38.7,125,LN,1,829,25,63
2001,arroz,80,0,0,0,,,,LN,0,471,62,79
2002,arroz,70,70,98,39,1400,11.8,,N,0,736,41,71
2003,arroz,45,45,81,47,1800,43.9,28.6,EN,0,538,69,105
2004,arroz,80,80,96,53,1200,-4,-33.3,N,0,710,36,96
2005,arroz,50,40,24,10,600,-51.5,-50,EN,0,531,82,142
2006,arroz,30,30,46,18,1533,27.4,155.6,LN,0,589,65,108
2007,arroz,30,30,6,3,200,-82.9,-87,EN,0,564,27,119
2008,arroz,40,15,15,8,1000,-11.4,200,LN,1,1043,54,94
2009,arroz,20,15,20,11,1333,24.4,33.3,LN,0,430,69,68
2010,arroz,0,,,0,,,,EN,1,370,26,95
2011,arroz,25,25,45,36,1800,81.8,,LN,1,825,23,56
2012,arroz,10,,,,,,,LN,0,363,30,85
2014,arroz,30,30,6,5,200,-80,,N,0,613,29,86
2019,arroz,5,5,5,6,1000,-12.9,,EN,0,760,56,102
2020,arroz,4,4,6,10,1500,25.7,50,EN,0,766,32,106
2021,arroz,10,10,15,30,1500,20.6,0,LN,0,549,33,101
2022,arroz,8,8,10,19,1250,-4,-16.7,LN,0,655,18,86
2023,arroz,8,8,10,20,1250,-8.5,0,LN,0,496,25,85
2024,arroz,8,8,11,28,1375,-4.3,10,EN,1,642,36,109
1974,cana,,76,3420,0,45000,-3.7,,LN,1,,,
1975,cana,,80,4000,0,50000,7.9,11.1,LN,0,,,
1976,cana,,80,3600,0,45000,-2.1,-10,LN,1,,,
1977,cana,,133,5985,0,45000,-1.4,0,EN,0,,,
1978,cana,,129,5895,0,45698,0.9,1.6,EN,0,,,
1979,cana,,131,5895,0,45000,0,-1.5,N,0,,,
1980,cana,,131,5895,0,45000,0.7,0,EN,0,,,
1981,cana,,131,5895,0,45000,1.4,0,N,0,679,21,68
1982,cana,,131,3930,0,30000,-31.9,-33.3,N,0,492,37,79
1983,cana,,131,1048,0,8000,-81.7,-73.3,EN,1,413,27,74
1984,cana,,131,5240,0,40000,-8,200,LN,0,411,51,110
1985,cana,,150,6750,0,45000,4,12.5,LN,0,1019,23,78
1986,cana,,180,8100,0,45000,4.8,0,N,0,713,39,26
1987,cana,,198,6930,0,35000,-17.9,-22.2,EN,0,560,32,76
1988,cana,198,198,8910,0,45000,6.2,28.6,EN,0,436,84,121
1989,cana,210,210,9450,4e-04,45000,7.9,0,LN,1,436,30,62
1990,cana,306,306,13770,0.0016,45000,11.2,0,N,0,409,26,58
1991,cana,275,275,9625,0.0631,35000,-10.1,-22.2,N,0,430,46,84
1992,cana,90,90,1575,0.1031,17500,-53.2,-50,EN,1,599,109,61
1993,cana,18,18,180,0.4535,10000,-71.4,-42.9,N,0,182,97,85
1994,cana,150,150,5250,168,35000,9.6,200,N,0,622,28,81
1995,cana,250,250,8750,79,35000,17.9,0,EN,0,460,59,88
1996,cana,250,250,6250,50,25000,-11.8,-28.6,LN,0,628,29,81
1997,cana,220,220,5500,66,25000,-7.7,0,N,0,647,30,87
1998,cana,200,120,840,16,7000,-73.2,-72,EN,1,388,28,134
1999,cana,120,25,400,8,16000,-38.1,128.6,LN,1,390,59,109
2000,cana,25,25,600,19,24000,-8.6,50,LN,1,829,25,63
2001,cana,25,25,500,15,20000,-25.3,-16.7,LN,0,471,62,79
2002,cana,38,38,1330,40,35000,30.4,75,N,0,736,41,71
2003,cana,25,25,875,30,35000,31.7,0,EN,0,538,69,105
2004,cana,30,30,1050,32,35000,33,0,N,0,710,36,96
2005,cana,30,30,750,26,25000,-3.3,-28.6,EN,0,531,82,142
2006,cana,30,30,750,27,25000,1.4,0,LN,0,589,65,108
2007,cana,30,30,750,27,25000,8.7,0,EN,0,564,27,119
2008,cana,30,30,600,23,20000,-8.8,-20,LN,1,1043,54,94
2009,cana,30,30,600,22,20000,-4.3,0,LN,0,430,69,68
2010,cana,30,30,600,22,20000,2.3,0,EN,1,370,26,95
2011,cana,30,30,600,27,20000,4.6,0,LN,1,825,23,56
2012,cana,30,30,360,25,12000,-39.3,-40,LN,0,363,30,85
2013,cana,20,20,200,16,10000,-52,-16.7,N,0,253,93,141
2014,cana,15,15,350,32,23333,4.5,133.3,N,0,613,29,86
2015,cana,10,,,,,,,EN,0,507,41,114
2016,cana,20,10,55,5,5500,-79.5,,EN,1,573,48,117
2017,cana,10,10,300,11,30000,0.5,200,N,0,422,47,122
2018,cana,20,20,800,64,40000,20.4,33.3,LN,0,471,41,114
2019,cana,25,25,1125,96,45000,21.7,12.5,EN,0,760,56,102
2020,cana,25,25,1000,90,40000,-2.9,-11.1,EN,0,766,32,106
2021,cana,30,30,1500,210,50000,9.2,25,LN,0,549,33,101
2022,cana,20,20,1000,170,50000,-1.5,0,LN,0,655,18,86
2023,cana,15,15,750,128,50000,-10.9,0,LN,0,496,25,85
2024,cana,15,15,600,108,40000,-35.3,-20,EN,1,642,36,109
1974,feijao,,578,139,0,240,-4.8,,LN,1,,,
1975,feijao,,580,116,0,200,-8.7,-16.8,LN,0,,,
1976,feijao,,991,187,0,189,-0.4,-5.7,LN,1,,,
1977,feijao,,890,160,0,180,9.5,-4.7,EN,0,,,
1978,feijao,,471,87,0,185,29.1,2.7,EN,0,,,
1979,feijao,,566,119,0,210,66.5,13.8,N,0,,,
1980,feijao,,642,10,0,16,-86.3,-92.6,EN,0,,,
1982,feijao,,304,24,0,79,-21.5,,N,0,492,37,79
1983,feijao,,669,10,0,15,-85.2,-81.1,EN,1,413,27,74
1984,feijao,,630,176,0,279,166.2,200,LN,0,411,51,110
1985,feijao,,847,101,0,119,5.9,-57.3,LN,0,1019,23,78
1986,feijao,,920,110,0,120,-5,0.3,N,0,713,39,26
1987,feijao,,902,41,0,45,-69.9,-62,EN,0,560,32,76
1988,feijao,1037,1037,218,0,210,13.6,200,EN,0,436,84,121
1989,feijao,601,601,150,2e-04,250,15.6,18.7,LN,1,436,30,62
1990,feijao,692,0,0,0,,,,N,0,409,26,58
1991,feijao,692,692,208,0.0144,301,5.9,,N,0,430,46,84
1992,feijao,820,820,33,0.0203,40,-87.6,-86.6,EN,1,599,109,61
1994,feijao,300,300,180,68,600,54.2,,N,0,622,28,81
