ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,60,42,0,700,0.1,,731,LN,0,-0.9,,,
1975,arroz,,90,63,0,700,-10.5,0,748,N,0,-0.3,,,
1976,arroz,,95,86,0,905,9.7,29.3,765,N,0,-0.3,,,
1977,arroz,,98,88,0,898,7.7,-0.8,782,EN,0,0.5,,,
1978,arroz,,90,84,0,933,15.1,3.9,800,N,0,0.1,,,
1979,arroz,,90,54,0,600,-19.8,-35.7,818,N,0,0.2,,,
1980,arroz,,5,3,0,600,-8.4,0,837,N,0,0.3,,,
1982,arroz,,40,24,0,600,0.7,,875,N,0,0.4,324,81,73
1985,arroz,,10,20,0,2000,81.7,,936,LN,0,-0.6,908,34,69
1986,arroz,,60,80,0,1333,12.2,-33.3,957,N,0,-0.2,799,35,23
1988,arroz,50,50,60,0,1200,-5.1,,1001,N,0,-0.2,421,90,101
1989,arroz,40,40,24,0,600,-49.8,-50,1023,LN,0,-1.1,446,24,64
1990,arroz,48,0,0,0,,,,,N,0,0.3,363,37,61
1991,arroz,70,70,84,0.0018,1200,0.8,,1070,N,0,0.4,573,41,37
1993,arroz,300,0,0,0,,,,,EN,0,0.9,137,70,81
1994,arroz,80,80,96,18,1200,-0.7,,1145,N,0,0.4,446,58,68
1995,arroz,60,60,81,17,1350,10.4,12.5,1171,EN,0,0.7,408,56,60
1996,arroz,50,50,55,14,1100,-13.6,-18.5,1197,LN,0,-0.6,535,30,63
1997,arroz,35,35,21,5,600,-55.1,-45.5,1224,N,0,0.2,470,48,88
1998,arroz,40,0,0,0,,,,,EN,0,1.3,260,24,108
1999,arroz,40,40,64,20,1600,5.3,,1280,LN,0,-1.1,510,82,93
2000,arroz,25,25,40,13,1600,-2.5,0,1310,LN,0,-1.1,594,22,63
1974,cana,,150,3000,0,20000,13.4,,22836,LN,1,-1.5,,,
1975,cana,,150,2700,0,18000,-6.1,-10,23040,N,0,-0.1,,,
1976,cana,,150,3000,0,20000,-3.2,11.1,23246,LN,0,-1,,,
1977,cana,,150,3000,0,20000,-9.6,0,23453,EN,0,1,,,
1978,cana,,50,1250,0,25000,6.1,25,23661,EN,0,0.9,,,
1979,cana,,60,2400,0,40000,60.7,60,23870,N,0,0.2,,,
1980,cana,,45,630,0,14000,-46.5,-65,24079,EN,0,0.6,,,
1981,cana,,50,1008,0,20160,-26.5,44,24287,N,0,0,476,31,65
1982,cana,,20,700,0,35000,22.6,73.6,24493,N,0,0.1,324,81,73
1983,cana,,2,20,0,10000,-66.2,-71.4,24697,EN,1,2.5,286,29,86
1986,cana,,10,500,0,50000,55.2,,25280,N,0,-0.3,799,35,23
1987,cana,,20,600,0,30000,-8.9,-40,25462,EN,1,1.6,473,26,60
1988,cana,15,15,600,0,40000,19,33.3,25635,EN,0,0.7,421,90,101
1989,cana,20,20,800,1e-04,40000,17.3,0,25800,LN,1,-1.7,446,24,64
1990,cana,30,30,900,0.0018,30000,-12,-25,25956,N,0,0.2,363,37,61
1991,cana,50,50,1500,0.0109,30000,-11,0,26101,EN,0,0.6,573,41,37
1992,cana,32,32,384,0.0293,12000,-64,-60,26238,EN,1,2.3,322,65,57
1993,cana,16,0,0,0,,,,,EN,0,0.5,137,70,81
1996,cana,8,8,400,24,50000,65.1,,26686,LN,0,-0.9,535,30,63
1997,cana,10,10,380,27,38000,27.5,-24,26775,N,0,-0.2,470,48,88
1998,cana,10,10,110,9,11000,-63.2,-71.1,26856,EN,1,2.2,260,24,108
1999,cana,10,10,300,18,30000,-3.1,172.7,26927,LN,1,-1.5,510,82,93
2000,cana,13,13,338,20,26000,-19,-13.3,26989,LN,1,-1.7,594,22,63
2001,cana,10,10,200,12,20000,-39.4,-23.1,27042,LN,0,-0.6,394,27,82
2002,cana,10,10,400,20,40000,17.2,100,27086,N,0,-0.1,567,64,72
2003,cana,10,10,390,20,39000,11.9,-2.5,27121,EN,0,0.9,648,69,102
2004,cana,10,10,360,18,36000,1.2,-7.7,27146,N,0,0.3,659,89,92
2005,cana,10,10,420,25,42000,15.2,16.7,27163,EN,0,0.6,390,57,116
2006,cana,10,10,400,24,40000,9,-4.8,27172,LN,0,-0.9,352,82,91
2007,cana,10,10,160,10,16000,-55,-60,27175,EN,0,0.6,373,100,107
2008,cana,10,10,390,20,39000,16.4,143.8,27172,LN,1,-1.6,713,66,75
2009,cana,10,10,370,19,37000,17.1,-5.1,27166,LN,0,-0.9,402,65,100
2010,cana,10,10,108,6,10800,-62.1,-70.8,27157,EN,1,1.5,191,86,115
2011,cana,10,10,410,25,41000,61,200,27148,LN,0,-1.4,541,41,57
2012,cana,10,10,220,13,22000,-8,-46.3,27140,LN,0,-0.8,269,74,97
2013,cana,10,10,190,14,19000,-15.5,-13.6,27134,LN,0,-0.6,112,60,143
2014,cana,10,10,240,24,24000,9.9,26.3,27131,LN,0,-0.5,324,44,83
2015,cana,10,10,150,20,15000,-31.9,-37.5,27132,EN,0,0.5,327,47,107
2016,cana,5,5,80,12,16000,-29.4,6.7,27137,EN,1,2.2,460,84,109
2017,cana,5,5,100,19,20000,-15.9,25,27145,LN,0,-0.7,316,78,107
2018,cana,2,2,52,10,26000,2.3,30,27156,LN,0,-1.1,423,82,106
2019,cana,2,2,76,14,38000,38,46.2,27170,EN,0,0.6,554,48,74
2020,cana,2,2,79,16,39500,30.8,3.9,27186,N,0,0.1,779,91,96
2021,cana,2,2,57,11,28500,-14.7,-27.8,27203,LN,0,-1.2,471,33,94
2022,cana,2,2,68,16,34000,-8.6,19.3,27220,LN,0,-1.2,517,29,80
1974,feijao,,8000,1216,0,152,-42.5,,251,LN,1,-1.9,,,
1975,feijao,,8400,3022,0,360,30.6,136.7,250,N,0,-0.2,,,
1976,feijao,,9827,1712,0,174,-38.8,-51.6,249,LN,0,-1.1,,,
1977,feijao,,8400,3532,0,420,43.9,141.4,247,EN,0,1.1,,,
1978,feijao,,8000,3200,0,400,34.4,-4.9,246,EN,0,1.1,,,
1979,feijao,,6520,4395,0,674,123.6,68.5,245,N,0,0.2,,,
1980,feijao,,1570,200,0,127,-58.1,-81.1,243,EN,0,0.7,,,
1981,feijao,,4284,642,0,150,-50.6,17.6,242,N,0,0.2,476,31,65
1982,feijao,,11200,4704,0,420,39.6,180.3,241,N,0,0,324,81,73
1983,feijao,,484,44,0,91,-69.5,-78.4,239,EN,1,2.5,286,29,86
1984,feijao,,13100,6550,0,500,71.7,200,238,LN,0,-1,303,82,86
1985,feijao,,7000,1680,0,240,-14.7,-52,237,LN,0,-1,908,34,69
1986,feijao,,9000,3060,0,340,24.3,41.7,235,N,0,-0.2,799,35,23
1987,feijao,,9000,1125,0,125,-53.4,-63.2,234,EN,1,1.5,473,26,60
1988,feijao,11500,11500,5750,1e-04,500,89.5,200,233,EN,0,0.9,421,90,101
1989,feijao,9240,9240,1848,0.0014,200,-23,-60,231,LN,1,-1.9,446,24,64
1990,feijao,10626,5689,967,0.0223,170,-33.7,-15,230,N,0,0,363,37,61
1991,feijao,14950,14950,7475,0.2256,500,98.5,194.2,229,EN,0,0.5,573,41,37
1992,feijao,12000,9600,672,0.5254,70,-71.6,-86,228,EN,1,2.1,322,65,57
1993,feijao,15200,6000,450,14.1709,75,-69.2,7.1,226,N,0,0.3,137,70,81
1994,feijao,15000,15000,7500,1688,500,103.5,200,225,N,0,0.3,446,58,68
1995,feijao,16500,15000,3300,1439,220,-12.3,-56,224,EN,0,1.4,408,56,60
1996,feijao,10806,10806,3079,1416,285,11.9,29.5,223,LN,0,-0.9,535,30,63
1997,feijao,11340,11340,3402,1939,300,16.1,5.3,221,N,0,-0.3,470,48,88
1998,feijao,13000,13000,1300,2340,100,-62.2,-66.7,220,EN,1,2.3,260,24,108
1999,feijao,11000,11000,3850,1540,350,30.8,200,219,LN,1,-1.6,510,82,93
2000,feijao,10000,10000,3000,1200,300,11.8,-14.3,218,LN,1,-1.6,594,22,63
2001,feijao,13240,13240,2820,3638,213,-20.6,-29,217,LN,0,-0.7,394,27,82
2002,feijao,10908,10908,3501,3291,321,20.3,50.7,215,N,0,-0.3,567,64,72
