ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1979,arroz,,320,320,0,1000,-40.1,,N,0,,,
1980,arroz,,900,2025,0,2250,25.4,125,EN,0,,,
1981,arroz,,1150,4025,0,3500,87.6,55.6,N,0,861,8,0
1982,arroz,,1150,1150,0,1000,-47.5,-71.4,N,0,967,10,0
1983,arroz,,1150,2875,0,2500,32.3,150,EN,1,1524,12,0
1984,arroz,,1200,3060,0,2550,37.6,2,LN,0,895,7,0
1985,arroz,,1320,788,0,597,-67,-76.6,LN,0,970,9,0
1986,arroz,,1350,1485,0,1100,-37.7,84.3,N,0,824,12,9
1987,arroz,,1500,3300,0,2200,26.9,100,EN,1,837,16,0
1988,arroz,1500,1500,3000,0,2000,16.8,-9.1,EN,0,906,10,1
1989,arroz,1500,1500,3150,2e-04,2100,21.7,5,LN,1,1068,8,2
1990,arroz,1500,1500,2700,0.0053,1800,1.8,-14.3,N,0,1096,6,2
1991,arroz,1500,150,60,0.001,400,-77.9,-77.8,EN,0,993,12,5
1992,arroz,500,500,750,0.1882,1500,-18.5,200,EN,1,1386,7,0
1993,arroz,350,350,875,1.4447,2500,30.6,66.7,EN,0,1058,8,0
1994,arroz,250,250,625,113,2500,27.2,0,N,0,1195,10,0
1995,arroz,250,250,500,77,2000,-0.2,-20,EN,0,1351,9,2
1996,arroz,250,250,410,74,1640,-15.2,-18,LN,0,1184,8,5
1997,arroz,112,112,190,34,1696,-7.5,3.4,N,0,1428,9,0
1998,arroz,60,60,105,19,1750,-0.8,3.2,EN,1,2018,5,0
1999,arroz,60,60,91,15,1517,-10.5,-13.3,LN,1,1036,10,1
2000,arroz,60,60,120,22,2000,19.5,31.9,LN,1,904,7,0
2001,arroz,60,60,120,22,2000,26.3,0,LN,0,1218,7,1
2002,arroz,60,60,35,7,583,-61.3,-70.8,N,0,793,9,4
2003,arroz,40,40,80,36,2000,35.5,200,EN,1,1573,5,0
2004,arroz,40,6,5,2,833,-42.5,-58.3,N,0,1216,17,2
2005,arroz,40,,,,,,,EN,0,892,12,8
2006,arroz,40,40,60,20,1500,7,,LN,0,1014,9,4
2007,arroz,40,40,80,27,2000,44.1,33.3,EN,0,1092,10,3
2008,arroz,20,20,20,9,1000,-28,-50,LN,1,1052,6,2
1980,cana,,500,10000,0,20000,0,,EN,0,,,
1982,cana,,350,7000,0,20000,0,,N,0,967,10,0
1983,cana,,400,8000,0,20000,0,0,EN,1,1524,12,0
1984,cana,,200,4000,0,20000,0,0,LN,0,895,7,0
1985,cana,,800,16000,0,20000,0,0,LN,0,970,9,0
1986,cana,,840,16800,0,20000,-17.1,0,N,0,824,12,9
1987,cana,,1100,44000,0,40000,30.7,100,EN,1,837,16,0
1988,cana,1100,1100,44000,2e-04,40000,0,0,EN,0,906,10,1
2018,cana,13,13,520,36,40000,0,,LN,0,1143,9,0
2019,cana,13,13,520,36,40000,-23.1,0,EN,0,1033,7,1
2020,cana,13,13,520,62,40000,-34.4,0,N,0,754,10,5
2021,cana,13,13,910,64,70000,26.3,75,LN,1,526,14,3
2022,cana,13,13,910,164,70000,0,0,LN,0,668,21,24
2023,cana,13,13,910,191,70000,0,0,LN,0,824,11,0
2024,cana,13,13,910,264,70000,0,0,EN,1,1292,7,4
1974,feijao,,1100,1320,0,1200,18.4,,LN,1,,,
1975,feijao,,2800,2976,0,1063,13.3,-11.4,N,0,,,
