ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1989,arroz,35,35,70,0,2000,0.4,,LN,1,866,9,0
1990,arroz,35,35,70,3e-04,2000,-0.6,0,N,0,917,13,0
1992,arroz,35,35,70,0.0098,2000,-0.3,,EN,1,920,12,0
1993,arroz,35,35,70,0.1465,2000,1,0,EN,0,734,6,0
1994,arroz,35,30,42,3,1400,-27.5,-30,N,0,891,6,0
1995,arroz,25,25,50,6,2000,11.8,42.9,EN,0,1041,8,2
1996,arroz,25,25,25,3,1000,-41.9,-50,LN,0,945,8,4
1997,arroz,25,25,42,6,1680,-0.2,68,N,0,788,9,0
1998,arroz,25,25,43,6,1720,1.4,2.4,EN,1,1498,6,0
1999,arroz,25,25,42,9,1680,-0.2,-2.3,LN,1,660,8,0
2000,arroz,25,25,42,10,1680,-0.5,0,LN,1,819,7,0
2001,arroz,10,10,17,4,1700,-1,1.2,LN,0,1201,6,0
2002,arroz,5,5,9,2,1800,2,5.9,N,0,875,8,1
2003,arroz,5,5,9,3,1800,0.8,0,EN,1,1247,7,0
2004,arroz,5,5,5,2,1000,-43.7,-44.4,N,0,1028,6,0
2005,arroz,5,,,,,,,EN,0,639,12,4
2006,arroz,5,5,8,3,1600,-7.4,,LN,0,965,5,7
2007,arroz,5,5,9,3,1800,5.9,12.5,EN,0,821,7,2
2008,arroz,3,3,5,2,1667,-0.3,-7.4,LN,1,887,11,0
1989,cana,8,8,200,0,25000,-1.1,,LN,1,866,9,0
1990,cana,8,8,200,1e-04,25000,-0.7,0,N,0,917,13,0
1991,cana,8,8,200,5e-04,25000,0,0,EN,0,659,10,1
1992,cana,8,8,200,0.003,25000,1.2,0,EN,1,920,12,0
1993,cana,8,8,200,0.0684,25000,2.6,0,EN,0,734,6,0
1994,cana,8,8,200,2,25000,4.5,0,N,0,891,6,0
1995,cana,8,8,200,5,25000,6.7,0,EN,0,1041,8,2
1996,cana,10,10,200,6,20000,-12.3,-20,LN,0,945,8,4
1997,cana,8,8,168,5,21000,-5.2,5,N,0,788,9,0
1998,cana,8,8,168,5,21000,-2.9,0,EN,1,1498,6,0
1999,cana,8,8,168,5,21000,-0.5,0,LN,1,660,8,0
2000,cana,10,10,210,6,21000,1.5,0,LN,1,819,7,0
2001,cana,10,10,210,8,21000,2.5,0,LN,0,1201,6,0
2002,cana,10,10,250,11,25000,22.5,19,N,0,875,8,1
2003,cana,10,10,250,12,25000,22.9,0,EN,1,1247,7,0
2004,cana,10,10,200,10,20000,-1.6,-20,N,0,1028,6,0
2005,cana,10,10,120,7,12000,-41,-40,EN,0,639,12,4
2006,cana,10,10,200,12,20000,-2,66.7,LN,0,965,5,7
2007,cana,10,10,228,11,22800,11.2,14,EN,0,821,7,2
2008,cana,10,10,209,11,20900,1.1,-8.3,LN,1,887,11,0
2009,cana,10,10,209,11,20900,0.5,0,LN,0,1067,6,0
2010,cana,10,10,209,94,20900,0.2,0,EN,1,1174,8,2
2011,cana,10,10,209,55,20900,0,0,LN,1,622,10,0
2012,cana,10,10,209,56,20900,0.2,0,LN,0,562,11,3
2013,cana,10,10,209,52,20900,0.3,0,LN,0,873,15,5
2014,cana,10,10,209,49,20900,0.2,0,N,0,850,13,12
2015,cana,10,10,209,42,20900,-0.1,0,EN,0,737,9,1
2016,cana,7,7,146,31,20857,-1.3,-0.2,EN,1,1201,15,0
2017,cana,4,4,84,14,21000,-1.8,0.7,LN,0,923,14,0
2018,cana,4,4,88,15,22000,1.4,4.8,LN,0,1201,11,1
2019,cana,5,5,110,19,22000,-0.4,0,EN,0,984,11,3
2020,cana,5,5,125,63,25000,10.9,13.6,N,0,740,18,15
2021,cana,2,2,50,43,25000,8.4,0,LN,1,620,17,6
2022,cana,2,2,46,18,23000,-2.7,-8,LN,0,639,11,21
2023,cana,2,2,50,20,25000,3,8.7,LN,0,633,7,8
2024,cana,2,2,49,20,24500,-1.9,-2,EN,1,1344,7,10
1989,feijao,32,32,37,0,1156,17.6,,LN,1,866,9,0
1990,feijao,46,46,37,3e-04,804,-18.3,-30.4,N,0,917,13,0
1991,feijao,46,46,18,6e-04,391,-60.7,-51.4,EN,0,659,10,1
1992,feijao,40,40,52,0.0113,1300,27.8,200,EN,1,920,12,0
1993,feijao,50,50,62,0.1542,1240,18.1,-4.6,EN,0,734,6,0
1994,feijao,61,61,76,21,1246,13.5,0.5,N,0,891,6,0
1995,feijao,61,61,75,51,1230,6.2,-1.3,EN,0,1041,8,2
1996,feijao,35,35,21,11,600,-51,-51.2,LN,0,945,8,4
1997,feijao,21,21,34,16,1619,24.2,169.8,N,0,788,9,0
1998,feijao,26,26,31,22,1192,-16,-26.4,EN,1,1498,6,0
1999,feijao,41,41,61,51,1488,-4.7,24.8,LN,1,660,8,0
2000,feijao,41,41,61,38,1488,-12,0,LN,1,819,7,0
2001,feijao,41,41,85,57,2073,12.2,39.3,LN,0,1201,6,0
2002,feijao,21,21,43,49,2048,2.9,-1.2,N,0,875,8,1
2003,feijao,21,21,43,84,2048,-1.1,0,EN,1,1247,7,0
2004,feijao,21,21,49,60,2333,9.9,14,N,0,1028,6,0
2005,feijao,20,20,18,19,900,-57.1,-61.4,EN,0,639,12,4
2006,feijao,25,25,51,49,2040,-0.6,126.7,LN,0,965,5,7
2007,feijao,33,33,68,62,2061,3.7,1,EN,0,821,7,2
2008,feijao,13,13,23,36,1769,-6.2,-14.1,LN,1,887,11,0
2009,feijao,23,23,22,36,957,-47,-45.9,LN,0,1067,6,0
2010,feijao,11,11,20,26,1818,4.4,90.1,EN,1,1174,8,2
2011,feijao,6,6,14,17,2333,38.9,28.3,LN,1,622,10,0
