ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1987,arroz,,50,75,0,1500,0,,1356,EN,1,1.5,1086,9,0
1988,arroz,30,30,45,0,1500,10.3,0,1348,EN,0,0.9,1169,11,0
1989,arroz,20,20,20,0,1000,-23,-33.3,1341,LN,1,-1.9,1063,7,0
1990,arroz,15,15,14,1e-04,933,-28.8,-6.7,1334,N,0,0,841,9,0
1991,arroz,25,25,34,0.0012,1360,-0.1,45.7,1326,EN,0,0.5,1231,7,0
1992,arroz,51,51,81,0.0314,1588,0.8,16.8,1319,EN,1,2.1,1017,10,0
1993,arroz,41,41,68,0.1705,1659,-0.7,4.4,1312,N,0,0.3,986,4,0
1994,arroz,40,40,68,9,1700,5.8,2.5,1305,N,0,0.3,919,9,0
1995,arroz,15,15,18,3,1200,-11.5,-29.4,1298,EN,0,1.4,1293,7,0
1996,arroz,15,15,18,7,1200,-4.2,0,1290,LN,0,-0.9,1364,6,0
1997,arroz,8,8,10,4,1250,1.4,4.2,1283,N,0,-0.3,1436,5,0
1998,arroz,8,8,10,4,1250,-0.1,0,1276,EN,1,2.3,1347,3,0
1999,arroz,8,8,10,5,1250,-0.5,0,1269,LN,1,-1.6,1316,4,0
2000,arroz,8,8,10,3,1250,-0.1,0,1262,LN,1,-1.6,1086,6,0
2001,arroz,8,8,10,3,1250,1.2,0,1255,LN,0,-0.7,1050,6,0
2002,arroz,5,5,6,2,1200,-0.6,-4,1249,N,0,-0.3,1137,8,0
1996,cana,5,5,125,2,25000,,,,LN,0,-0.9,1364,6,0
2017,cana,5,5,187,21,37400,,,,LN,0,-0.7,777,9,0
2018,cana,5,5,200,20,40000,,7,,LN,0,-1.1,778,9,0
2019,cana,5,5,187,16,37400,,-6.5,,EN,0,0.6,909,4,0
2020,cana,5,5,200,20,40000,,7,,N,0,0.1,741,8,0
1974,feijao,,92,67,0,728,-3.1,,732,LN,1,-1.9,,,
