code_muni,en,ln,n,med
1100015,79.56,88.53,110.71,90.23
1100023,122.77,95.96,139.19,114.68
1100031,99.83,113.77,102.27,106.42
1100049,94.81,105.95,105.59,102
1100056,87.81,90.92,92.62,90.21
1100064,94.46,109.38,105.16,103.27
1100072,87.28,86.86,92.21,88.17
1100080,64.99,53.75,102.65,68.29
1100098,94.23,101.82,102.63,99.36
1100106,60.81,46.64,88.57,60.68
1100114,105.54,111.34,98.39,106.51
1100122,108.92,102.78,104.24,105.23
1100130,106.21,122.02,182.04,129.57
1100148,88.14,100.54,94.08,94.82
1100155,109.23,109.44,89.27,104.98
1100189,82.1,96.84,98.72,92.12
1100205,109.04,105.07,132.98,112.52
1100254,106.14,105.34,101.32,104.75
1100262,131.83,119.86,165.25,133.89
1100288,81.54,99.95,107.87,95.27
1100296,84.52,95.53,112.96,95.49
1100304,85.9,100.96,98.77,95.24
1100320,84.79,101.19,99.62,95.14
1100338,102.73,92.14,102.53,98.08
1100346,93.12,117.28,91.14,103.19
1100379,69.87,87.53,102.59,84.66
1100403,112.22,112.72,148.2,120.26
1100452,130.63,105.31,129.56,119.39
1100502,86.95,95.11,105.83,94.6
1100601,112.66,99.05,127.5,109.97
1100700,130.04,99.24,118.67,114.17
1100809,116.36,114.84,168.99,127.14
1100908,100.82,100.54,106.2,101.87
1100924,76.84,84.43,93.38,83.74
1100940,116.65,121.73,175.98,131.76
1101005,110.85,105.71,108.27,108.05
1101104,123.63,112.07,162.77,127.11
1101203,106.88,104.62,103.59,105.18
1101302,104.31,115.16,97.13,107.47
1101401,120.86,94,124.78,110.04
1101435,110.54,108.57,87.85,104.75
1101450,69.25,98.04,99.15,88.27
1101468,77.24,87.2,98.25,86.14
1101476,85.91,96.87,114.51,96.89
1101484,85.35,96.35,106.32,94.69
1101492,69.38,71.14,103.73,77.62
1101500,75.44,82.14,99.18,83.51
1101559,102.53,110.47,89.23,103.09
1101609,121.03,112.44,134.13,120.14
1101708,97.29,119.02,96.52,106.57
1101757,107.92,118.46,151.82,122.04
1101807,105.33,105.76,104.29,105.29
1200013,128.19,104.25,131.82,118.57
1200054,111.19,111.83,136.42,116.95
1200104,81.04,94.74,120.04,95.48
