code_muni,en,ln,n,med
1100015,0.01,-0.22,0.41,0
1100023,-0.31,-0.08,0.71,0.01
1100031,0.13,-0.21,0.19,0
1100049,0.06,-0.03,-0.02,0
1100056,-0.01,-0.12,0.26,0.01
1100064,0.05,-0.14,0.2,0
1100072,-0.06,-0.09,0.3,0.01
1100080,-0.21,-0.04,0.43,0
1100098,-0.2,0.08,0.22,0.01
1100106,-0.16,-0.09,0.45,0
1100114,-0.45,0.08,0.65,0.01
1100122,-0.11,-0.11,0.49,0.02
1100130,-0.43,-0.03,0.77,0
1100148,0.23,-0.28,0.11,0
1100155,-0.18,-0.07,0.48,0.01
1100189,-0.23,0.04,0.35,0.01
1100205,-0.17,0.15,-0.01,0
1100254,0.23,-0.23,0.07,0.01
1100262,-0.37,0.05,0.58,0.01
1100288,0.14,-0.13,-0.02,-0.01
1100296,0.06,-0.12,0.11,0
1100304,-0.26,0.05,0.38,0.01
1100320,-0.16,0,0.32,0.01
1100338,0,-0.03,0.1,0.01
1100346,-0.11,-0.03,0.25,0
1100379,-0.16,-0.21,0.67,0
1100403,-0.15,-0.05,0.4,0.01
1100452,-0.53,0.2,0.53,0
1100502,0.32,-0.24,-0.09,0
1100601,-0.31,-0.16,0.87,0.01
1100700,-0.62,0.28,0.54,0.01
1100809,-0.4,0.25,0.2,0
1100908,0.25,-0.2,-0.01,0.01
1100924,-0.19,0.01,0.29,0
1100940,-0.34,0.02,0.53,0
1101005,-0.63,0.16,0.79,0
1101104,-0.31,0.1,0.35,0
1101203,0.22,-0.21,0.06,0.01
1101302,-0.37,0.07,0.54,0.01
1101401,-0.4,-0.03,0.75,0
1101435,-0.32,0.08,0.42,0.01
1101450,-0.06,-0.15,0.39,0
1101468,-0.09,-0.14,0.45,0.01
1101476,-0.01,-0.04,0.1,0
1101484,0.02,-0.02,-0.01,0
1101492,-0.25,0.04,0.4,0.01
1101500,-0.34,0.08,0.44,0.01
1101559,-0.16,0.02,0.25,0.01
1101609,-0.3,-0.1,0.73,0.01
1101708,-0.17,-0.01,0.33,0.01
1101757,-0.31,-0.08,0.7,0
1101807,-0.16,-0.14,0.61,0.01
1200013,-0.03,-0.1,0.19,-0.01
1200054,-0.05,0,0.08,0
1200104,0.1,-0.12,0.06,0
1200138,-0.14,0.1,0.05,0
1200179,0.05,-0.1,0.13,0
1200203,-0.19,0.07,0.2,0
1200252,0.23,-0.22,0.02,0
1200302,-0.12,0.16,-0.09,0
1200328,-0.41,0.32,0.13,0.01
1200336,-0.15,0,0.26,0
1200344,-0.17,0.14,0.01,0
1200351,-0.4,0.26,0.24,0.01
1200385,-0.03,-0.07,0.19,0
1200393,-0.33,0.23,0.16,0.01
1200401,0.06,-0.03,-0.04,0
1200427,-0.17,0.02,0.27,0
1200435,-0.11,0.11,-0.01,0
1200450,-0.09,0.02,0.1,0
1200500,-0.15,0.03,0.21,0
1200609,-0.09,0.11,-0.05,0
1200708,0.11,-0.12,0.05,0
1200807,-0.21,0.17,0.02,0
1300029,-0.55,0.5,0.02,0.01
1300060,-0.43,0.31,0.15,0
1300086,-0.52,0.37,0.18,0
1300102,-0.46,0.4,0.04,0
1300144,-0.29,0.34,-0.11,0.01
1300201,-0.16,0.23,-0.13,0.01
1300300,-0.47,0.41,0.02,0
1300409,-0.67,0.62,-0.02,0.01
1300508,-0.52,0.49,-0.05,0
1300607,-0.37,0.27,0.11,0
1300631,-0.46,0.34,0.13,0
1300680,-0.46,0.41,-0.01,0
1300706,-0.05,-0.16,0.39,0
1300805,-0.54,0.38,0.21,0
1300839,-0.48,0.35,0.14,0
1300904,-0.19,0.29,-0.2,0.01
1301001,-0.32,0.49,-0.37,0
1301100,-0.43,0.28,0.22,0.01
1301159,-0.55,0.48,-0.01,-0.01
1301209,-0.55,0.6,-0.19,0
1301308,-0.42,0.32,0.11,0
1301407,-0.3,0.21,0.12,0
1301506,-0.26,0.18,0.11,0
1301605,-0.54,0.57,-0.14,0.01
1301654,-0.16,0.03,0.24,0.01
1301704,-0.24,0.18,0.09,0.01
1301803,-0.2,0.13,0.11,0
1301852,-0.37,0.24,0.22,0.01
1301902,-0.6,0.53,-0.02,-0.01
1301951,-0.29,0.35,-0.14,0
1302009,-0.62,0.61,-0.13,-0.01
1302108,-0.28,0.3,-0.09,0
1302207,-0.56,0.57,-0.09,0.01
1302306,-0.27,0.34,-0.16,0
1302405,-0.23,0.17,0.07,0
1302504,-0.38,0.2,0.3,0.01
1302553,-0.44,0.25,0.3,0.01
1302603,-0.52,0.47,0.01,0
1302702,-0.29,0.12,0.3,0.01
1302801,-0.51,0.31,0.3,0.01
1302900,-0.55,0.45,0.08,0
1303007,-0.68,0.44,0.29,-0.01
1303106,-0.6,0.47,0.14,0
1303205,-0.37,0.3,0.07,0
1303304,-0.37,0.28,0.13,0.01
1303403,-0.54,0.38,0.17,0
1303502,-0.24,0.13,0.17,0.01
1303536,-0.35,0.49,-0.39,-0.01
1303569,-0.43,0.6,-0.46,-0.01
1303601,-0.7,0.63,0.01,0
1303700,-0.34,0.23,0.16,0.01
1303809,-0.57,0.56,-0.08,0.01
1303908,-0.34,0.24,0.15,0.01
1303957,-0.48,0.51,-0.22,-0.01
1304005,-0.54,0.58,-0.22,-0.01
1304062,-0.4,0.26,0.21,0.01
1304104,-0.39,0.51,-0.28,0
1304203,-0.57,0.57,-0.1,0
1304237,-0.46,0.46,-0.1,0
1304260,-0.6,0.46,0.17,0
1304302,-0.62,0.58,-0.09,-0.01
1304401,-0.48,0.35,0.12,-0.01
1400027,-0.6,0.62,-0.08,0.02
1400050,-0.64,0.59,0.02,0.01
1400100,-0.37,0.36,0.01,0.01
1400159,-0.37,0.37,-0.02,0.01
1400175,-0.42,0.51,-0.19,0.02
1400209,-0.54,0.58,-0.14,0.01
1400233,-0.5,0.58,-0.21,0.01
1400282,-0.57,0.61,-0.1,0.02
1400308,-0.55,0.64,-0.18,0.02
1400407,-0.36,0.47,-0.25,0.01
1400456,-0.45,0.45,-0.02,0.02
1400472,-0.54,0.49,0,0
1400506,-0.5,0.51,-0.09,0.01
1400605,-0.52,0.54,-0.12,0.01
1400704,-0.43,0.47,-0.09,0.01
1500107,-0.39,0.3,0.1,0
1500131,-0.36,0.15,0.36,0.01
1500206,-0.51,0.38,0.14,0
1500305,-0.48,0.22,0.41,0
1500347,-0.14,0.12,0.05,0.01
1500404,-0.73,0.64,0,-0.01
1500503,-0.4,0.38,-0.08,-0.01
1500602,-0.52,0.4,0.16,0.01
1500701,-0.48,0.3,0.25,0
1500800,-0.2,0.11,0.14,0
1500859,-0.64,0.46,0.2,0
1500909,-0.26,0.04,0.38,0
1500958,-0.51,0.45,0.01,0
1501006,-0.59,0.58,-0.08,0
1501105,-0.51,0.5,-0.09,0
1501204,-0.52,0.4,0.1,0
1501253,-0.18,-0.09,0.51,0.01
1501303,-0.39,0.28,0.13,0
1501402,-0.24,0.14,0.14,0
1501451,-0.65,0.64,-0.11,0
1501501,-0.22,0.1,0.19,0
1501576,-0.35,0.1,0.39,0
1501600,-0.49,0.3,0.28,0.01
1501709,-0.33,0.13,0.32,0
1501725,-0.59,0.58,-0.1,0
1501758,-0.43,0.06,0.61,0
1501782,-0.5,0.29,0.28,0
1501808,-0.44,0.22,0.34,0
1501907,-0.35,0.18,0.25,0
1501956,-0.37,0.12,0.4,0
1502004,-0.24,0.2,0.03,0
1502103,-0.54,0.42,0.11,0
1502152,-0.09,-0.07,0.27,0
1502202,-0.43,0.22,0.35,0.01
1502301,-0.45,0.31,0.2,0
1502400,-0.44,0.23,0.32,0
1502509,-0.34,0.1,0.39,0
1502608,-0.31,0.18,0.2,0
1502707,-0.14,-0.09,0.43,0
1502756,-0.4,0.26,0.17,0
1502764,-0.1,-0.04,0.26,0
1502772,0.03,-0.07,0.1,0
1502806,-0.5,0.3,0.32,0.01
1502855,-0.67,0.59,-0.01,0
1502905,-0.39,0.26,0.17,0
1502939,-0.56,0.28,0.44,0
1502954,0,-0.18,0.35,0
1503002,-0.71,0.56,0.09,-0.01
1503044,-0.18,-0.06,0.4,0
1503077,-0.34,0.2,0.22,0
1503093,-0.51,0.25,0.37,0
1503101,-0.26,0.08,0.29,0
1503200,-0.48,0.27,0.32,0
1503309,-0.53,0.4,0.12,0
1503408,-0.3,0.11,0.33,0.01
1503457,-0.54,0.41,0.15,0
1503507,-0.47,0.28,0.27,0
1503606,-0.32,0.38,-0.14,0.01
1503705,-0.27,0.08,0.26,-0.01
1503754,-0.34,0.12,0.36,0
1503804,-0.36,0.12,0.4,0
1503903,-0.58,0.5,0.02,0
1504000,-0.52,0.4,0.12,0
1504059,-0.45,0.36,0.1,0
1504109,-0.4,0.24,0.24,0
1504208,-0.06,-0.04,0.17,0
1504307,-0.43,0.17,0.42,0
1504406,-0.41,0.26,0.21,0
1504422,-0.2,0.11,0.14,0
1504455,-0.6,0.64,-0.21,0
1504505,-0.39,0.28,0.16,0
1504604,-0.54,0.4,0.13,-0.01
1504703,-0.53,0.32,0.29,0
1504752,-0.67,0.6,-0.02,0
1504802,-0.62,0.57,-0.07,-0.01
1504901,-0.5,0.4,0.1,0
1504950,-0.43,0.19,0.35,0
1504976,-0.36,0.12,0.42,0.01
1505007,-0.46,0.25,0.33,0.01
1505031,-0.25,0.25,-0.02,0.01
1505064,-0.63,0.48,0.18,0
1505106,-0.69,0.5,0.18,-0.01
1505205,-0.58,0.43,0.19,0
1505304,-0.77,0.58,0.18,-0.01
1505403,-0.44,0.23,0.32,0
1505437,-0.22,-0.03,0.44,0
1505486,-0.57,0.43,0.12,-0.01
1505494,-0.4,0.07,0.54,0
1505502,-0.58,0.38,0.31,0.01
1505536,-0.11,0.05,0.1,0
1505551,-0.09,-0.19,0.53,0
1505601,-0.47,0.23,0.39,0
1505635,-0.12,-0.1,0.38,0
1505650,-0.62,0.49,0.12,0
1505700,-0.3,0.22,0.1,0
1505809,-0.57,0.43,0.14,-0.01
1505908,-0.57,0.57,-0.13,0
1506005,-0.7,0.71,-0.18,0
1506104,-0.37,0.16,0.35,0
1506112,-0.37,0.16,0.36,0
1506138,-0.14,-0.21,0.63,0
1506161,-0.2,-0.05,0.45,0
1506187,-0.41,0.19,0.35,0
1506195,-0.57,0.42,0.18,0
1506203,-0.4,0.18,0.37,0
1506302,-0.26,0.13,0.19,0
1506351,-0.28,0.13,0.23,0
1506401,-0.29,0.12,0.27,0
1506500,-0.2,0.05,0.29,0.01
1506559,-0.41,0.19,0.33,0
1506583,-0.05,-0.16,0.41,0
1506609,-0.45,0.26,0.29,0.01
1506708,-0.08,-0.09,0.34,0.01
1506807,-0.68,0.64,-0.05,0
1506906,-0.42,0.2,0.35,0
1507003,-0.34,0.18,0.24,0
1507102,-0.36,0.28,0.08,0
1507151,-0.22,-0.05,0.49,0
1507201,-0.48,0.28,0.28,0
1507300,-0.28,0.06,0.4,0.01
1507409,-0.4,0.21,0.3,0
1507458,-0.18,-0.18,0.65,0
1507466,-0.4,0.28,0.16,0
1507474,-0.39,0.15,0.39,0
1507508,-0.33,0.05,0.48,0
1507607,-0.35,0.18,0.3,0.01
1507706,-0.46,0.32,0.16,0
1507755,-0.16,0.03,0.23,0
1507805,-0.61,0.39,0.31,0
1507904,-0.27,0.16,0.16,0
1507953,-0.48,0.31,0.25,0
1507961,-0.39,0.24,0.22,0
1507979,-0.61,0.45,0.16,0
1508001,-0.46,0.34,0.15,0
1508035,-0.36,0.17,0.3,0
1508050,-0.43,0.49,-0.18,0
1508084,-0.18,0,0.33,0.01
1508100,-0.65,0.45,0.26,0
1508126,-0.51,0.22,0.48,0.01
1508159,-0.62,0.59,-0.08,0
1508209,-0.38,0.27,0.14,0
1508308,-0.28,0.06,0.36,0
1508357,-0.65,0.49,0.17,0
1508407,-0.2,0.06,0.25,0.01
1600055,-0.3,0.3,-0.08,-0.01
1600105,-0.5,0.58,-0.28,0
1600154,-0.21,0.16,0.02,-0.01
1600204,-0.5,0.57,-0.23,0
1600212,-0.43,0.3,0.18,0
1600238,-0.3,0.15,0.21,0
1600253,-0.46,0.19,0.43,0
1600279,-0.35,0.32,-0.04,-0.01
1600303,-0.46,0.19,0.43,0
1600402,-0.3,0.15,0.21,0
1600501,-0.54,0.47,0.05,0.01
1600535,-0.33,0.19,0.16,-0.01
1600550,-0.46,0.5,-0.18,0
1600600,-0.37,0.11,0.38,-0.01
1600709,-0.48,0.39,0.08,0
1600808,-0.33,0.32,-0.07,-0.01
1700251,-0.14,-0.14,0.51,0
1700301,-0.26,0.02,0.44,0.01
1700350,0.15,-0.34,0.42,0.01
1700400,0.01,-0.18,0.32,0
1700707,0.01,-0.23,0.49,0.01
1701002,-0.31,-0.03,0.6,0
1701051,-0.26,-0.02,0.52,0.01
1701101,-0.13,0.05,0.17,0.01
1701309,-0.34,0.04,0.49,0
1701903,-0.15,-0.09,0.43,0
1702000,-0.03,-0.2,0.48,0.01
1702109,-0.2,-0.04,0.41,0
1702158,-0.3,0.02,0.49,0
1702208,-0.45,0.15,0.48,0
1702307,-0.13,0.01,0.24,0.01
1702406,0.01,-0.24,0.49,0.01
1702554,-0.39,0.16,0.37,0
1702703,0.03,-0.26,0.48,0.01
1702901,-0.35,0.04,0.53,0
1703008,-0.15,-0.1,0.49,0.01
1703057,-0.13,-0.03,0.33,0.01
1703073,-0.17,-0.16,0.66,0.01
1703107,-0.07,-0.27,0.64,0
1703206,-0.13,0,0.25,0.01
1703305,-0.1,-0.12,0.42,0
1703602,-0.16,-0.05,0.42,0.01
1703701,-0.01,-0.19,0.41,0.01
1703800,-0.38,0.16,0.35,0
1703826,-0.3,-0.03,0.58,0
1703842,-0.09,-0.16,0.53,0.01
1703867,0.12,-0.26,0.34,0.01
1703883,-0.28,0.04,0.4,0
1703891,-0.43,0.2,0.36,0
1703909,-0.12,-0.1,0.43,0.01
1704105,-0.13,-0.08,0.41,0.01
1704600,-0.06,-0.28,0.66,0
1705102,0.02,-0.25,0.45,0
1705508,-0.17,-0.07,0.47,0.01
1705557,0.03,-0.25,0.46,0.01
1705607,0.04,-0.29,0.5,0
1706001,-0.18,-0.1,0.49,0
1706100,0.04,-0.3,0.55,0.01
1706258,0.01,-0.21,0.44,0.01
1706506,-0.22,-0.04,0.51,0.01
1707009,0.01,-0.26,0.48,0
1707108,-0.16,-0.16,0.58,0
1707207,-0.16,-0.17,0.59,0
1707306,0.09,-0.25,0.35,0.01
1707405,-0.36,0.09,0.46,0
1707553,0.01,-0.24,0.46,0.01
1707652,0.03,-0.24,0.45,0.01
1707702,-0.2,-0.13,0.67,0.02
1708205,0.05,-0.28,0.47,0.01
1708254,-0.07,-0.2,0.51,0
1708304,-0.09,-0.2,0.54,0
1709005,-0.12,-0.21,0.67,0.02
1709302,-0.08,-0.2,0.54,0.01
1709500,0.04,-0.22,0.38,0.01
1709807,0.08,-0.31,0.46,0
1710508,-0.11,-0.15,0.51,0.01
1710706,-0.33,-0.03,0.65,0
1710904,-0.1,-0.15,0.51,0.01
1711100,-0.2,-0.06,0.49,0.01
1711506,0.05,-0.28,0.5,0.01
1711803,-0.14,0,0.27,0.01
1711902,0.09,-0.28,0.42,0.01
1711951,0.01,-0.07,0.17,0.01
1712009,-0.14,0.02,0.22,0
1712157,0.03,-0.23,0.43,0.01
1712405,0,-0.08,0.19,0.01
1712454,-0.24,-0.03,0.5,0.01
1712504,-0.2,-0.07,0.49,0
1712702,-0.08,0,0.17,0.01
1712801,-0.28,-0.05,0.58,0
1713205,-0.14,-0.16,0.53,0
1713304,-0.12,-0.17,0.53,0
1713601,0.02,-0.17,0.3,0.01
1713700,-0.15,-0.21,0.66,0
