code_muni,en,ln,n,med
1100015,1.47,1.21,2,1.48
1100023,2.18,1.63,1.6,1.83
1100031,1.71,1.16,1.9,1.52
1100049,1.35,1.42,1.3,1.37
1100056,1.71,1.37,1.6,1.54
1100064,1.47,1.21,1.5,1.37
1100072,1.76,1.42,1.5,1.57
1100080,1.71,1.89,2,1.85
1100098,1.53,1.32,1.6,1.46
1100106,1.88,1.79,1.6,1.78
1100114,1.35,1.37,1.7,1.43
1100122,1.12,1.47,1.5,1.35
1100130,1.06,1,1.1,1.04
1100148,1.82,1.42,1.7,1.63
1100155,1.47,1.37,1.4,1.41
1100189,1.53,1.32,1.7,1.48
1100205,1.47,1.53,1.1,1.41
1100254,1.35,1.37,1.4,1.37
1100262,1.47,1.53,1.3,1.46
1100288,1.82,1.37,1.6,1.59
1100296,1.53,1.32,1.7,1.48
1100304,1.18,1.11,1.4,1.2
1100320,1.41,1.32,1.6,1.41
1100338,1.41,1.42,1.4,1.41
1100346,1.41,1.26,1.5,1.37
1100379,1.47,1.26,1.8,1.46
1100403,1.94,1.63,1.8,1.78
1100452,1.59,1.32,1.3,1.41
1100502,1.76,1.26,1.4,1.48
1100601,2.18,1.68,2,1.93
1100700,1.88,1.47,1.4,1.61
1100809,1.71,1.47,1.1,1.48
1100908,1.47,1.37,1.2,1.37
1100924,1.65,1.37,1.9,1.59
1100940,1.24,1.21,1,1.17
1101005,1.76,1.26,1.6,1.52
1101104,1.76,1.53,1.3,1.57
1101203,1.24,1.32,1.4,1.3
1101302,1.65,1.53,1.7,1.61
1101401,2.06,1.58,1.5,1.74
1101435,1.41,1.21,1.6,1.37
1101450,1.53,1.37,1.8,1.52
1101468,1.71,1.26,1.3,1.43
1101476,1.53,1.53,1.8,1.59
1101484,1.53,1.37,1.8,1.52
1101492,1.71,1.53,1.8,1.65
1101500,1.71,1.58,1.7,1.65
1101559,1.47,1.37,1.7,1.48
1101609,1.41,1.21,1.4,1.33
1101708,1.35,1.21,1.6,1.35
1101757,1.18,1.16,1,1.13
1101807,1.41,1.42,1.7,1.48
1200013,1.76,1.21,1.4,1.46
1200054,1.94,1.68,1.5,1.74
1200104,2.29,1.63,1.7,1.89
1200138,2.24,1.58,1.5,1.8
1200179,2.35,1.89,1.8,2.04
1200203,1.71,1.16,1.5,1.43
1200252,2.06,1.63,2,1.87
1200302,1.53,0.79,1.4,1.2
1200328,1.29,0.95,1.6,1.22
1200336,1.76,1.05,1.3,1.37
1200344,1.65,1.26,1.2,1.39
1200351,1.35,0.95,1.6,1.24
1200385,1.94,1.42,1.7,1.67
1200393,1.88,1,1.3,1.39
1200401,2.65,1.68,1.7,2.04
1200427,1.71,1.05,1.5,1.39
1200435,1.35,1.05,1.1,1.17
1200450,1.41,1.21,1.3,1.3
1200500,1.47,1.58,1.3,1.48
1200609,1.24,0.79,1.3,1.07
1200708,2.59,1.74,1.9,2.09
1200807,1.88,1.21,1.5,1.52
1300029,1.41,1.58,1.5,1.5
1300060,1.82,1.47,1.4,1.59
1300086,0.94,0.63,1.2,0.87
1300102,1.06,0.95,1.2,1.04
1300144,1.06,1,0.8,0.98
1300201,1.53,0.95,1.4,1.26
1300300,1.47,1.21,1.7,1.41
1300409,3.59,2.79,2.8,3.09
1300508,0.94,1.21,0.9,1.04
1300607,1.59,1.53,1.3,1.5
1300631,1.12,0.89,1.3,1.07
1300680,1.06,1.32,0.8,1.11
1300706,1.24,1.37,1.4,1.33
1300805,1.12,1.32,1.6,1.3
1300839,1.29,0.68,1.2,1.02
1300904,1.12,1.05,1.2,1.11
1301001,1.41,1.32,1.4,1.37
1301100,2.06,1.68,1.9,1.87
1301159,1.82,1.37,1.8,1.63
1301209,1.47,1.21,1.3,1.33
1301308,1.35,1.21,1.2,1.26
1301407,1.41,1.16,1.3,1.28
1301506,1.35,0.84,1.4,1.15
1301605,1.65,1.89,1.9,1.8
1301654,1.24,1.05,1.3,1.17
1301704,1,1.11,0.7,0.98
1301803,1.18,1.26,1.5,1.28
1301852,1.71,1.58,1.9,1.7
1301902,1.53,1.21,1,1.28
1301951,1.29,1,1.2,1.15
1302009,1.71,1.11,1.6,1.43
1302108,1.59,1.21,1.2,1.35
1302207,1.53,1.47,1.6,1.52
1302306,1.41,1.32,1.5,1.39
1302405,1.53,1.05,1.2,1.26
1302504,1.71,1.32,1.6,1.52
1302553,1.47,1.05,1.5,1.3
1302603,1.76,1.26,1.9,1.59
1302702,0.94,1.16,1,1.04
1302801,1.88,1.42,1.7,1.65
1302900,1.18,1.05,1,1.09
1303007,1.47,0.89,1.4,1.22
1303106,1.41,1.16,1.1,1.24
1303205,2.35,2.37,2.4,2.37
1303304,1.18,1.26,1,1.17
1303403,1.71,1.42,1.1,1.46
1303502,1.71,1.21,1.2,1.39
1303536,1.94,2,2.5,2.09
1303569,1.94,1.47,2.4,1.85
1303601,2.47,1.74,2.5,2.17
1303700,2.06,1.58,1.4,1.72
1303809,2.12,1.74,1.6,1.85
1303908,1.65,1.89,1.6,1.74
1303957,1.65,0.84,1.3,1.24
1304005,1.53,1.05,1.2,1.26
1304062,1.76,1.89,1.6,1.78
1304104,0.94,0.74,0.7,0.8
1304203,1.41,1.21,1.6,1.37
1304237,1.82,1.74,1.2,1.65
1304260,1.65,1.89,1.6,1.74
1304302,1.71,1.21,1.8,1.52
1304401,1.18,1.47,0.9,1.24
1400027,9.29,6.21,8,7.74
1400050,7.65,5.21,7.3,6.57
1400100,14.65,12.32,13.8,13.5
1400159,12.65,11.79,12.5,12.26
1400175,12.94,10.26,10.2,11.24
1400209,7,6.53,6,6.59
1400233,6.18,5.47,4.7,5.57
1400282,9.41,6.26,7.7,7.74
1400308,13.18,9.84,11.8,11.5
1400407,17.41,12.79,11.5,14.22
1400456,14.35,8.74,9.9,11.07
1400472,3.88,2.53,3.4,3.22
1400506,5.59,4.63,4.5,4.96
1400605,5.94,5.26,4.8,5.41
1400704,13.47,9.21,10.8,11.13
1500107,0.71,0.32,0.4,0.48
1500131,2,1.26,1.8,1.65
1500206,0.71,0.21,0.7,0.5
1500305,0.94,0.58,0.5,0.7
1500347,1.71,1.26,1.3,1.43
1500404,1.41,0.63,1.2,1.04
1500503,0.94,0.74,1.2,0.91
1500602,1.12,0.53,0.8,0.8
1500701,0.65,0.68,0.5,0.63
1500800,0.35,0.63,0.9,0.59
1500859,1,0.74,1.1,0.91
1500909,1.24,0.74,1.3,1.04
1500958,0.47,0.42,0.6,0.48
1501006,1.53,0.89,1.5,1.26
1501105,0.35,0.32,0.4,0.35
1501204,0.71,0.37,0.9,0.61
1501253,1.59,1.37,1.1,1.39
1501303,0.47,0.32,0.8,0.48
1501402,0.53,0.47,0.9,0.59
1501451,1.24,0.84,1.8,1.2
1501501,0.35,0.58,0.8,0.54
1501576,1.76,1.26,1.7,1.54
1501600,1,0.42,1.1,0.78
1501709,1.35,0.63,1.6,1.11
1501725,1,0.84,1.1,0.96
1501758,2.18,1.42,2.6,1.96
1501782,1,0.63,0.8,0.8
1501808,0.59,0.42,0.7,0.54
1501907,0.47,0.53,0.7,0.54
1501956,0.65,0.53,0.9,0.65
1502004,0.47,0.42,0.8,0.52
1502103,0.59,0.32,0.5,0.46
1502152,1.88,1.42,1.3,1.57
1502202,1.18,0.47,1.3,0.91
1502301,0.76,0.32,0.8,0.59
1502400,0.94,0.63,0.8,0.78
1502509,0.53,0.79,0.2,0.57
1502608,0.65,0.42,0.9,0.61
1502707,2.06,1.53,1.5,1.72
1502756,0.35,0.53,0.8,0.52
