code_muni,en,ln,n,med
1100015,254.5,215.65,254.2,237.54
1100023,283.81,259.15,337.8,284.83
1100031,271.69,204.8,276.8,243.72
1100049,245.12,228.3,268,242.78
1100056,283.5,201.25,289.7,249.09
1100064,267.75,216.1,290.1,250.15
1100072,277.44,201.2,281.7,245.22
1100080,225.69,189.8,225.2,209.98
1100098,253.62,230.7,274.5,248.2
1100106,222.31,192.7,241.8,213.67
1100114,283.5,240.75,321.4,273.15
1100122,270.81,216.85,300,253.7
1100130,297.75,278.9,385.8,308.7
1100148,256.38,209.5,260.4,236.87
1100155,288.06,226,313.1,266.52
1100189,256.69,231.45,267.7,248.11
1100205,300.12,273.55,351.1,299.65
1100254,260.81,216.85,292.1,248.5
1100262,294.19,262.45,355,293.61
1100288,258.06,212.55,280.6,243.17
1100296,256.12,214.75,283.5,244.09
1100304,262.44,221.95,286.5,250.07
1100320,260.31,216.45,281.7,245.89
1100338,261.62,251,266,257.96
1100346,279.25,214.9,297.5,255.24
1100379,252.88,211.35,269,238.33
1100403,296.44,266.55,341.6,293.26
1100452,300.38,275.3,336.3,297.28
1100502,247.62,207.5,270.4,235.13
1100601,287.38,232.7,317.9,270.24
1100700,306.31,266.75,328.1,293.85
1100809,309.31,267.05,361.5,302.28
1100908,247.62,216.55,278.4,240.8
1100924,274.94,205.8,277,245.33
1100940,300.19,276.05,370.6,305
1101005,295.31,247.4,311.2,277.93
1101104,292,259.8,367.8,294.48
1101203,262.69,227.05,277.1,250.33
1101302,291.88,239.25,301.2,271.02
1101401,295.88,259.2,321.2,285.43
1101435,293.56,235.05,303.2,270.22
1101450,261.38,219.75,272.9,245.78
1101468,278.56,200.2,282.7,245.39
1101476,253,221.95,281.6,245.72
1101484,258.38,224.2,282.7,248.8
1101492,243.19,192.95,252,223.26
1101500,247.56,209.3,258.6,233.33
1101559,288,226.7,308,265.7
1101609,289.75,243.85,339.2,280.54
1101708,290.88,225.2,306.9,265.8
1101757,289.19,247.3,351.7,284.57
1101807,280.19,227.1,323.4,266.5
1200013,285.75,258.35,328.9,283.22
1200054,260.12,257,295.4,266.43
1200104,247.44,258.05,297.8,263
1200138,278.19,245.85,279.2,264.35
1200179,268.12,253.95,335.8,276.67
1200203,327.62,331.2,378.7,340.28
1200252,259.06,247.95,292.9,261.59
1200302,330.38,336.45,339.9,335.09
1200328,318.62,327.45,305.2,319.54
1200336,345.31,331.7,414.8,354.5
1200344,292.25,295.4,311.8,297.87
1200351,322.31,314.3,302.5,314.52
1200385,281.81,259.05,332.6,282.96
1200393,306.5,327.8,335.8,322.13
1200401,274,252.85,293.7,269.09
1200427,336.06,332.15,401.5,348.59
1200435,319.12,326.85,326.2,324.02
1200450,283.12,251.05,324.6,278.2
1200500,276.12,257.2,287.2,270.3
1200609,332.06,333.95,343.3,335.33
1200708,260.38,256.55,295.4,266.33
1200807,295.38,251.3,309.2,279.22
1300029,464.94,446.2,518.9,468.52
1300060,478.75,486,512.2,489.17
1300086,330.31,352.6,365.9,347.74
1300102,357.75,364.4,389.8,367.61
1300144,345.88,355.65,399.1,361.7
1300201,472.88,450.85,506.7,470.65
1300300,245,309.55,296.8,284.33
1300409,400.69,435.7,477.5,432.61
1300508,196.69,243.9,324.1,244.91
1300607,451.88,444.3,485.2,455.83
1300631,345.62,365.6,401.1,366.37
1300680,199.06,250.9,312.1,246.17
1300706,276.19,247.05,297.4,268.13
1300805,274.69,316.8,363.3,312.26
1300839,329.62,355,379.1,351.41
1300904,326,293.15,358.9,318.87
1301001,410.56,409.45,438,416.04
1301100,250.31,307.05,308.9,287.72
1301159,237.06,308.9,323.6,287.11
1301209,405.81,369.3,399.9,388.65
1301308,366.25,361.7,403.8,372.43
1301407,394.19,345.8,432.2,381.41
1301506,366.25,343.8,442,372.96
1301605,497.62,500.95,539.4,508.15
1301654,341.81,333.65,420.7,355.41
1301704,309.19,296.05,397.9,322.76
1301803,378.5,363.45,432.7,383.74
1301852,258.56,299.2,313.2,288.11
1301902,221.75,277.75,313.9,266.13
1301951,396.12,391.05,413.6,397.72
1302009,220.44,288.4,314,270.33
1302108,534.5,558,591.3,557.07
1302207,466,466.15,528.7,479.7
1302306,446.69,425.2,479.5,444.48
1302405,297.75,301.2,355.5,311.8
1302504,264.38,280.9,319.3,283.5
1302553,290.75,308.85,335.4,308.33
1302603,274.12,326.2,346.8,312.57
1302702,283.31,306.65,390.5,316.76
1302801,478.12,431.95,551,473.89
1302900,236.12,313.5,328.8,289.91
1303007,223.94,309.9,294.2,276.59
1303106,233.25,310.85,314.3,284.61
1303205,346.56,381,396.8,372.46
1303304,340.12,348.45,439,365.24
1303403,143.81,199.45,288.8,199.52
1303502,328.44,332.95,355,336.17
1303536,324.06,399.1,396.3,372.39
1303569,287.75,341.25,363.2,327.41
1303601,491.56,499.3,538.7,505.17
1303700,464.06,471.75,514.3,478.33
1303809,628.25,654.25,667.7,648.13
1303908,437.56,436.85,476.1,445.63
1303957,273,339.05,332.4,314.63
1304005,213.31,271.9,304.2,258.54
1304062,430.81,427.9,461.7,436.26
1304104,364.62,373.35,414.7,379.3
1304203,408.88,434.55,474.8,434.37
1304237,492.44,484.75,511.6,493.26
1304260,465.81,436.1,547.4,470.63
1304302,299.06,371.3,373.1,346.57
1304401,192.31,237,297.2,234.54
1400027,367.69,458.45,450.1,425.07
1400050,355.31,455.6,453.6,420.28
1400100,274.56,384.05,403.4,350.17
1400159,286.56,392.2,393.3,355.7
1400175,316.94,404.65,448,383.57
1400209,362.44,422.2,489.4,416.02
1400233,343.75,447.2,475.8,417.43
1400282,367.38,481.65,481.4,441.85
