code_muni,en,ln,n,med
1100015,-0.21,-0.1,0.5,0
1100023,0.14,-0.38,0.51,0
1100031,-0.05,-0.01,0.08,0
1100049,-0.06,0.05,-0.02,0
1100056,-0.11,0.01,0.17,0
1100064,-0.16,0.03,0.19,0
1100072,-0.17,0.04,0.18,0
1100080,-0.25,-0.06,0.5,0
1100098,-0.22,0.16,0.04,0
1100106,-0.09,-0.15,0.46,0.01
1100114,-0.02,-0.1,0.29,0.01
1100122,0.16,-0.2,0.14,0.01
1100130,-0.35,-0.08,0.72,0
1100148,0.06,0,-0.11,0
1100155,0.17,-0.24,0.19,0
1100189,-0.35,0.17,0.2,-0.01
1100205,-0.11,-0.09,0.35,0
1100254,0.24,-0.21,0,0
1100262,-0.07,-0.14,0.38,0
1100288,-0.09,0.06,0.02,0
1100296,-0.07,-0.03,0.15,0
1100304,-0.31,0.18,0.13,0
1100320,-0.18,0.01,0.28,0
1100338,0.08,-0.02,-0.1,0
1100346,-0.03,0.02,0.03,0
1100379,-0.24,-0.07,0.49,-0.01
1100403,0.09,-0.22,0.3,0
1100452,0.03,-0.02,-0.02,0
1100502,0.06,0.02,-0.13,0
1100601,0.03,-0.32,0.56,0
1100700,-0.2,0.14,0.06,0
1100809,-0.32,-0.19,0.86,0
1100908,0.17,-0.14,-0.02,0
1100924,-0.36,0.13,0.3,-0.01
1100940,-0.19,-0.16,0.61,0
1101005,-0.05,-0.05,0.16,0
1101104,-0.06,-0.2,0.49,0
1101203,0.2,-0.19,0.02,0
1101302,0.09,-0.08,0.03,0.01
1101401,-0.02,-0.16,0.32,0
1101435,0.23,-0.19,0.06,0.01
1101450,-0.34,0.11,0.31,-0.01
1101468,-0.18,-0.03,0.37,0.01
1101476,-0.22,0.04,0.29,0
1101484,-0.21,0.06,0.21,0
1101492,-0.34,0.01,0.54,0
1101500,-0.32,0.1,0.33,0
1101559,0.09,-0.1,0.06,0.01
1101609,0.11,-0.18,0.23,0.02
1101708,0.02,-0.08,0.16,0.01
1101757,-0.23,-0.05,0.48,0.01
1101807,0.19,-0.27,0.25,0.01
1200013,-0.05,-0.12,0.3,0
1200054,-0.19,-0.01,0.33,0
1200104,-0.08,-0.11,0.36,0
1200138,-0.35,0.07,0.42,0
1200179,-0.38,0.13,0.39,0
1200203,-0.16,0.07,0.11,0
1200252,-0.02,-0.13,0.28,0
1200302,-0.46,0.32,0.1,0
1200328,-0.44,0.42,-0.12,0
1200336,-0.11,-0.07,0.32,0
1200344,-0.36,0.17,0.25,0
1200351,-0.41,0.31,0.04,0
1200385,-0.38,0.1,0.43,0
1200393,-0.25,0.2,0,0
1200401,-0.24,0.04,0.32,0
1200427,-0.12,-0.02,0.2,0
1200435,-0.44,0.23,0.27,0
1200450,-0.4,0.1,0.44,0
1200500,-0.3,0.09,0.29,0
1200609,-0.3,0.35,-0.21,0
1200708,-0.22,0.01,0.32,0
1200807,-0.44,0.16,0.42,0.01
1300029,-0.42,0.36,-0.03,0
1300060,-0.17,0.11,0.05,0
1300086,-0.38,0.25,0.11,0
1300102,-0.36,0.25,0.12,0
1300144,-0.64,0.53,-0.01,-0.01
1300201,-0.24,0.18,0.04,0
1300300,-0.55,0.37,0.15,0
1300409,-0.64,0.57,-0.04,0
1300508,-0.7,0.66,-0.14,0
1300607,-0.36,0.2,0.21,0.01
1300631,-0.46,0.34,0.11,0
1300680,-0.66,0.63,-0.15,0
1300706,-0.24,-0.06,0.48,0
1300805,-0.65,0.38,0.36,0.01
1300839,-0.31,0.25,0.02,0
1300904,-0.21,0.09,0.16,0
1301001,-0.18,0.31,-0.3,0
1301100,-0.6,0.43,0.16,0
1301159,-0.62,0.46,0.1,0
1301209,-0.42,0.45,-0.18,0
1301308,-0.32,0.27,0.01,0
1301407,-0.3,0.2,0.09,0
1301506,-0.33,0.2,0.14,0
1301605,-0.4,0.55,-0.39,0
1301654,-0.14,0.04,0.17,0.01
1301704,-0.27,0.13,0.18,0
1301803,-0.12,0.16,-0.08,0.01
1301852,-0.49,0.33,0.16,0
1301902,-0.68,0.6,-0.07,0
1301951,-0.32,0.37,-0.21,0
1302009,-0.68,0.65,-0.13,0
1302108,-0.24,0.05,0.27,0
1302207,-0.28,0.35,-0.24,-0.01
1302306,-0.18,0.21,-0.11,0
1302405,-0.33,0.44,-0.32,0
1302504,-0.34,0.21,0.17,0
1302553,-0.44,0.27,0.23,0.01
1302603,-0.58,0.45,0.09,0
1302702,-0.36,0.2,0.19,0
1302801,-0.36,0.1,0.44,0.01
1302900,-0.55,0.52,-0.11,0
1303007,-0.68,0.55,0.07,0
1303106,-0.48,0.41,-0.01,0
1303205,-0.37,0.41,-0.2,0
1303304,-0.6,0.52,-0.03,0
1303403,-0.61,0.45,0.11,0
1303502,-0.42,0.15,0.4,0
1303536,-0.43,0.45,-0.21,-0.01
1303569,-0.6,0.5,0,0
1303601,-0.7,0.63,-0.04,0.01
1303700,-0.07,-0.04,0.17,0
1303809,-0.58,0.46,0.06,0
1303908,-0.25,0.15,0.12,0
1303957,-0.51,0.62,-0.34,0
1304005,-0.7,0.7,-0.21,0
1304062,-0.18,0.05,0.18,0
1304104,-0.22,0.17,0.04,0
1304203,-0.47,0.43,-0.08,0
1304237,-0.27,0.22,-0.01,0
1304260,-0.38,0.21,0.22,0
1304302,-0.59,0.58,-0.15,0
1304401,-0.67,0.55,-0.01,-0.01
1400027,-0.61,0.6,-0.14,0
1400050,-0.65,0.63,-0.14,0
1400100,-0.53,0.31,0.3,0.01
1400159,-0.54,0.37,0.2,0.01
1400175,-0.59,0.48,0.03,0
1400209,-0.6,0.48,0.02,0
1400233,-0.5,0.52,-0.17,0
1400282,-0.72,0.67,-0.12,0
1400308,-0.75,0.7,-0.1,0.01
1400407,-0.52,0.3,0.25,0
1400456,-0.63,0.54,0.03,0.01
1400472,-0.5,0.47,-0.06,0
1400506,-0.49,0.45,-0.05,0
1400605,-0.5,0.48,-0.1,0
1400704,-0.6,0.41,0.19,0.01
1500107,-0.65,0.43,0.23,0
1500131,-0.77,0.62,0.05,0
1500206,-0.61,0.52,-0.05,-0.01
1500305,-0.49,0.27,0.3,0.01
1500347,-0.53,0.41,0.08,0
1500404,-0.83,0.72,-0.06,0
1500503,-0.64,0.46,0.12,-0.01
1500602,-0.78,0.56,0.21,0
1500701,-0.53,0.52,-0.14,0
1500800,-0.47,0.34,0.14,0.01
1500859,-0.72,0.53,0.12,-0.01
1500909,-0.24,0.1,0.21,0
1500958,-0.46,0.57,-0.33,0
1501006,-0.69,0.63,-0.09,0
1501105,-0.53,0.53,-0.15,0
1501204,-0.53,0.44,-0.02,0
1501253,-0.48,0.17,0.46,0
1501303,-0.57,0.42,0.12,0
1501402,-0.42,0.34,0.06,0.01
1501451,-0.68,0.61,-0.09,0
1501501,-0.45,0.33,0.13,0
1501576,-0.78,0.63,0.04,0
1501600,-0.42,0.29,0.13,0
1501709,-0.27,0.19,0.08,0
1501725,-0.79,0.71,-0.1,0
1501758,-0.81,0.56,0.21,0
1501782,-0.62,0.45,0.16,0
1501808,-0.53,0.51,-0.13,0
1501907,-0.39,0.34,-0.02,0
1501956,-0.34,0.15,0.25,0
1502004,-0.33,0.27,0.03,0
1502103,-0.61,0.55,-0.09,0
1502152,-0.62,0.42,0.2,0
1502202,-0.36,0.25,0.09,0
1502301,-0.46,0.36,0.04,0
1502400,-0.48,0.23,0.34,0
1502509,-0.43,0.27,0.2,0.01
1502608,-0.4,0.27,0.12,0
1502707,-0.62,0.2,0.61,0
1502756,-0.39,0.4,-0.15,0
1502764,-0.49,0.13,0.55,0
1502772,-0.53,0.48,-0.06,0
1502806,-0.53,0.55,-0.2,0
1502855,-0.7,0.61,-0.07,-0.01
1502905,-0.38,0.27,0.09,0
1502939,-0.7,0.53,0.14,0.01
1502954,-0.44,0.36,0.01,0
1503002,-0.7,0.63,-0.08,0
1503044,-0.63,0.29,0.45,0
1503077,-0.39,0.28,0.1,0
1503093,-0.64,0.44,0.22,0
1503101,-0.36,0.27,0.08,0
1503200,-0.45,0.32,0.13,0
1503309,-0.71,0.58,0.03,0
1503408,-0.43,0.26,0.21,0.01
1503457,-0.52,0.5,-0.15,0
1503507,-0.47,0.34,0.11,0
1503606,-0.43,0.39,-0.04,0
1503705,-0.74,0.59,0.05,0
1503754,-0.42,0.18,0.32,0
1503804,-0.74,0.58,0.11,0
1503903,-0.57,0.54,-0.12,0
1504000,-0.69,0.55,0.02,0
1504059,-0.44,0.47,-0.18,0
1504109,-0.34,0.22,0.11,0
1504208,-0.6,0.52,-0.03,0
1504307,-0.3,0.15,0.19,0
1504406,-0.37,0.26,0.09,0
1504422,-0.47,0.34,0.14,0.01
1504455,-0.69,0.69,-0.23,0
1504505,-0.36,0.47,-0.29,0
1504604,-0.55,0.48,-0.04,0
1504703,-0.6,0.45,0.08,0
1504752,-0.74,0.64,-0.05,0
1504802,-0.71,0.63,-0.07,0
1504901,-0.58,0.54,-0.12,0
1504950,-0.42,0.32,0.07,0
1504976,-0.82,0.55,0.23,-0.01
1505007,-0.36,0.26,0.09,0
1505031,-0.52,0.31,0.23,0
1505064,-0.77,0.63,0.01,-0.01
1505106,-0.85,0.66,0.08,-0.01
1505205,-0.55,0.54,-0.15,0
1505304,-0.85,0.65,0.12,0
1505403,-0.39,0.23,0.21,0
1505437,-0.41,0.02,0.6,0
1505486,-0.63,0.47,0.1,0
1505494,-0.83,0.56,0.26,0
1505502,-0.57,0.53,-0.09,0
1505536,-0.6,0.49,0.03,0
1505551,-0.38,0.11,0.41,0
1505601,-0.41,0.25,0.17,0
1505635,-0.58,0.4,0.17,0
1505650,-0.71,0.61,-0.04,0
1505700,-0.41,0.3,0.1,0
1505809,-0.51,0.42,0,0
1505908,-0.49,0.48,-0.17,-0.01
1506005,-0.79,0.7,-0.1,-0.01
1506104,-0.25,0.15,0.1,0
1506112,-0.25,0.17,0.06,0
1506138,-0.46,0.13,0.48,0
1506161,-0.57,0.34,0.27,0
1506187,-0.74,0.62,0.03,0
1506195,-0.76,0.59,0.08,0
1506203,-0.28,0.16,0.13,0
1506302,-0.29,0.17,0.13,0
1506351,-0.38,0.23,0.2,0
1506401,-0.42,0.28,0.13,0
1506500,-0.4,0.21,0.27,0
1506559,-0.37,0.21,0.22,0.01
1506583,-0.59,0.17,0.63,0
1506609,-0.41,0.21,0.26,0
1506708,-0.51,0.14,0.57,0
1506807,-0.69,0.59,-0.04,0
1506906,-0.3,0.21,0.09,0
1507003,-0.41,0.24,0.2,0
1507102,-0.35,0.25,0.08,0
1507151,-0.72,0.55,0.08,-0.01
1507201,-0.43,0.4,-0.08,0
1507300,-0.47,0.13,0.53,0
1507409,-0.44,0.18,0.37,0
1507458,-0.46,0.25,0.24,0
1507466,-0.38,0.28,0.07,0
1507474,-0.29,0.15,0.15,0
1507508,-0.74,0.62,0,0
1507607,-0.38,0.2,0.24,0
1507706,-0.64,0.64,-0.19,0
1507755,-0.59,0.52,-0.07,0
1507805,-0.78,0.46,0.33,-0.01
1507904,-0.31,0.21,0.09,0
1507953,-0.62,0.52,0,0
1507961,-0.41,0.23,0.22,0
1507979,-0.79,0.56,0.18,0
1508001,-0.49,0.53,-0.24,0
1508035,-0.28,0.2,0.05,0
1508050,-0.58,0.45,0.07,0
1508084,-0.34,0.08,0.4,0
1508100,-0.72,0.5,0.2,0
1508126,-0.64,0.49,0.09,0
1508159,-0.62,0.58,-0.12,0
1508209,-0.37,0.31,0.02,0
1508308,-0.32,0.14,0.25,0
1508357,-0.79,0.55,0.17,-0.01
1508407,-0.61,0.5,0,0
1600055,-0.36,0.2,0.17,-0.01
1600105,-0.43,0.54,-0.36,-0.01
1600154,-0.25,-0.03,0.41,-0.01
1600204,-0.5,0.55,-0.24,0
1600212,-0.35,0.25,0.12,0.01
1600238,-0.25,0.05,0.27,-0.01
1600253,-0.43,0.14,0.41,0
1600279,-0.6,0.37,0.25,0
1600303,-0.43,0.14,0.41,0
1600402,-0.16,0.02,0.25,0
1600501,-0.53,0.49,-0.05,0.01
1600535,-0.14,0.03,0.17,0
1600550,-0.42,0.42,-0.14,-0.01
1600600,-0.22,0.12,0.13,0
1600709,-0.3,0.29,-0.09,0
1600808,-0.37,0.31,-0.02,-0.01
1700251,-0.59,0.15,0.68,0.01
1700301,-0.67,0.33,0.41,-0.01
1700350,-0.27,-0.16,0.74,0
1700400,-0.34,0.03,0.45,-0.01
1700707,-0.49,-0.06,0.91,0
1701002,-0.76,0.47,0.32,0
1701051,-0.68,0.37,0.37,0
1701101,-0.72,0.38,0.43,0
1701309,-0.75,0.4,0.43,0
1701903,-0.62,0.19,0.65,0
1702000,-0.54,0.02,0.84,0
1702109,-0.66,0.23,0.62,0
1702158,-0.7,0.37,0.43,0
1702208,-0.86,0.58,0.26,-0.01
1702307,-0.6,0.25,0.48,0
1702406,-0.25,-0.3,0.97,0
1702554,-0.82,0.58,0.2,0
1702703,-0.1,-0.28,0.7,0
1702901,-0.8,0.49,0.34,0
1703008,-0.62,0.17,0.67,0
1703057,-0.76,0.29,0.65,0
1703073,-0.67,0.22,0.66,0
1703107,-0.4,-0.04,0.71,0
1703206,-0.66,0.26,0.57,0
1703305,-0.71,0.27,0.62,0
1703602,-0.82,0.38,0.63,0.01
1703701,-0.4,-0.02,0.7,0.01
1703800,-0.82,0.65,0.06,-0.01
1703826,-0.76,0.51,0.23,0
1703842,-0.46,0.16,0.4,-0.01
1703867,-0.4,0.01,0.6,0
1703883,-0.72,0.35,0.5,0
1703891,-0.83,0.65,0.07,-0.01
1703909,-0.58,0.1,0.74,0
1704105,-0.63,0.29,0.44,0
1704600,-0.49,0.02,0.75,0
1705102,-0.43,-0.03,0.76,0
1705508,-0.8,0.29,0.72,0
1705557,-0.27,-0.18,0.8,0.01
1705607,-0.25,-0.21,0.77,0
1706001,-0.62,0.17,0.68,0
1706100,-0.37,-0.05,0.7,0
1706258,-0.34,-0.05,0.66,0
1706506,-0.69,0.33,0.45,0
1707009,-0.09,-0.11,0.33,-0.01
1707108,-0.6,0.16,0.66,0
1707207,-0.51,0.19,0.49,0
1707306,-0.32,-0.04,0.59,0
1707405,-0.74,0.62,0.01,0
1707553,-0.3,-0.08,0.63,0
1707652,-0.51,0.02,0.77,0
1707702,-0.67,0.19,0.73,0
1708205,-0.55,0.01,0.85,0
1708254,-0.64,0.22,0.62,0
1708304,-0.57,0.2,0.55,0
1709005,-0.64,0.17,0.7,0
1709302,-0.75,0.25,0.74,0
1709500,-0.4,0,0.64,0
1709807,-0.24,-0.26,0.89,0
1710508,-0.7,0.32,0.55,0.01
1710706,-0.66,0.32,0.44,0
1710904,-0.73,0.33,0.6,0.01
1711100,-0.76,0.31,0.65,0
1711506,-0.37,-0.09,0.77,0
1711803,-0.71,0.27,0.63,0
1711902,-0.5,0.11,0.6,0
1711951,-0.6,0.16,0.68,0
1712009,-0.59,0.3,0.37,0
1712157,-0.23,-0.19,0.76,0.01
1712405,-0.6,0.33,0.28,-0.01
1712454,-0.69,0.38,0.35,-0.01
1712504,-0.62,0.14,0.76,0.01
1712702,-0.79,0.48,0.38,0
1712801,-0.67,0.31,0.47,0
1713205,-0.56,0.09,0.68,-0.01
1713304,-0.56,0.21,0.51,0
1713601,-0.5,0,0.81,0
