code_muni,en,ln,n,med
1100015,-21.24,-38.69,-21.41,-28.48
1100023,8.35,-2.69,29.03,8.28
1100031,-27.42,-33.29,-22.33,-28.74
1100049,-19.95,-38.09,-21.38,-27.76
1100056,-23.49,-37.51,-22.91,-29.15
1100064,-19.36,-27.82,-17.72,-22.5
1100072,-21.61,-33.42,-22.65,-26.71
1100080,-22.29,-22.16,-3.99,-18.26
1100098,-22.52,-30.65,-24.25,-26.26
1100106,-11.65,-15.1,1.34,-10.25
1100114,1.65,-16.9,3.51,-5.61
1100122,-10.51,-33.47,-0.02,-17.71
1100130,10.91,2.43,16.63,8.65
1100148,-12.96,-35.06,-18.04,-23.19
1100155,-5.77,-28.18,0.97,-13.56
1100189,-24.86,-34.92,-30.96,-30.34
1100205,17.91,18.86,19.87,18.73
1100254,-13.85,-38.77,-7.3,-22.72
1100262,20.21,7.84,31.24,17.5
1100288,-20.54,-36.6,-25.52,-28.25
1100296,-23.38,-38.81,-16.49,-28.26
1100304,-17.45,-35.23,-19.66,-25.28
1100320,-13.83,-23.18,-1.49,-15.01
1100338,-3.45,-5.03,6.49,-1.94
1100346,-3.06,-26.78,-9.51,-14.26
1100379,-18.84,-40.06,-22.09,-28.31
1100403,11.71,11.13,42.45,18.15
1100452,7.75,12.49,38.49,16.39
1100502,-15.78,-33.91,-22.44,-24.72
1100601,8.51,-11.69,16.82,1.97
1100700,10.13,10.44,35.63,15.8
1100809,20.76,29.48,38.74,28.27
1100908,-14.29,-43.06,-15.21,-26.37
1100924,-24.26,-35.31,-25.11,-29.01
1100940,17.55,12.86,26.49,17.56
1101005,10.79,-4.89,8.23,3.76
1101104,21.79,23.38,42.53,26.95
1101203,-14.06,-38.06,-7.73,-22.6
1101302,4.52,-15.77,5.07,-3.74
1101401,6.32,4.36,32.73,11.25
1101435,0.76,-17.19,1.9,-6.41
1101450,-20.08,-39.03,-28.26,-29.68
1101468,-19.65,-39.59,-24.49,-28.94
1101476,-24.9,-38.05,-26.16,-30.6
1101484,-26.42,-38.75,-28.38,-31.94
1101492,-18.65,-28.87,-5.11,-19.93
1101500,-17.02,-19.85,2.46,-13.95
1101559,-5.07,-28.95,-5.11,-14.94
1101609,5.99,-15.83,5.07,-3.22
1101708,-1.5,-26.27,-1.5,-11.73
1101757,1.84,-13.53,9.24,-2.9
1101807,-5.17,-26.04,3.96,-11.8
1200013,6.6,17.72,41.64,18.81
1200054,31.04,29,25.97,29.09
1200104,11.25,8.19,11.97,10.14
1200138,14.16,11.56,47.2,20.27
1200179,-0.7,9.55,29.76,10.16
1200203,85.26,102.48,100.21,95.62
1200252,7.41,-0.08,7.88,4.42
1200302,63.98,78.89,70.12,71.47
1200328,69.54,93.39,72.91,80.12
1200336,94.39,107.23,115.86,104.36
1200344,33.62,57.91,62.58,49.95
1200351,65.89,89.2,76.79,77.89
1200385,1.91,14.89,39.41,15.42
1200393,68.64,96.46,86.45,84
1200401,5.65,10.46,27.37,12.36
1200427,90.14,108.07,113.21,102.56
1200435,45.41,67.59,64.56,58.73
1200450,5.52,25.37,48.06,22.97
1200500,37.99,37.86,47.18,39.93
1200609,84.21,87.45,62.26,80.78
1200708,5.36,-1.02,15.21,4.87
1200807,10.79,30.13,48.9,27.06
1300029,173.88,165.5,173.92,170.43
1300060,155.31,164.05,155.95,159.06
1300086,137.52,165.11,162.75,154.4
1300102,137.22,157.62,149.72,148.36
