code_muni,en,ln,n,med
1100015,726.5,746.74,824.9,756.91
1100023,822,771.74,914.8,821.4
1100031,841.38,830.21,831.9,834.56
1100049,814.38,827.11,807.1,818.13
1100056,799.25,795.58,819.6,802.22
1100064,819.25,825.53,838.6,826.2
1100072,778.75,788.47,813.9,790.67
1100080,647.88,657.37,731.4,670.44
1100098,788.44,839.11,810.7,814.78
1100106,641.69,634.58,691.5,649.76
1100114,744.19,795.37,829.3,784.71
1100122,822.94,800.53,839,817.04
1100130,849.69,901.05,1034.9,912.53
1100148,768.94,756.68,764.2,762.71
1100155,784.19,783.16,814.1,790.4
1100189,761.44,830.37,829.9,805.76
1100205,838.5,837,855.9,841.73
1100254,833.56,787,788.7,803.93
1100262,884.62,881.58,999.6,908.89
1100288,785.88,795.42,783.8,789.44
1100296,772.25,778.89,803.6,782.02
1100304,758.25,828,845.9,807.18
1100320,715.75,757.63,778.4,747.36
1100338,763.56,759.63,730.2,754.49
1100346,746.5,794,765,770.67
1100379,718.31,754.53,832,758.87
1100403,837.62,795.53,915.2,837.09
1100452,860.25,857.21,892.5,866.13
1100502,794.12,779.05,771.1,782.64
1100601,775.06,745.42,893.3,788.82
1100700,827.69,842.95,865.2,842.47
1100809,882.81,901.79,993.6,915.44
1100908,816.81,783.63,787.2,796.22
1100924,732,787.63,813.3,773.56
1100940,871.88,893.79,1005.4,910.8
1101005,763.56,798.21,836.4,794.38
1101104,869.12,853.37,965,883.78
1101203,844.31,797.63,800.4,814.84
1101302,759.06,795.53,797.8,783.07
1101401,823.44,788.05,903.1,826.2
1101435,757.75,792.37,786.5,778.76
1101450,735.56,786.79,808.7,773.44
1101468,762.5,770.32,839.1,782.82
1101476,787.88,812.16,819.1,805.07
1101484,780.06,813.11,801.8,798.84
1101492,651.81,694.84,761,694.24
1101500,679.44,737.89,765.3,723.2
1101559,771.38,794.58,784.3,784.04
1101609,840.62,829.21,932.3,856.18
1101708,762.06,803,791.1,785.8
1101757,825.62,860.16,967.3,871.69
1101807,792,780.79,845.8,799.22
1200013,773.06,756.05,785.4,768.62
1200054,678.56,677.53,686.6,679.91
1200104,649.5,655.84,679.1,658.76
1200138,693.44,713.37,734.4,710.96
1200179,686.38,716.32,728.6,708.4
1200203,719.12,688.21,677.8,696.89
1200252,665.94,646.16,670,658.49
1200302,786.75,817.89,735.8,788.58
1200328,722.69,759.05,687.1,730.13
1200336,721.56,658.74,713.4,693.22
1200344,760.06,761.84,747.1,757.93
1200351,680.56,723.89,685,699.84
1200385,722.81,744.26,779.6,744.49
1200393,703.69,706.74,680.3,699.78
1200401,698.06,712.32,716.3,708.13
1200427,710.06,657.89,704.8,686.87
1200435,778.5,800.95,756.5,783.09
1200450,727.5,737.16,777,742.58
1200500,718.31,735.11,730.3,728.07
1200609,797.44,783.74,702.4,770.53
1200708,670.94,678.32,690.5,678.4
1200807,723.06,752.37,783.4,748.84
