code_muni,en,ln,n,med
1100015,6.62,8.25,6.8,7.37
1100023,6.69,7.75,5.8,6.96
1100031,7.19,7.65,7.6,7.48
1100049,8.06,8.9,6.6,8.11
1100056,7.06,8.6,6.1,7.52
1100064,6.88,8.05,6.1,7.22
1100072,7.06,8.85,6.1,7.63
1100080,6.56,8.35,6.3,7.28
1100098,7,8.85,6.1,7.61
1100106,7.19,7.5,5.6,6.98
1100114,6.5,6.85,5.5,6.43
1100122,6.62,8.45,6.5,7.39
1100130,5.69,6.6,5.3,6
1100148,6.75,7.95,6.3,7.17
1100155,6.81,7.45,5.1,6.72
1100189,7.06,8.45,5.9,7.41
1100205,5.56,5.95,4.1,5.41
1100254,7.56,7.6,6.7,7.39
1100262,6.06,7.05,4.9,6.24
1100288,8,8.55,6.7,7.96
1100296,7.94,7.55,6.7,7.5
1100304,6.62,7.9,5.8,7
1100320,6.06,8.35,5.9,7.02
1100338,5.75,6.6,4.6,5.87
1100346,6.25,8,6,6.96
1100379,6.69,7.75,6.2,7.04
1100403,6.38,7.55,6.4,6.89
1100452,5.81,5.85,5.8,5.83
1100502,7.06,7.95,6.3,7.28
1100601,6.25,7.45,5.1,6.52
1100700,5.75,6.4,5.2,5.91
1100809,5.19,6.9,4.6,5.8
1100908,7.19,8.65,6.3,7.63
1100924,6.44,9,6.9,7.65
1100940,5.69,6.3,5.1,5.83
1101005,5.5,6.75,4.9,5.91
1101104,6.44,6.85,5.4,6.39
1101203,7.81,8.85,7,8.09
1101302,6.06,7.25,5.6,6.48
1101401,5.94,6.8,5.3,6.17
1101435,6.56,6.6,5.5,6.35
1101450,7.19,7.95,6.3,7.33
1101468,6.56,7.75,6.3,7.02
1101476,8.06,8.5,6.3,7.87
1101484,8,7.95,6.3,7.61
1101492,6.62,8.15,5.9,7.13
1101500,6.12,7.65,5.4,6.63
1101559,6.88,7.35,5.3,6.74
1101609,6.12,7.75,5.2,6.63
1101708,6.06,7.4,5.4,6.5
1101757,5.75,7.75,5.5,6.57
1101807,6.75,7.7,5.9,6.98
1200013,5.31,6.45,4.8,5.7
1200054,5.5,7.25,5.1,6.17
1200104,5.38,7.2,5.3,6.15
1200138,4.69,6.3,5.5,5.57
1200179,5.69,6.55,5.4,6
1200203,4.06,4.3,3.7,4.09
1200252,6.25,7.25,5.6,6.54
1200302,3.38,4.8,3.5,4.02
1200328,4.06,4.45,4,4.22
1200336,3.94,4.35,4,4.13
1200344,4.25,5.8,4.1,4.89
1200351,4.06,4.65,4.4,4.39
1200385,5,6.35,5,5.59
1200393,3.94,4.4,4.1,4.17
1200401,5.5,6.35,5.5,5.87
1200427,4.12,4.35,4,4.2
1200435,3.5,5.45,4,4.46
1200450,4.5,6.55,5.3,5.57
1200500,4.56,6.05,4.4,5.17
1200609,3.31,5.1,3.7,4.17
1200708,5.62,6.7,5.6,6.09
1200807,4.12,6.7,4.9,5.41
1300029,2.56,2.9,2,2.59
1300060,2.75,2.6,2.6,2.65
1300086,3.5,2.85,2.9,3.09
1300102,3.62,2.35,2.3,2.78
1300144,3.38,3.85,3.6,3.63
1300201,2.44,2.8,2.5,2.61
1300300,5.44,3.8,4.1,4.43
1300409,3.44,2.35,1.6,2.57
1300508,7.75,6.05,4.4,6.28
1300607,2.94,2.85,2.8,2.87
1300631,3.75,2.4,2.1,2.8
1300680,8.12,6,4.5,6.41
1300706,4,5.55,4.6,4.8
1300805,4.38,3.15,3.5,3.65
1300839,2.94,2.7,2.8,2.8
1300904,4.19,4.35,4.1,4.24
1301001,3.44,2.85,3.1,3.11
1301100,6.38,4.4,4.6,5.13
1301159,6.06,5,4.3,5.22
1301209,2.94,2.65,2.5,2.72
1301308,3.12,2.45,3.4,2.89
1301407,3.38,4.2,3.8,3.83
1301506,3.38,4.2,3.6,3.78
1301605,3.38,2.95,1.6,2.8
1301654,3.56,4.2,3.4,3.8
1301704,4.44,4.3,3.3,4.13
1301803,3.12,3.9,3.2,3.48
1301852,5.06,3.7,3.7,4.17
1301902,7.44,4.35,3.7,5.28
1301951,3.06,2.95,3.6,3.13
1302009,6.94,4.45,4.7,5.37
1302108,2,1.95,1.5,1.87
1302207,2.62,2.55,1.8,2.41
1302306,3.06,2.75,3,2.91
1302405,4.38,4.7,3.2,4.26
1302504,4.81,3.4,3.5,3.91
1302553,5,3.55,3,3.93
1302603,4.81,4,4.3,4.35
1302702,3.69,4.3,3.4,3.89
1302801,2.56,2.2,2.4,2.37
1302900,4.88,3.55,4.2,4.15
1303007,5.62,3.25,3.3,4.09
1303106,6.12,4.25,3.8,4.8
1303205,4,3.05,2.8,3.33
1303304,3.69,4.7,3.2,4.02
1303403,12,7.85,5.6,8.8
1303502,3.88,5,4.6,4.52
1303536,4.69,2.95,3.6,3.7
1303569,5.5,3.15,3.9,4.13
1303601,1.88,2.15,1.6,1.93
1303700,2.88,2.9,2.9,2.89
1303809,1.75,1.35,1.2,1.46
1303908,3.44,2.7,3.6,3.15
1303957,5.44,3.3,3.4,4.07
1304005,6.62,4.8,3.8,5.22
1304062,2.69,2.55,3.9,2.89
1304104,2.94,3.7,3.7,3.43
1304203,2.88,2.4,2.3,2.54
1304237,2.75,2.65,2.6,2.67
1304260,2.38,2.6,1.8,2.35
1304302,4.69,2.65,3.1,3.46
1304401,7.62,6.05,4.3,6.22
1400027,5.19,3.65,3.1,4.07
1400050,4.88,3.05,3.1,3.7
1400100,7.25,5.75,4.3,5.96
1400159,7.75,4.75,4.3,5.7
1400175,6.25,3.95,3.6,4.67
1400209,3.75,2.35,2.8,2.93
1400233,4.81,2.1,2.2,3.07
1400282,5.25,2.3,2.4,3.35
1400308,5.62,3.05,2.8,3.89
1400407,8.06,5.85,5.1,6.46
1400456,6.62,4.1,4.5,5.07
1400472,2.88,2.1,2.1,2.37
1400506,3.69,2.2,2,2.67
1400605,3.69,2,1.8,2.54
1400704,6.75,5.35,4.9,5.74
1500107,3.62,3.75,3,3.54
1500131,11.62,13.85,9.7,12.17
1500206,5.38,4,3.2,4.3
1500305,10.38,8.25,6.8,8.67
1500347,5.19,8.2,5,6.46
1500404,5.81,3.75,4.3,4.59
1500503,8.5,7.25,4.6,7.11
1500602,5.19,5.6,4,5.11
1500701,5.62,5.55,4,5.24
1500800,4.12,3.35,1.9,3.3
1500859,9.81,8.8,10,9.41
1500909,13.31,10.9,7.8,11.07
1500958,7.56,7,4.7,6.7
1501006,6,5.8,5.7,5.85
1501105,4.62,3.35,4.4,4.02
1501204,7.38,7.55,7.2,7.41
1501253,5.38,10.3,5.7,7.59
1501303,3.69,3.3,2.3,3.22
1501402,4.31,3.3,2.4,3.46
1501451,11.62,8.8,7,9.39
1501501,4.19,3.25,1.9,3.28
1501576,11.12,12,9.5,11.15
1501600,7.06,5.6,4.3,5.83
1501709,13.81,10.05,6.2,10.52
1501725,6.62,6.35,6.4,6.46
1501758,12.19,13.6,10.7,12.48
1501782,12.25,10.05,10.7,10.96
1501808,3.12,2.95,3,3.02
1501907,4.56,3.9,2.4,3.8
1501956,8.12,6.9,4.5,6.8
1502004,4.81,4.2,3.9,4.35
1502103,6.31,5.75,7,6.22
1502152,6.56,10.45,8,8.57
1502202,11.88,8.55,7.4,9.46
1502301,6.94,6,4.3,5.96
1502400,5.69,4.95,3,4.78
1502509,11.06,7,6.7,8.35
1502608,6.31,4.75,3.3,4.98
1502707,8.88,14.25,9.5,11.35
1502756,5.56,4.6,3.6,4.72
1502764,7,11.85,6.8,9.07
1502772,8.56,12.85,7.9,10.28
1502806,3.94,3.7,3.7,3.78
1502855,6.62,6.75,4.8,6.28
1502905,8.75,9.5,6,8.48
1502939,11.75,17.65,12.2,14.41
1502954,9.69,12.45,10.3,11.02
1503002,5.38,3.15,2.8,3.85
1503044,8.56,14.2,9.8,11.28
1503077,6.25,6.5,4.4,5.96
1503093,12.25,11.9,9.7,11.54
1503101,2.81,2.8,2.8,2.8
1503200,7.44,6.4,4.7,6.39
1503309,5.88,4.9,4.4,5.13
1503408,5.31,4.45,2.3,4.28
1503457,8.81,10.1,7.4,9.07
1503507,6.38,5.35,3.9,5.39
1503606,4.31,4.25,4,4.22
1503705,10.06,10.75,7,9.7
1503754,3.62,4.6,3.5,4.02
1503804,10.56,12.15,8.7,10.85
1503903,11.88,7.55,6.1,8.74
1504000,6.12,5.85,5.4,5.85
1504059,7.06,5.9,4.2,5.93
1504109,8.88,9.05,6,8.33
1504208,8.25,11.1,6.9,9.2
1504307,12.62,13,7.7,11.72
1504406,8.88,9.05,6,8.33
1504422,4.12,3.35,1.9,3.3
1504455,6.81,5.4,5.6,5.93
1504505,2.62,2.45,2.7,2.57
1504604,7.75,7,5.9,7.02
1504703,7.69,6.6,4.5,6.52
1504752,10.88,9.15,8.3,9.57
1504802,7,5.35,5.6,5.98
1504901,5.88,4.95,4.2,5.11
1504950,6.75,6.75,4.9,6.35
1504976,10.44,11.45,8.4,10.43
1505007,8.31,6.6,5,6.85
1505031,4.38,6.55,3.8,5.2
1505064,11.75,12.75,9.2,11.63
1505106,4.5,2.8,3.5,3.54
1505205,5.75,4.2,4.7,4.85
1505304,5.38,3.15,2.8,3.85
1505403,7.88,6.65,4.7,6.65
1505437,4.25,6.35,4.6,5.24
1505486,11.5,9.05,9.8,10.07
1505494,11.75,13.9,11.4,12.61
1505502,9.19,13.75,9.7,11.28
1505536,5.38,8.4,5,6.61
1505551,7.62,13,7.8,10
1505601,10.62,7.95,5.8,8.41
1505635,9.25,14.25,10.4,11.67
1505650,8.12,7.3,5.2,7.13
1505700,4.75,3.9,3.4,4.09
1505809,6.69,5.2,4.8,5.63
1505908,7.81,6.6,4.8,6.63
1506005,14.75,12.05,9,12.33
1506104,13.25,10.4,8.7,11.02
1506112,14.81,13.4,9.4,13.02
1506138,8.31,13.45,9,10.7
1506161,7.88,13.9,10.2,11
1506187,11.12,12,10.7,11.41
1506195,5.88,6.2,6,6.04
1506203,16.56,17.8,12.1,16.13
1506302,5.94,4.85,4.7,5.2
1506351,4.75,3.4,2.2,3.61
1506401,5.75,6,4.6,5.61
1506500,4.38,3.25,2.5,3.48
1506559,8.12,7.2,4.4,6.91
1506583,8.06,14.5,11,11.5
1506609,7.44,5.35,3.5,5.67
1506708,9.31,15.65,12,12.65
1506807,13.75,9.95,7.4,10.72
1506906,11.69,9.3,8,9.85
1507003,5.88,4.2,2.6,4.43
1507102,7.31,6.1,4.7,6.22
1507151,12.06,13.65,11.4,12.61
1507201,6.06,4.5,3.8,4.89
1507300,4.12,6.1,4.1,4.98
1507409,5.75,4.9,3.2,4.83
1507458,10.81,12.5,10,11.37
1507466,8.38,9.25,5.7,8.17
1507474,17.75,16.3,11.6,15.78
1507508,11.81,14.3,9.1,12.3
1507607,6.69,4.75,3,5.04
1507706,5.88,5.15,4.8,5.33
1507755,9.69,14.3,9.7,11.7
1507805,7.88,7.25,9.5,7.96
1507904,7.25,6.35,5.5,6.48
1507953,7.19,8.6,6,7.54
1507961,6.94,6.05,4.1,5.93
1507979,8.81,5.25,4.4,6.3
1508001,6.5,7.4,6.2,6.83
1508035,14.75,10.95,8.9,11.83
1508050,4.38,4.35,4.2,4.33
1508084,4.12,6.6,4.4,5.26
1508100,13.56,10.65,10,11.52
1508126,13.69,17.85,14.3,15.63
1508159,7.31,5.35,5.6,6.09
1508209,6.19,4.55,3.3,4.85
1508308,10.19,8.6,5.6,8.5
1508357,7.06,7.2,7.5,7.22
1508407,9.56,14.25,9.7,11.63
1600055,6,3.85,3.8,4.59
1600105,8.31,9.2,6.8,8.37
1600154,6.25,4.25,3.8,4.85
1600204,9.69,8.05,8.5,8.72
1600212,9.88,9.65,7.9,9.35
1600238,7.62,5.95,4.2,6.15
1600253,13.31,10.85,10.2,11.57
1600279,7.44,4.15,3.6,5.17
1600303,13.31,10.85,10.2,11.57
1600402,6.94,5.4,4.6,5.76
1600501,9.69,7.95,8,8.57
1600535,8.5,4.75,4,5.89
1600550,8.5,7.8,6.7,7.8
1600600,9.31,7.7,5.6,7.8
1600709,9.88,8.9,7.5,8.93
1600808,4.94,4.6,4,4.59
1700251,8.56,15.45,12.5,12.41
1700301,11.12,16,12.4,13.52
1700350,12.88,18.55,17.2,16.28
1700400,14.12,21.75,17.2,18.11
1700707,14.06,18.25,15.7,16.24
1701002,10.56,13.4,11.2,11.93
1701051,9.88,14.45,11.2,12.15
1701101,13.88,18.55,17.5,16.7
1701309,10.81,13.3,10.5,11.83
1701903,7.88,15.1,10.9,11.67
1702000,14.19,18.55,14.5,16.15
1702109,10.19,14.1,9.1,11.65
1702158,10,13.35,10.2,11.5
1702208,15.06,15.55,11.6,14.52
1702307,9.88,14.55,9.3,11.78
1702406,15.81,21.35,19.8,19.09
1702554,14,15.85,11.7,14.3
1702703,16.31,21.9,18.8,19.28
1702901,14.06,15.95,12.6,14.57
1703008,10.62,15.45,11.4,12.89
1703057,9.75,15.55,9.9,12.3
1703073,11.81,17,13.8,14.5
1703107,11.06,17.65,12.1,14.15
1703206,10,14.9,10.1,12.15
1703305,13.25,17.6,16,15.74
1703602,10.44,15.6,12,13.02
1703701,12.19,18.25,15.5,15.54
1703800,12.69,14.95,10.1,13.11
1703826,12.69,15,11.6,13.46
1703842,13.62,20.05,12.2,16.11
1703867,13.19,18.75,15,16
1703883,10.75,14.35,10.2,12.2
1703891,13.19,14.75,10.5,13.28
1703909,9.69,16.25,12.4,13.13
1704105,13.19,18.95,15.8,16.26
1704600,10.31,17.5,11,13.59
1705102,14.69,22.2,17.1,18.48
1705508,10.31,15.65,11,12.78
1705557,17,21.65,19.2,19.5
1705607,15.94,21.1,17.5,18.52
1706001,9.44,14.8,10.4,11.98
1706100,9.75,18,13.8,14.22
1706258,13.12,18.4,15.7,15.98
1706506,9.75,15.65,12.5,12.91
1707009,15.19,22.9,18.3,19.22
1707108,10.31,16.15,12.1,13.24
1707207,9.38,15.8,11.9,12.72
1707306,13.25,17.8,18.4,16.35
1707405,11.69,13.85,10.2,12.3
1707553,10.38,18.1,12.6,14.22
1707652,13.56,18.95,15.3,16.28
1707702,10.06,15.85,12.3,13.07
1708205,15.69,18.95,16.7,17.33
1708254,10.31,16.65,13.9,13.85
1708304,8.25,15.2,10.6,11.78
1709005,11.94,16.7,14.6,14.59
1709302,11.44,17.5,12.7,14.35
1709500,14.31,19.45,18,17.35
1709807,13.44,18.4,16.6,16.28
1710508,14.12,18.3,15.7,16.28
1710706,13.75,16.55,12.1,14.61
1710904,10.94,18.4,13,14.63
1711100,10.38,15.65,10.5,12.7
1711506,15.12,19.2,16.3,17.15
1711803,9.81,14.6,9.2,11.76
1711902,11.81,17.9,15.2,15.2
1711951,15,20.65,16.6,17.8
1712009,12.5,18.3,13.8,15.3
1712157,17.38,21.85,19.1,19.7
1712405,15.56,20.75,17,18.13
1712454,10.88,15.3,11.2,12.87
1712504,10.44,16.6,12.7,13.61
1712702,18.19,24.15,20,21.17
1712801,14.12,16.8,12.1,14.85
1713205,11.69,17.95,12.2,14.52
1713304,10.38,16.55,13.4,13.72
1713601,13.38,19.3,15.5,16.41
1713700,11.31,17.65,11.5,14.11
1713809,9.94,16.4,12.5,13.3
1713957,11.12,14.05,10.5,12.26
1714203,15.25,22.8,16.6,18.83
1714302,10.75,15.55,11.4,12.98
1714880,10.31,15.55,9.9,12.5
1715002,10.44,18.35,12,14.22
1715101,14.44,19.8,18,17.54
1715150,16.5,20.05,19.2,18.63
1715259,16.12,22.05,17.8,19.07
1715507,10.31,18.35,12,14.17
1715705,11,17.25,12,13.93
1715754,14.88,20.45,19,18.2
1716109,9.62,18.4,11.8,13.91
1716208,15.88,21,18.1,18.59
1716307,10.31,14.5,8.8,11.8
1716505,13.94,17.5,14.9,15.7
1716604,15.06,19.15,16.9,17.24
1716653,10,14.8,10.5,12.2
1716703,9.62,15.5,12.8,12.87
1717008,15.81,22,18.2,19.02
1717206,10.81,13.5,10.5,11.91
1717503,10.5,16.95,11.7,13.57
1717800,16.69,22.6,18.4,19.63
1717909,14.25,21.4,18.3,18.24
1718006,14.31,21.8,17.3,18.22
1718204,10.62,18.8,13.4,14.78
1718303,14.25,16.5,10.9,14.5
1718402,11.19,17.65,13,14.39
1718451,10.12,17.85,11.7,13.83
1718501,13.12,18.6,15.9,16.11
1718550,10.31,13.65,11.4,12
1718659,15.06,21.3,17.8,18.37
1718709,10.94,17.15,14.4,14.39
1718758,14.88,20.15,17.6,17.76
1718808,13.06,15.75,9.9,13.54
1718840,15.38,19.1,15.5,17.02
1718865,10.69,13.35,9.1,11.5
1718881,13.25,18.1,15.3,15.8
1718899,12.56,17.9,15.3,15.48
1718907,14.38,19.4,16.3,16.98
1719004,14.69,20.25,16.7,17.54
1720002,10.44,15.2,12,12.85
1720101,13.81,15.7,11.8,14.2
1720150,16.12,22.1,18.8,19.3
1720200,14.5,16.35,13.3,15.04
1720259,15.19,20.45,20.1,18.54
1720309,11,14.4,8.9,12.02
1720499,16.62,20.05,17.7,18.35
1720655,13.88,19.55,17.1,17.04
1720804,14.25,16.05,12.6,14.67
1720853,15.56,19.15,14.7,16.93
1720903,16.25,21.55,19.5,19.26
1720937,16.31,22,17.6,19.07
1720978,14.44,17.9,14.8,16.02
1721000,12.88,18.4,16.1,15.98
1721109,12.88,18.3,14.1,15.5
1721208,12.06,16.35,12,13.91
1721257,10.81,18.3,14,14.76
1721307,10.94,18.3,12.6,14.5
1722081,10.56,14.1,10.7,12.13
1722107,11.44,13.35,10.3,12.02
2100055,18.56,18.75,16.7,18.24
2100105,21.62,21.85,20,21.37
2100154,25.25,23.85,19.4,23.37
2100204,22.19,23.15,18.7,21.85
2100303,20.12,19.7,22,20.35
2100402,16.81,17.1,16.1,16.78
2100436,16.69,19.35,18.2,18.17
2100477,18.19,17.1,16.7,17.39
2100501,17.06,22.75,19.9,20.15
2100550,13.19,10.4,7.5,10.74
2100600,18.25,20.25,16.2,18.67
2100709,14.94,15.7,10.1,14.22
2100808,23.19,20.35,18.3,20.89
2100832,19.69,20.2,13.2,18.5
2100873,14.69,17.5,13.1,15.57
2100907,25.25,23.4,21,23.52
2100956,16.44,20.1,17.1,18.17
2101004,13.06,15.35,9.8,13.35
2101103,18,19.35,12.3,17.35
2101202,14.38,18.45,15,16.28
2101251,16.31,18.3,11.2,16.07
2101301,19.69,20.55,13.7,18.76
2101350,19.75,21.8,16.9,20.02
2101400,14.69,20.75,15.5,17.5
2101509,22.31,23.3,21.8,22.63
2101608,20.94,20,19.3,20.17
2101707,22.75,21,17.9,20.93
2101731,21.56,21.8,19.1,21.13
2101772,13.38,16.3,11.4,14.22
2101806,21.75,24.85,20.8,22.89
2101905,22.44,23.1,17.1,21.57
2101939,19.38,19.8,17.8,19.22
2101970,10.19,9.55,6.3,9.07
2102002,18.12,19.65,17.5,18.65
2102036,18.94,20.45,18.6,19.52
2102077,18.44,21.3,16.3,19.22
2102101,20.5,19.15,16.6,19.07
2102150,18.56,20.9,15.9,19
2102200,22.88,22.85,17.7,21.74
2102309,19.25,21.05,20.1,20.22
2102325,20.5,21.05,17.8,20.15
2102358,16.25,19.3,13.8,17.04
2102374,17.75,18.8,13.2,17.22
2102408,14.81,18.15,12.2,15.7
2102507,12.25,15.05,10.1,13
2102556,13.19,17.9,11.1,14.78
2102606,13.94,12.05,10.8,12.43
2102705,18.31,19.8,13,17.8
2102754,18,19.65,17.8,18.67
2102804,12.25,16.5,14.5,14.59
2102903,10.69,9.65,6.9,9.41
2103000,18.94,20.1,19.8,19.63
2103109,21.88,22.25,15.7,20.7
2103125,21.88,22.35,15.3,20.65
2103158,8.31,8.8,6.6,8.15
2103174,9.94,10,10.2,10.02
2103208,23.88,21.85,17.6,21.63
2103257,13.31,15.75,10.5,13.76
2103307,18.69,22.15,23.4,21.22
2103406,21.44,21.8,20,21.28
2103505,19,20.8,22.5,20.54
2103554,11.94,14.05,10.1,12.46
2103604,17.25,20.8,16.9,18.72
2103703,19.62,22,13.9,19.41
2103752,15.12,18.4,13.9,16.28
2103802,20,19.1,19.2,19.43
2103901,23.06,21.95,19.2,21.74
2104008,21.75,20.85,17.5,20.43
