code_muni,en,ln,n,med
1100015,3.65,3.37,3,3.39
1100023,3.24,2.79,3.3,3.07
1100031,3.41,3.42,2.7,3.26
1100049,3.82,2.95,2.4,3.15
1100056,3.35,3.05,3,3.15
1100064,3.53,3.26,2.7,3.24
1100072,3.29,3.16,2.4,3.04
1100080,3.65,3.16,2.5,3.2
1100098,3.71,3.05,2.4,3.15
1100106,3.29,2.26,3.3,2.87
1100114,3,2.47,2.9,2.76
1100122,2.82,2.11,2.8,2.52
1100130,2.71,1.37,1.8,1.96
1100148,3.65,3.16,3.3,3.37
1100155,3.18,2.26,2.7,2.7
1100189,3.82,2.95,2.5,3.17
1100205,2.12,2.16,1.9,2.09
1100254,3.29,2.74,3,3
1100262,2.82,2.16,2.5,2.48
1100288,3.82,3.42,2.8,3.43
1100296,3.59,3.37,2.9,3.35
1100304,4.06,2.21,2.5,2.96
1100320,3.82,2.74,2.6,3.11
1100338,2.76,2.11,3.1,2.57
1100346,3.41,2.95,3.2,3.17
1100379,3.29,2.74,2.7,2.93
1100403,3.18,2.58,3.6,3.02
1100452,2.65,2,2.8,2.41
1100502,3.88,3.32,3,3.46
1100601,3.24,2.68,2.8,2.91
1100700,2.59,2.37,2.9,2.57
1100809,2.76,2.32,2.1,2.43
1100908,3.76,3.05,3.1,3.33
1100924,3.94,2.79,2.6,3.17
1100940,2.71,1.42,2.2,2.07
1101005,3.41,2.47,2.7,2.87
1101104,2.82,2.11,2.2,2.39
1101203,3.29,2.63,3,2.96
1101302,3.35,2.42,2.9,2.87
1101401,2.65,2.63,3.3,2.78
1101435,3.18,2.58,2.8,2.85
1101450,3.59,3.05,2.5,3.13
1101468,3.59,3.16,2.9,3.26
1101476,3.88,3.37,2.4,3.35
1101484,3.88,3.47,2.7,3.46
1101492,3.41,3.32,2.3,3.13
1101500,3.59,2.79,2.6,3.04
1101559,3.12,2.42,3.4,2.89
1101609,2.94,1.89,2.5,2.41
1101708,2.88,2.53,3.3,2.83
1101757,2.88,1.53,2.1,2.15
1101807,2.94,2.11,2.7,2.54
1200013,2.18,2.11,2.3,2.17
1200054,3,3.74,2.7,3.24
1200104,3,4,3.6,3.54
1200138,2.82,3.21,2.7,2.96
1200179,2.76,3.47,3.1,3.13
1200203,2.47,1.84,2,2.11
1200252,3.53,4,3.4,3.7
1200302,1.76,1.53,2,1.72
1200328,2.18,1.74,2.2,2
1200336,2.12,1.74,1.9,1.91
1200344,2.29,2.21,1.9,2.17
1200351,2.35,1.79,2.2,2.09
1200385,2.41,2.63,3,2.63
1200393,2.29,1.68,2.3,2.04
1200401,3.29,3.58,3,3.35
1200427,2.12,1.84,1.9,1.96
1200435,1.94,1.79,1.7,1.83
1200450,2.24,2.42,2.6,2.39
1200500,2.71,2.89,2.7,2.78
1200609,2,1.58,2.1,1.85
1200708,3.88,4.21,3.1,3.85
1200807,2.12,2.58,2.5,2.39
1300029,1.06,1.32,1.2,1.2
1300060,1.41,1.32,1.6,1.41
1300086,0.71,1,1.2,0.93
1300102,0.88,1.16,0.8,0.98
1300144,1.41,0.84,1.3,1.15
1300201,1.41,1.21,1.6,1.37
1300300,1.29,1.16,1.5,1.28
1300409,1.18,2.58,1.5,1.83
1300508,0.76,1.32,1.3,1.11
1300607,1.53,1.16,1.8,1.43
1300631,0.94,0.74,0.9,0.85
1300680,1.12,1.58,1.4,1.37
1300706,2.06,2.21,2.4,2.2
1300805,1.18,1.21,1.3,1.22
1300839,0.76,0.84,1,0.85
1300904,2,1.68,1.3,1.72
