code_muni,en,ln,n,med
1100015,-26.69,-59.53,-35.97,-42.99
1100023,-1.41,-35.61,0.67,-15.83
1100031,-25.57,-70.36,-38.83,-47.93
1100049,-25.81,-57.76,-38.38,-42.43
1100056,-19.61,-69.04,-36.32,-44.74
1100064,-23.33,-65.15,-32.68,-43.55
1100072,-20.91,-70.93,-34.4,-45.59
1100080,-34.5,-59.56,-43.29,-47.31
1100098,-27.01,-58.88,-31.81,-41.91
1100106,-38.05,-58.08,-44.6,-48.18
1100114,-11.71,-41.56,-10.58,-24.44
1100122,-23.73,-57.27,-29.36,-39.53
1100130,-13.02,-34.7,2.73,-19.02
1100148,-22.2,-49.1,-31.45,-35.91
1100155,-13,-51.07,-20.94,-31.28
1100189,-31.78,-63.37,-37.56,-46.77
1100205,-3.5,-31.74,-3.9,-15.86
1100254,-20.69,-58.79,-31.08,-39.51
1100262,-5.04,-31.6,5.95,-14.2
1100288,-23,-54.98,-36.66,-39.87
1100296,-22.73,-55.12,-30.01,-38.39
1100304,-36.27,-68.14,-35.67,-50
1100320,-19.37,-49.17,-21.35,-32.76
1100338,-25.03,-33.56,-30.49,-29.93
1100346,-6.72,-46.28,-22.6,-27.37
1100379,-26.15,-62.99,-28.51,-42.68
1100403,-2.89,-28.64,-0.35,-13.53
1100452,1.07,-27.23,1.15,-11.22
1100502,-30.7,-53.54,-39.2,-42.48
1100601,-6.69,-48.48,-5.83,-24.67
1100700,1.14,-31.17,-1.83,-13.55
1100809,-15.98,-26.06,4.5,-15.91
1100908,-29.68,-55.45,-39.81,-43.08
1100924,-20.25,-71,-33.21,-45.13
1100940,-7.56,-29.91,5.88,-14.36
1101005,-3.05,-35.4,-8.04,-18.2
1101104,-10.63,-31.02,10.5,-14.9
1101203,-16.88,-55.62,-35.26,-37.72
1101302,-5.59,-41.28,-14.6,-23.07
1101401,-3.07,-30.49,-2.48,-14.86
1101435,-4.3,-44.63,-14.38,-24.03
1101450,-22.56,-59.58,-33.36,-41
1101468,-19.01,-71.83,-36.18,-45.7
1101476,-24.75,-58.15,-32.16,-40.88
1101484,-24.95,-56.76,-31.73,-40.25
1101492,-23.32,-62.48,-34.43,-42.76
1101500,-19.5,-51.48,-29.49,-35.58
1101559,-8.32,-48.9,-24.63,-29.51
1101609,-9.99,-46.67,-9.41,-25.82
1101708,-5.87,-45.65,-23.27,-26.95
1101757,-7.62,-48.29,-9.81,-25.78
1101807,-14.24,-51.5,-17.14,-31.07
1200013,-8.45,-35.39,4.91,-17.26
1200054,3.09,-8.78,12.74,0.03
1200104,-14.04,-20.62,1.5,-13.53
1200138,-5.87,-28.73,-10.62,-16.84
1200179,-12.79,-25.02,13.55,-12.38
1200203,41.52,30.99,49.39,38.65
1200252,-14.46,-21.37,1.86,-13.91
1200302,27.1,23.9,20.92,24.37
1200328,33.7,26.06,28.33,29.21
1200336,48.26,35.69,63.7,46.15
1200344,19.39,3.33,10.46,10.47
1200351,34.78,21.79,25.2,27.05
1200385,-10.19,-29.3,14.6,-13.11
1200393,33.41,30.16,34.89,32.32
1200401,-8.44,-24.7,-2.52,-14.22
1200427,45.79,33.98,62.45,44.28
1200435,28.73,14.26,20.24,20.59
1200450,-11.21,-34.23,8.57,-16.92
1200500,11.42,-12.16,2.76,-0.71
1200609,28.12,13.15,25.97,21.15
