code_muni,en,ln,n,med
1100015,1.19,0.2,0.6,0.63
1100023,0.88,0.25,0.4,0.5
1100031,3.44,1.2,2.3,2.22
1100049,0.81,0.4,0.2,0.5
1100056,3.12,1.1,2.2,2.04
1100064,0.75,0.1,0.5,0.41
1100072,1.38,0.15,0.7,0.7
1100080,0.81,0.15,0.3,0.41
1100098,0,0,0,0
1100106,0.38,0.05,0.2,0.2
1100114,0.5,0.1,0.2,0.26
1100122,0.88,0.4,0.3,0.54
1100130,0.44,0.25,0.5,0.37
1100148,0.56,0.05,0.1,0.24
1100155,0.62,0.1,0.2,0.3
1100189,1.81,0.4,1.1,1.04
1100205,0.81,0.7,0.6,0.72
1100254,1,0.5,0.3,0.63
1100262,0.75,0.25,0.3,0.43
1100288,1,0.4,0.5,0.63
1100296,0,0,0,0
1100304,0.75,0.05,0.3,0.35
1100320,0.75,0.05,0.2,0.33
1100338,0.25,0.05,0,0.11
1100346,0.56,0.05,0.1,0.24
1100379,1.25,0.25,0.8,0.72
1100403,0.62,0.35,0.4,0.46
1100452,0.31,0.05,0.1,0.15
1100502,0.94,0.35,0.2,0.52
1100601,0.56,0.1,0.2,0.28
1100700,0.44,0.05,0.1,0.2
1100809,0.81,0.75,0.7,0.76
1100908,1,0.6,0.5,0.72
1100924,0.75,0.1,0.3,0.37
1100940,0.69,0.35,0.6,0.52
1101005,0,0,0,0
1101104,0.69,0.35,0.6,0.52
1101203,0.31,0.05,0,0.13
1101302,0.06,0.05,0,0.04
1101401,0.44,0.05,0.1,0.2
1101435,0.25,0.05,0,0.11
1101450,0.56,0.15,0.3,0.33
1101468,3.31,1,2.1,2.04
1101476,1.19,0.45,0.7,0.76
1101484,0.94,0.3,0.6,0.59
1101492,1.19,0.35,0.4,0.65
1101500,0.75,0.1,0.2,0.35
1101559,0.81,0.3,0.2,0.46
1101609,0.5,0.05,0.1,0.22
1101708,0.75,0.1,0.2,0.35
1101757,0.56,0.25,0.2,0.35
1101807,0.56,0.1,0.2,0.28
1200013,0.44,0.6,0.6,0.54
1200054,0,0,0,0
1200104,0.19,0,0.1,0.09
1200138,0.19,0.5,0.4,0.37
1200179,0.5,0.7,0.6,0.61
1200203,0.62,1.45,1.2,1.11
1200252,0.5,0.5,0.2,0.43
1200302,0.19,0.1,0.2,0.15
1200328,0.12,0.1,0,0.09
1200336,0.38,0.55,0.4,0.46
1200344,0.19,0.35,0,0.22
1200351,0.25,0.5,0,0.3
1200385,0.5,0.7,0.6,0.61
1200393,0.44,0.75,0.5,0.59
1200401,0.44,0.6,0.6,0.54
1200427,0.44,0.95,0.7,0.72
1200435,0.19,0.1,0,0.11
1200450,0.5,0.85,0.6,0.67
1200500,0.19,0.1,0,0.11
1200609,0.06,0.1,0,0.07
1200708,0.31,0.35,0.2,0.3
1200807,0.5,1,0.6,0.74
1300029,1.88,1.6,1.3,1.63
1300060,0.75,1,1,0.91
1300086,1.81,1.65,1.6,1.7
1300102,2.44,1.9,2,2.11
1300144,0.06,0.05,0.1,0.07
1300201,0.25,0.55,0.4,0.41
1300300,3.25,1.85,2,2.37
1300409,5.81,1.7,2.9,3.39
1300508,7.31,1.2,3.2,3.76
1300607,0.94,1.35,1.6,1.26
1300631,1.44,1.2,1.1,1.26
1300680,5.12,1.1,2.6,2.83
1300706,0.25,0.15,0,0.15
1300805,2.5,0.8,0.9,1.41
1300839,1.31,1.05,1.2,1.17
1300904,0.62,1.1,0.7,0.85
1301001,0.19,0.7,1,0.59
1301100,2.88,1.55,1.7,2.04
1301159,3.56,2.15,2.5,2.72
1301209,1.19,1.05,1.1,1.11
1301308,1.75,1.25,1.6,1.5
1301407,1.56,2.1,2.2,1.93
1301506,0.38,1.1,1.3,0.89
1301605,1.5,2.3,1.2,1.78
1301654,0.56,1.3,1.2,1.02
1301704,0.81,0.6,0.9,0.74
1301803,0.44,0.6,0.2,0.46
1301852,3.31,1.9,2.3,2.48
1301902,4.06,0.75,1.9,2.15
1301951,0.75,1,1.3,0.98
1302009,3.38,0.55,1.7,1.78
1302108,1.75,1.25,1.4,1.46
1302207,0.94,1.45,0.9,1.15
1302306,0.62,0.9,1.6,0.96
1302405,0.56,0.45,0.4,0.48
1302504,2.12,1.2,1.2,1.52
1302553,2.5,1.3,1.3,1.72
1302603,2.56,1.05,1.2,1.61
1302702,1.69,1.55,1.3,1.54
1302801,1.62,1.35,1.1,1.39
1302900,3.12,0.4,1,1.48
1303007,3.94,0.45,1.3,1.85
1303106,3.75,0.9,1.8,2.09
1303205,1.56,0.7,1,1.07
1303304,1,1.05,0.9,1
1303403,9.12,2.5,4.4,5.22
1303502,0.31,0.2,0.2,0.24
1303536,2.62,1.15,1.3,1.7
1303569,2.44,0.55,1.1,1.33
1303601,2.81,1.4,2.3,2.09
1303700,0.88,1.05,1.5,1.09
1303809,2.62,2.15,2.4,2.37
1303908,0.5,1.1,1.3,0.93
1303957,2.31,0.2,1.1,1.13
1304005,3.69,0.75,1.7,1.98
1304062,0.88,1.25,1.7,1.22
1304104,0.62,0.95,0.9,0.83
1304203,0.81,0.9,0.8,0.85
1304237,0.56,0.85,0.7,0.72
1304260,1.25,1.15,0.5,1.04
1304302,2.75,0.5,1.1,1.41
1304401,5.94,1.5,3.2,3.41
1400027,1.81,0.75,0.2,1
1400050,1.31,0.15,0,0.52
1400100,8.75,8.75,5,7.93
1400159,7.38,7.05,3.5,6.39
1400175,6.94,6.35,3.2,5.87
1400209,7.06,4.8,3.1,5.22
1400233,2.94,1.35,0.9,1.8
1400282,3.12,1.45,1,1.93
1400308,4.88,3.1,2.3,3.54
1400407,5.69,4.35,2.3,4.37
1400456,4.75,3.9,2,3.78
1400472,5.38,2.55,1.6,3.33
1400506,3.69,1.85,1.2,2.35
1400605,4.31,2.5,1.6,2.93
1400704,0.19,0,0,0.07
1500107,0.94,1.15,0.2,0.87
1500131,0.81,0.4,0.1,0.48
1500206,0.69,1.2,0.1,0.78
1500305,0.06,0.35,0.1,0.2
1500347,0.5,0,0.1,0.2
1500404,0,0,0,0
1500503,0,0,0,0
1500602,0.19,0,0,0.07
1500701,0,0.05,0,0.02
1500800,1.12,1.5,0.6,1.17
1500859,0.81,0.15,0.1,0.37
1500909,1.19,1.4,0.9,1.22
1500958,2.06,1.55,0.4,1.48
1501006,4.25,0.4,1.2,1.91
1501105,0.5,0.5,0,0.39
1501204,1.88,0.7,1.3,1.24
1501253,0,0,0,0
1501303,0.88,1.25,0.5,0.96
1501402,0.88,1.25,0.3,0.91
1501451,1.12,0.45,0.2,0.63
1501501,0.75,1.2,0.3,0.85
1501576,1.06,0.55,0.1,0.63
1501600,0.62,0.75,0.2,0.59
1501709,1.5,1.7,2,1.7
1501725,1.81,0.85,0.5,1.11
1501758,1,0.75,0.1,0.7
1501782,1.44,0.95,1.3,1.2
1501808,0,0.25,0.1,0.13
1501907,0.94,1.45,0.1,0.98
1501956,1.44,1.6,0.2,1.24
1502004,0.06,0.25,0,0.13
1502103,2.88,1.5,0.8,1.83
1502152,0.44,0.2,0.1,0.26
1502202,1.31,0.85,0.7,0.98
1502301,2.44,2.35,1,2.09
1502400,1.5,2.25,0.5,1.61
1502509,0.19,0,0,0.07
1502608,0.19,0.5,0,0.28
1502707,2.75,3.2,2.2,2.83
1502756,1.06,1.35,0.2,1
1502764,0.81,0.25,0.2,0.43
1502772,0.25,0,0,0.09
1502806,0.12,0.35,0.1,0.22
1502855,3.38,1.25,1.5,2.04
1502905,0.12,0.25,0,0.15
1502939,2,0.95,0.3,1.17
1502954,0.88,0.3,0.1,0.46
1503002,1.5,0.1,0,0.57
1503044,1.19,1.1,0.6,1.02
1503077,1.94,1.9,0.6,1.63
1503093,0.5,0.25,0.4,0.37
1503101,0.38,0.7,0,0.43
1503200,0.31,0.5,0.1,0.35
1503309,1.44,1.15,0.3,1.07
1503408,1.75,2.35,0.5,1.74
1503457,2.25,1.45,0.7,1.57
1503507,2.94,2.7,1.1,2.43
1503606,1.69,0.05,0.6,0.74
1503705,0.25,0.3,0.1,0.24
1503754,0.06,0,0,0.02
1503804,0.81,0.4,0.1,0.48
1503903,5.5,0.75,1.1,2.48
1504000,1.5,1,0.2,1
1504059,2.5,2.2,0.5,1.93
1504109,0.19,0.3,0.1,0.22
1504208,0.25,0.05,0,0.11
1504307,0.12,0.3,0.1,0.2
1504406,0.19,0.3,0.1,0.22
1504422,1.12,1.5,0.6,1.17
1504455,0.56,0.4,0.1,0.39
1504505,0.12,0.8,0,0.39
1504604,1.81,1.1,0.3,1.17
1504703,0.69,0.9,0.1,0.65
1504752,1.19,0.45,0.2,0.65
1504802,0,0,0,0
1504901,0.38,0.55,0,0.37
1504950,2,2.7,0.7,2.02
1504976,1.25,0.6,0.2,0.74
1505007,0.38,0.55,0.2,0.41
1505031,0.81,0.05,0,0.3
1505064,0.06,0,0,0.02
1505106,0,0,0,0
1505205,1.25,0.85,0.1,0.83
1505304,0.31,0.1,0,0.15
1505403,1.31,1.7,0.3,1.26
1505437,0.38,0,0,0.13
1505486,0.62,0.35,0.5,0.48
1505494,1.31,0.8,0.2,0.85
1505502,3.38,2,1.1,2.28
1505536,0,0,0,0
1505551,1.25,0.75,0.5,0.87
1505601,0.81,0.8,0.3,0.7
1505635,0.62,0.4,0.1,0.41
1505650,2.81,0.85,0.5,1.46
1505700,0.38,0.35,0,0.28
1505809,0.62,0.65,0,0.5
1505908,2.06,1.65,0.1,1.46
1506005,1.25,0.8,0.2,0.83
1506104,0.69,0.55,0.5,0.59
1506112,1.38,1.05,1.5,1.26
1506138,0.38,0.35,0.1,0.3
1506161,0.94,0.95,0.5,0.85
1506187,0.88,0.35,0.1,0.48
1506195,2.12,0.1,0.4,0.87
1506203,0.25,0.3,0.1,0.24
1506302,0.12,0.2,0,0.13
1506351,0.62,1.1,0,0.7
1506401,0.19,0,0,0.07
1506500,0.88,1.6,0.3,1.07
1506559,3.06,3.25,2.3,2.98
1506583,2.75,2.45,1.1,2.26
1506609,0.81,1.05,0.3,0.8
1506708,3.38,2.65,1.8,2.72
1506807,2.62,0.65,0.4,1.28
1506906,0.31,0.35,0.2,0.3
1507003,0.25,0.9,0,0.48
1507102,0.12,0.25,0,0.15
1507151,1,0.5,0.1,0.59
1507201,1.94,1.8,0.2,1.5
1507300,0.5,0,0,0.17
1507409,1.19,1.75,0.4,1.26
1507458,0.75,0.35,0.1,0.43
1507466,0.12,0.35,0,0.2
1507474,0.44,0.45,0.2,0.39
1507508,1.38,0.9,0.2,0.91
1507607,1.56,1.8,0.3,1.39
1507706,0.25,0.4,0,0.26
1507755,0.75,0.45,0.2,0.5
1507805,0.56,0.15,0.1,0.28
1507904,0.12,0.2,0,0.13
1507953,0.69,0.9,0.2,0.67
1507961,0.69,1,0.4,0.76
1507979,6.31,0.9,1.5,2.91
1508001,0.75,1.6,0.2,1
1508035,3,2.6,2.5,2.72
1508050,4.25,0.55,1.7,2.09
1508084,0.75,0.2,0.2,0.39
1508100,0.81,0.8,0.9,0.83
1508126,3.5,1.45,1.1,2.09
1508159,0.94,0.35,0,0.48
1508209,0.19,0.55,0,0.3
1508308,1.31,1.15,0.2,1
1508357,4.44,2.75,2.3,3.24
1508407,0.81,0.45,0.3,0.54
1600055,0,0,0,0
1600105,1.31,0.5,0.1,0.7
1600154,0,0,0,0
1600204,0.06,0.15,0,0.09
1600212,1.06,0.5,0.2,0.63
1600238,0.88,0.75,0.5,0.74
1600253,0.88,0.85,0.2,0.72
1600279,0,0,0,0
1600303,0.88,0.85,0.2,0.72
1600402,0,0,0,0
1600501,0.06,0,0,0.02
1600535,0.94,0.85,0.5,0.8
1600550,0,0,0,0
1600600,0,0.4,0.1,0.2
1600709,1.69,0.5,0.4,0.89
1600808,0.56,0.8,0,0.54
1700251,3,2.35,1.2,2.33
1700301,1.12,0.4,0.8,0.74
1700350,5.81,3.2,3.2,4.11
1700400,5.44,2.95,3,3.83
1700707,6.31,3.4,3.7,4.48
1701002,1.5,0.9,0.9,1.11
1701051,0.69,0.1,0,0.28
1701101,4,3.2,1.9,3.2
1701309,1.25,0.95,0.3,0.91
1701903,2.88,2.7,1.4,2.48
1702000,6.06,3.1,3.7,4.26
1702109,0.62,0.15,0,0.28
1702158,1.06,0.35,0.1,0.54
1702208,2.81,1.75,0.8,1.91
1702307,1.75,2,0.7,1.63
1702406,5.56,2.5,3.4,3.76
1702554,3.44,1.75,1.1,2.2
1702703,6.75,4.4,4.7,5.28
1702901,2.88,1.1,0.9,1.67
1703008,0.75,0.2,0,0.35
1703057,0.38,0.2,0.1,0.24
1703073,2.19,1.3,0.7,1.48
1703107,2.94,1.85,1.3,2.11
1703206,2,2.35,1.1,1.96
