code_muni,en,ln,n,med
1100015,586.38,614.15,665,615.54
1100023,664.56,605.6,732.9,653.78
1100031,667.44,661,669.9,665.17
1100049,626.5,675.25,658.6,654.67
1100056,656.5,632.6,665.5,648.07
1100064,649.5,656.7,686.4,660.65
1100072,639.56,626.25,655.8,637.3
1100080,532.94,523.95,580.7,539.41
1100098,630.25,678.5,645.8,654.61
1100106,518.31,507.65,560.4,522.83
1100114,624.62,635.75,662.6,637.72
1100122,666.19,634.5,678.9,655.17
1100130,681.38,720.2,860.8,737.26
1100148,593.56,607.05,614.5,603.98
1100155,645.62,631.05,659.5,642.3
1100189,614.62,674.65,652.5,648.96
1100205,666.5,656.6,740.6,678.3
1100254,643.94,639.35,656.7,644.72
1100262,711.19,674.9,795,713.63
1100288,617.25,637.1,650.7,633.15
1100296,610,625.75,666.9,629.22
1100304,622.31,675.45,685.8,659.22
1100320,583.38,611,636.7,606.98
1100338,601.31,620.25,597.6,608.74
1100346,609.19,629,638.3,624.13
1100379,583.25,613.65,658.2,612.76
1100403,684.81,631.25,742.8,674.13
1100452,713.69,661.15,709.9,690.02
1100502,609.31,619.45,639.2,620.22
1100601,647.31,595.95,689.5,634.15
1100700,691.12,646.9,681.3,669.76
1100809,708.25,667,819.5,714.5
1100908,630.06,634.25,653.1,636.89
1100924,599.69,625.3,654,622.63
1100940,693.69,699.05,829.5,725.54
1101005,648.62,627.25,650.7,639.78
1101104,701.31,649.05,794.9,698.93
1101203,654.81,654.95,661.3,656.28
1101302,632.25,634.1,629.9,632.54
1101401,685.38,621.4,700.1,660.76
1101435,629.94,630.55,624.3,628.98
1101450,591.94,641.85,651.3,626.54
1101468,628,614.1,674.7,632.11
1101476,617.94,656.65,672.1,646.54
1101484,615.38,657,665,644.26
1101492,538.44,548.2,626.2,561.76
1101500,553.69,579.95,614.1,578.24
1101559,628.69,631.75,645.3,633.63
1101609,689.56,662.1,746.4,689.98
1101708,625.25,641.2,654,638.43
1101757,663.31,690.7,794.4,703.72
1101807,649.81,630.6,687.5,649.65
1200013,628.94,640.15,674.4,643.7
1200054,563.31,581.5,600,579.2
1200104,524.19,574.1,598.7,562.09
1200138,574.94,596.4,634.6,597.24
1200179,550.75,622.2,649.4,603.26
1200203,638.25,603.15,608.9,616.61
1200252,537.56,563.15,590.3,560.15
1200302,675,698.4,646.8,679.04
1200328,658.69,652.4,589,640.8
1200336,644.12,577.85,661.5,619.09
1200344,632.31,644.95,648,641.22
1200351,628.88,620.15,583.1,615.13
1200385,589.94,639.15,681.5,631.24
1200393,626.31,606.95,596.8,611.48
1200401,560.38,603.2,628.4,593.78
1200427,632.88,578.9,645,612.04
1200435,653.56,693.4,652.7,670.7
1200450,605.69,624.75,678.8,629.87
1200500,592.31,613.9,620.9,607.91
1200609,680.75,692.15,619,672.28
1200708,539.56,585.65,607.2,574.3
1200807,608.62,619.6,679.7,628.85
1300029,649.75,677.9,661.2,664.48
1300060,667.44,687.75,680.8,679.17
1300086,539.5,588.4,556.1,564.37
1300102,597.5,599.75,604.2,599.93
1300144,705.25,815.65,815.2,777.15
1300201,748,711.95,699.3,721.74
1300300,457.62,557.55,501.2,510.54
1300409,335.31,511.35,428.8,432.17
1300508,315.06,464.8,474.1,414.74
1300607,694.19,720.15,746.3,716.8
1300631,601,628.05,652.9,624.04
1300680,320,466.2,437.2,409.04
1300706,584.75,590.95,640.6,599.59
1300805,469.88,570.05,582.4,537.89
1300839,530.81,584.45,538.7,555.85
1300904,683.31,662,744,687.24
1301001,704.06,721.8,681.4,706.85
1301100,473.25,610.45,540.6,547.54
1301159,451.31,592.45,524.6,528.61
1301209,625.12,667.35,609,639.98
1301308,588.88,619.35,598,604.11
1301407,700.56,686.5,726.3,700.04
1301506,680.12,686.45,723.5,692.3
1301605,637.06,677.3,648.2,656.98
1301654,641.19,601.7,650.3,626
1301704,676.88,665.7,765.6,691.3
1301803,684.19,678.75,661,676.78
1301852,469.88,583.95,560.6,539.2
1301902,409.44,514.45,464.9,467.15
1301951,756.69,772.95,767.8,766.17
1302009,384.31,519.15,458,458.96
1302108,705.5,715.7,747.7,719.11
1302207,649.44,670,618.6,651.67
1302306,725.69,722.7,737.2,726.89
1302405,639.56,729.4,684.7,688.43
1302504,469.38,556.2,543,523.13
1302553,506.19,586.8,571.1,555.35
1302603,469.38,627.45,564.3,558.74
1302702,558.19,656.05,696.5,630.8
1302801,605.19,603.25,675,619.52
1302900,433.12,554.8,528,506.65
1303007,330.31,476.4,429,415.28
1303106,425,536.2,475.8,484.39
1303205,453.5,555.2,490.6,505.78
1303304,687.75,813.4,799.5,766.67
1303403,259.56,446.25,485.3,389.8
1303502,687.69,701.3,763.6,710.11
1303536,412.19,543.9,480.6,484.33
1303569,448.81,574.3,526.7,520.3
1303601,463.38,597.65,529.9,536.22
1303700,680.56,661.3,702.4,676.93
1303809,690.62,716.4,689.4,701.57
1303908,679.5,703.15,689.2,691.89
1303957,403.38,546.55,452,476.2
1304005,398,524.7,463.6,467.35
1304062,655.62,648.1,671.8,655.87
1304104,683.94,725.65,738.4,713.91
1304203,648.38,725.05,664.8,685.28
1304237,653,682.3,662.1,667.72
1304260,618.81,629.85,658.6,632.26
1304302,361.88,497.6,419,433.3
1304401,313.75,455.5,437.7,402.33
1400027,261.38,398.95,302.5,330.13
1400050,276.88,410.6,315.6,343.43
1400100,120.25,221.3,213.5,184.46
1400159,120.19,221.45,185.7,178.46
1400175,137.69,245.65,218.1,202.11
1400209,186.19,316.85,297.2,267.13
1400233,220.88,355.9,298.1,296.37
1400282,201.62,371.45,287.1,294.04
1400308,170.44,341.35,261.6,264.57
1400407,120.06,203.9,178.1,169.13
1400456,172.19,322.1,242.1,252.57
1400472,308.62,447.3,383.6,385.22
1400506,229.75,360.95,319.8,306.37
1400605,218.69,341.85,306.7,291.37
1400704,144.38,259.45,212.8,209.28
1500107,282.44,408.9,384.7,359.65
1500131,345.06,472.75,460,425.57
1500206,299.69,408.5,366.2,361.46
1500305,185.38,254.1,223.5,223.54
1500347,501.75,571.1,593.4,551.83
1500404,237.06,389.2,360.9,330.13
1500503,163.81,234.25,223.6,207.43
1500602,480.12,604.3,605,561.26
1500701,274.38,379.3,314.9,328.8
1500800,364.75,493.95,470.1,443.83
1500859,269.06,362.6,336.6,324.41
1500909,74.69,123.7,123.9,106.7
1500958,295.88,380.3,313.4,336.39
1501006,308.69,486.75,458.9,418.76
1501105,278.12,392.95,341.9,341.91
1501204,254.69,358.7,343.1,319.13
1501253,551,615.2,671.7,605.15
1501303,318.38,449.45,418.9,397.22
1501402,342.12,474.4,451.3,423.37
1501451,215.94,354.55,330.7,301.15
1501501,366.25,494.75,469.3,444.52
1501576,364.75,462.75,464.2,428.98
1501600,148.31,243.8,211.1,203.48
1501709,84.62,144.8,141.6,123.17
1501725,229.19,362.1,308,304.11
1501758,360.06,449.9,494.2,428.28
1501782,263.06,351.6,372.5,325.35
1501808,331.38,421.9,357.2,376.35
1501907,312.81,407.45,363.7,365.02
1501956,139.06,211.05,202.6,184.17
1502004,240.12,372.85,319.5,315.09
1502103,251.81,373.3,329.6,321.54
1502152,414.69,467.4,524.2,461.41
1502202,96.5,163.15,139,134.72
1502301,205.94,286.15,258.6,252.26
1502400,231.44,326.3,323,292.59
1502509,204,299.55,256.4,256.93
1502608,226.44,328.4,320.8,291.28
1502707,557.62,627.6,712.9,621.8
1502756,283.81,385.35,310.9,333.85
1502764,567.38,642.95,699.3,628.91
1502772,397.25,448.15,477.7,436.87
1502806,307.31,416.95,337,361.43
1502855,238.31,385.75,368.1,330.63
1502905,125,206.85,204.2,177.8
1502939,203.31,320.45,317,278.96
1502954,398.5,422.7,455.9,421.5
1503002,325.88,481.65,428,415.8
1503044,519,597,680.8,588.09
1503077,179.38,249.5,245.8,224.3
1503093,289.06,363.3,409.8,347.59
1503101,250.5,303.45,317.8,288.15
1503200,141.94,221.45,197.4,188.57
1503309,254.75,381.25,332.6,326.67
1503408,282.94,382.5,359.3,342.83
1503457,265.88,349.15,312.6,312.24
1503507,216.75,302.4,259.9,263.37
1503606,537.44,646.75,629.3,604.93
1503705,378.69,450.7,466,428.98
1503754,564.06,668.15,747.1,649.11
1503804,354.88,430.8,442.5,406.93
1503903,249.94,414.05,428.5,360.11
1504000,225.69,346.05,317.6,298
1504059,244.19,337.2,287.4,294.02
1504109,129,202.05,192.3,174.52
1504208,398.12,445.45,473.6,435.11
1504307,110.06,151.65,134.6,133.48
1504406,130.25,207.1,207.2,180.39
1504422,364.75,493.95,470.1,443.83
1504455,218.12,347.65,295.3,291.22
1504505,325.56,375.85,354.2,353.65
1504604,255.88,371.6,342.2,324.96
1504703,273.19,378.2,360.2,337.76
1504752,206.56,344.6,314.1,289.96
1504802,182.88,305.5,262.9,253.59
1504901,228.19,334.8,293,288.63
1504950,171.88,247.1,227.8,216.74
1504976,364,425.65,460.4,411.76
1505007,117.81,201.4,161.3,163.61
1505031,611.06,723.6,800,701.07
1505064,308.62,375.15,414,360.46
1505106,276.44,439.55,401.3,374.5
1505205,275.69,385.65,327.4,334.74
1505304,279.44,471.35,422.4,393.96
1505403,132.06,219.5,200,184.85
1505437,551.94,611.65,662.8,602
1505486,263.19,354.55,363.4,324.7
1505494,358.69,447.55,498,427.61
1505502,195.56,275.6,256.8,243.67
1505536,449.56,517,560.9,503.09
1505551,570.38,618.8,700.9,619.8
1505601,104.62,183.6,156.3,150.2
1505635,400.94,460.8,519,452.63
1505650,279.12,435.55,387.2,370.63
1505700,231.31,346.45,329.2,302.65
1505809,239.31,345.7,342,307.89
1505908,180.75,259.75,253.7,230.96
1506005,130.62,265.45,223.7,209.48
1506104,88.56,145.05,126.5,121.37
1506112,85.81,135.9,121.9,115.43
1506138,581,646,710.5,637.41
1506161,512.88,607.1,641.1,581.72
1506187,306.75,424.3,426.6,383.91
1506195,318.38,484.5,437.6,416.52
1506203,102.5,132,120.3,119.2
1506302,235.75,342,316.3,299.46
1506351,303.94,413.4,412,375.02
1506401,235,341.7,298,295.09
1506500,348.06,454.25,447,415.74
1506559,145.12,217,211.9,190.89
1506583,574.12,635.1,711,630.39
1506609,190.81,275.3,260.4,242.67
1506708,556.81,642.1,678.7,620.39
1506807,188.31,325.65,324.2,277.57
1506906,102.56,161.2,138.6,135.89
1507003,254.56,352.8,355,319.11
1507102,168.62,259.6,255.8,227.13
1507151,382.31,448.5,452,426.24
1507201,272.56,375,310.1,325.26
1507300,519.5,586.45,671.3,581.61
1507409,218.38,304.3,310.3,275.72
1507458,384,425.75,507.5,429
1507466,134.62,223.05,220.3,191.7
1507474,95.88,126.15,119.6,114.2
1507508,377.19,470.5,452.7,434.17
1507607,229.62,324.8,300.2,286.35
1507706,269.88,387.5,313.3,330.46
1507755,435.06,544.15,526.7,502.41
1507805,262.69,355.25,343.8,320.57
1507904,170.81,284.95,244.4,236.43
1507953,277,361,351.7,329.76
1507961,185,272,275.2,242.43
1507979,243.12,419.95,417.8,357.98
1508001,300,388.65,347.2,348.8
1508035,78.94,141.3,130.1,117.17
1508050,480.88,620.75,631.5,574.43
1508084,532.44,569.35,640,571.87
1508100,269.31,344.1,372.4,324.24
1508126,171.31,259.85,270.1,231.28
1508159,242.75,354.7,337.4,312
1508209,229.19,323.75,321.6,290.39
1508308,107.5,162.4,157,142.13
1508357,253.62,353,293.3,305.46
1508407,442.31,559.05,551.7,516.85
1600055,294.94,366.35,386.1,345.8
1600105,321.38,403.4,352,363.7
1600154,270.88,304.1,336.7,299.63
1600204,359.06,428.2,427.9,404.09
1600212,228.44,273.25,269.3,256.8
1600238,251.75,288.7,312.4,281
1600253,190.62,225.25,235.2,215.37
1600279,217.06,283.85,278.8,259.52
1600303,190.62,225.25,235.2,215.37
1600402,213.56,263.3,242.1,241.39
1600501,376.25,439.95,443.8,418.63
1600535,245.31,285.85,296.1,273.98
1600550,312.31,371.65,354.1,347.2
1600600,204.81,261.75,238.7,236.93
1600709,260.75,328.85,299.1,298.7
1600808,205.31,265,281.4,247.8
1700251,627.81,698.3,758.6,686.89
1700301,318.25,391.65,411.9,370.52
1700350,557.62,593.1,691.4,602.13
1700400,518.88,543.95,641.6,556.46
1700707,496.69,587.05,673.1,574.33
1701002,355.25,433.45,485.1,417.48
1701051,363.5,417.6,456.2,407.17
1701101,549.62,610.75,654.7,599.04
1701309,447.81,529.55,596.2,515.61
1701903,577.25,648.5,709.1,636.89
1702000,540.56,661.6,710.2,630.07
1702109,516.44,573.4,653.6,571.02
1702158,435.56,509.25,599.1,503.15
1702208,335.62,454,443.4,410.52
1702307,525.81,594.2,654.9,583.61
1702406,471.12,518,644.7,529.24
1702554,316.25,447.1,420.4,395.78
1702703,510,571.45,694,576.72
1702901,299.44,430.75,410,380.57
1703008,439.69,511.1,547,494.07
1703057,538.75,617.1,692.5,606.24
1703073,440.38,523.45,559.1,502.3
1703107,633.88,662.35,774.5,676.83
1703206,536.69,614.1,684.4,602.46
1703305,549.75,615.05,661.4,602.41
1703602,536,640,702.1,617.33
1703701,553.44,596.95,697.5,603.67
1703800,340.31,457.1,435.7,411.83
1703826,316,415.9,409.1,379.67
1703842,463.12,522.55,539.4,505.54
1703867,525.38,593.25,653.2,582.67
1703883,458.94,554.3,580.9,526.91
1703891,323,454.8,427.4,403
1703909,577.62,644.85,719.6,637.72
1704105,555.69,598,639.9,592.39
1704600,627.81,668.6,791.8,681.2
1705102,513.81,563.65,665,568.35
1705508,536.81,617.25,703.5,608.02
1705557,476.5,569.85,651.1,555.04
1705607,491.38,496.8,613.7,520.33
1706001,555.56,630.5,747.2,629.8
1706100,599.38,644.9,739.5,649.63
1706258,569.25,616.75,706.3,619.7
1706506,374.5,437.5,458.4,420.13
1707009,522.44,551.4,649.5,562.65
1707108,621.69,683.35,769.4,680.61
1707207,601.25,687.35,750.1,671.04
1707306,571.5,634.5,704.6,627.83
1707405,368.31,477.4,449.3,433.35
1707553,601.69,628.85,725.7,640.46
1707652,517.06,604.6,671.3,588.65
1707702,443.25,525.8,553.2,503.04
1708205,552.06,648.6,686.5,623.26
1708254,564.38,636.4,726,630.83
1708304,579.94,675.85,751.5,658.93
1709005,479.12,524.75,584.2,521.8
1709302,541.06,626.5,714.2,615.85
1709500,525.38,570.3,643.9,570.67
1709807,535,565.15,716.3,587.52
1710508,542.5,618.6,668.4,602.96
1710706,304.19,410.6,400.2,371.33
1710904,541.38,607.3,668.4,597.65
1711100,548.44,642.25,738.3,630.5
1711506,507.94,580.45,698.1,580.8
