code_muni,en,ln,n,med
1100015,10.06,11.5,4.5,9.48
1100023,7.88,9.15,1.9,7.13
1100031,13.31,14.75,11.7,13.59
1100049,8.75,10.4,3.4,8.3
1100056,14.56,15.6,11.6,14.37
1100064,7.19,8,3.4,6.72
1100072,10.31,11.6,7.2,10.2
1100080,8.56,10.15,2.6,7.96
1100098,5.12,5.2,0.8,4.22
1100106,7,8.1,2.1,6.41
1100114,7.06,8.75,1.6,6.61
1100122,8.38,9.7,2.1,7.59
1100130,7.81,8.05,1.7,6.59
1100148,6.56,8.3,1.3,6.17
1100155,7.19,8.5,1.5,6.52
1100189,11.31,13.05,8.4,11.43
1100205,10.19,11.1,3.3,9.09
1100254,9,10.3,3.1,8.28
1100262,7.81,8.6,1.9,6.87
1100288,9.31,10.75,3.7,8.72
1100296,4.75,5.45,0.6,4.15
1100304,7.56,8.55,3.9,7.2
1100320,7.94,9.05,1.8,7.09
1100338,6.56,7.3,1.6,5.8
1100346,6.44,8.15,1.3,6.07
1100379,10.44,12.15,7.6,10.57
1100403,7.88,9.05,1.9,7.09
1100452,6.62,7.1,1.1,5.63
1100502,8.38,10,2.9,7.89
1100601,7.06,7.85,1.4,6.17
1100700,6.56,7.75,1.6,6
1100809,10.25,11.2,3.5,9.2
1100908,10.19,11.55,4,9.43
1100924,8,9.35,4.9,7.91
1100940,8.94,9.75,2.2,7.83
1101005,4,5.45,0.5,3.87
1101104,9.06,9.95,2.1,7.93
1101203,5.19,6.75,0.8,4.91
1101302,4.5,6.1,0.6,4.35
1101401,6.56,7.6,1,5.8
1101435,5.25,6.95,0.9,5.04
1101450,8.12,10,3.8,8
1101468,14.94,16.05,11.9,14.76
1101476,9.94,11.8,5.8,9.85
1101484,9.25,11.15,4.9,9.13
1101492,10.06,12.2,4.2,9.72
1101500,8.31,9.55,2.3,7.54
1101559,8.12,9.35,2.1,7.35
1101609,6.44,7.7,1,5.8
1101708,7.44,8.55,1.6,6.65
1101757,7.94,9.05,2,7.13
1101807,6.88,8.75,1.7,6.57
1200013,7.94,10.15,4.8,8.22
1200054,2.75,4.55,1.1,3.17
1200104,3.81,5.85,2.1,4.33
1200138,7.94,9.2,4.6,7.76
1200179,7.69,9.4,4.3,7.7
1200203,7.25,8.7,4.1,7.2
1200252,5.31,7.55,3.1,5.8
1200302,4.5,5.8,1.6,4.43
1200328,2.75,3.85,1.1,2.87
1200336,5.25,6.85,3.2,5.5
1200344,4.94,6.85,2.1,5.15
1200351,3.81,5.6,2.2,4.24
1200385,8.44,10.45,5.5,8.67
1200393,6.5,7.4,3.1,6.15
1200401,8,9.65,4.8,8.02
1200427,6.19,7.4,3.5,6.13
1200435,3.75,5.8,1.4,4.13
1200450,8.5,10.6,5.8,8.83
1200500,4.81,6.75,2.1,5.07
1200609,3.44,4.5,1.6,3.5
1200708,5.56,7.4,2.9,5.78
1200807,8.81,10.7,5.8,8.98
1300029,8.06,8.8,5.2,7.76
1300060,5.19,5.85,3.3,5.07
1300086,9.94,8.6,4.9,8.26
1300102,10.88,9.65,5.8,9.24
1300144,5.69,4.25,1.2,4.09
1300201,4.88,6.2,2.8,5
1300300,15,10.65,7.5,11.48
1300409,11.19,7.5,6,8.46
1300508,17.81,13.05,9.2,13.87
1300607,6.31,8.05,3.9,6.54
1300631,10.56,9.05,5,8.7
1300680,15.88,10.85,7,11.76
1300706,6.12,8.85,3.1,6.65
1300805,13.5,9.3,5.7,9.98
1300839,10,7.75,4.2,7.76
