code_muni,en,ln,n,med
1100015,1.24,1,1.3,1.15
1100023,1.59,1.21,1.1,1.33
1100031,1.24,0.63,0.6,0.85
1100049,1.18,0.84,1,1
1100056,1.29,0.95,1,1.09
1100064,1.12,0.74,0.8,0.89
1100072,1.18,1.05,1,1.09
1100080,1.18,1.11,1.1,1.13
1100098,1.12,0.79,1.2,1
1100106,1,1,1.3,1.07
1100114,1.24,1.26,1.3,1.26
1100122,1.29,1.16,0.7,1.11
1100130,0.94,0.84,0.7,0.85
1100148,1.41,1.47,1.2,1.39
1100155,1.24,1.32,0.9,1.2
1100189,1.12,0.95,1.1,1.04
1100205,1.06,1.16,1.1,1.11
1100254,1.12,1,1.3,1.11
1100262,1.24,1.11,1.1,1.15
1100288,1.29,1.11,1.2,1.2
1100296,1.35,1.21,1.4,1.3
1100304,1,0.79,1,0.91
1100320,1.35,0.79,1.2,1.09
1100338,1,1.05,1.1,1.04
1100346,1.47,0.89,1.1,1.15
1100379,1.35,0.95,1.4,1.2
1100403,1.35,1.42,1.6,1.43
1100452,1.29,0.95,1.3,1.15
1100502,1.29,1.05,1.3,1.2
1100601,1.35,1.11,1.3,1.24
1100700,1.41,1.05,1,1.17
1100809,1.06,1.21,1.1,1.13
1100908,1.12,0.89,1.2,1.04
1100924,1.29,0.84,0.8,1
1100940,1,0.79,1,0.91
1101005,1.18,0.95,1.3,1.11
1101104,1.29,1.26,1.3,1.28
1101203,1.18,0.84,1,1
1101302,1.29,1.16,1.1,1.2
1101401,1.53,1,1.4,1.28
1101435,1.18,1.32,1.2,1.24
1101450,1.12,1,1.2,1.09
1101468,1.35,0.95,0.9,1.09
1101476,1.12,1.16,1.1,1.13
1101484,1.41,1.21,1,1.24
1101492,1.35,1.16,1,1.2
1101500,1.35,0.89,1,1.09
1101559,1.18,1.21,1.1,1.17
1101609,1.29,0.95,1,1.09
1101708,1.41,1.26,1.1,1.28
1101757,1,0.79,0.8,0.87
1101807,1.24,1.21,0.9,1.15
1200013,1.35,1.21,0.9,1.2
1200054,2,1.32,1.4,1.59
1200104,2.24,1.53,1.5,1.78
1200138,1.59,1.47,1.3,1.48
1200179,1.65,1.42,1.1,1.43
1200203,1.53,1.11,1.2,1.28
1200252,2.29,1.63,1.8,1.91
1200302,0.88,1,0.8,0.91
1200328,1.41,1.16,0.9,1.2
1200336,1.53,1.21,1.1,1.3
1200344,1.41,1.05,1.2,1.22
1200351,1.29,1.16,1,1.17
1200385,1.59,1.21,1.3,1.37
1200393,1.24,1.16,0.9,1.13
1200401,1.53,1.53,1.5,1.52
1200427,1.41,1.16,1.1,1.24
1200435,1.24,0.89,0.8,1
1200450,1.65,1.11,1.3,1.35
1200500,1.53,1.21,1.3,1.35
1200609,0.88,0.89,0.7,0.85
1200708,2.06,1.58,1.5,1.74
1200807,1.65,1,1.2,1.28
1300029,2.35,1.32,1.7,1.78
1300060,1.59,1.47,1.3,1.48
1300086,1.94,0.74,0.8,1.2
1300102,1.65,0.68,1,1.11
1300144,1,0.53,0.7,0.74
1300201,1.29,1.11,1.3,1.22
1300300,2.12,1,0.8,1.37
1300409,6,3.47,3.6,4.43
1300508,1.47,0.68,0.7,0.98
1300607,1.76,0.89,1.2,1.28
1300631,1.47,0.63,1,1.02
1300680,1.82,0.95,0.8,1.24
1300706,1,1,1,1
1300805,1.65,0.84,0.7,1.11
1300839,2,0.74,0.9,1.24
1300904,1.18,1.16,1.1,1.15
1301001,1.06,0.74,1.2,0.96
1301100,1.88,1,1.2,1.37
1301159,2.29,1.16,0.6,1.46
1301209,1.88,0.89,1,1.28
1301308,1.71,1,1.4,1.35
1301407,1.29,0.79,1.1,1.04
1301506,1.24,0.79,1,1
1301605,3.18,1.63,1.9,2.26
1301654,1.24,1.21,1.1,1.2
1301704,1.18,0.74,0.9,0.93
1301803,1.41,0.89,1.4,1.2
1301852,2.24,1,1.2,1.5
1301902,2.12,1,0.8,1.37
1301951,1,0.89,0.8,0.91
1302009,2.65,1.42,1.2,1.83
1302108,1.53,0.74,0.8,1.04
1302207,2.35,1.26,2,1.83
1302306,1.18,0.68,1,0.93
1302405,1.18,0.63,1.2,0.96
1302504,2.12,0.79,1,1.33
1302553,1.94,0.47,0.7,1.07
1302603,2.47,0.79,1.1,1.48
1302702,1.24,0.58,0.9,0.89
1302801,3.24,1.42,1.7,2.15
1302900,1.53,1.16,1,1.26
1303007,2.35,1.05,1,1.52
1303106,1.82,1.05,1,1.33
1303205,3.29,1.89,1.6,2.35
1303304,1.29,0.79,1.1,1.04
1303403,2.18,1,1,1.43
1303502,1.18,0.95,1.1,1.07
1303536,3.65,1.26,2.1,2.33
1303569,2.76,0.95,1.7,1.78
1303601,3.88,1.79,2.6,2.74
1303700,2.24,1.26,1.1,1.59
1303809,2.59,1.16,1.6,1.78
1303908,2.12,1.37,1.3,1.63
1303957,2.47,1.11,1.9,1.78
1304005,2.35,1.05,1.1,1.54
1304062,1.88,1.21,1.4,1.5
1304104,1.29,0.74,0.7,0.93
1304203,1.65,1.16,1.5,1.41
1304237,1.82,1.26,1.3,1.48
1304260,2.65,1.32,1.8,1.91
