code_muni,en,ln,n,med
1100015,249.12,268.35,290.7,266.52
1100023,295,242.45,295.4,272.24
1100031,283.88,291.2,277.2,285.61
1100049,284.31,299.4,276.8,289.24
1100056,279.56,287.85,277.5,282.72
1100064,279.56,287.85,283.9,284.11
1100072,268.88,285.65,275.6,277.63
1100080,233.81,238.9,240,237.37
1100098,278.81,304.55,268,287.65
1100106,231.5,233.1,221.4,230
1100114,263.75,265.9,275.3,267.2
1100122,292.19,277.95,284.1,284.24
1100130,302.88,313.9,340.8,315.91
1100148,259.5,268.75,263.4,264.37
1100155,270.12,265.55,279.1,270.09
1100189,264.62,301.4,278.3,283.59
1100205,297.44,278.85,290.7,287.89
1100254,285.69,275.15,264.4,276.48
1100262,315.44,285.55,321.7,303.8
1100288,277.69,285.25,261.5,277.46
1100296,269.31,277.5,273.2,273.72
1100304,260.25,304.55,295.8,287.24
1100320,252.31,264.85,271.7,261.98
1100338,254.31,270.75,231.6,256.52
1100346,263.19,271.15,264.3,266.89
1100379,253.75,266.7,284.3,266.02
1100403,308.94,249.75,292.4,279.61
1100452,324.44,286.15,285.2,299.26
1100502,270.75,279.15,260.3,272.13
1100601,285.69,240.05,281,264.83
1100700,301.81,281.55,276.8,287.57
1100809,312.5,289.9,337,308
1100908,280.25,277.5,265.2,275.78
1100924,247.62,283.7,281.1,270.59
1100940,307.69,299.7,328.7,308.78
1101005,286.69,266.95,266.6,273.74
1101104,310.5,270.7,309.4,292.96
1101203,292.69,283.7,273.3,284.57
1101302,272.44,261.8,262.1,265.57
1101401,309.12,263.8,292.8,285.87
1101435,261.44,265.35,262.4,263.35
1101450,259,283.2,276,273.22
1101468,267.69,270.7,287.5,273.3
1101476,276,296.4,276.2,284.91
1101484,268.69,296.7,275.5,282.35
1101492,227.5,239.95,266.5,241.39
1101500,242.12,258.1,262.2,253.43
1101559,264.5,267.45,265.7,266.04
1101609,304,283.95,308.5,296.26
1101708,264.38,270.15,267.2,267.5
1101757,293.12,302.95,323.5,304
1101807,282.12,267.9,285.5,276.67
1200013,255.06,270.9,270.1,265.22
